Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese
Text.Tutorial.D	"Коли ви виконуєте ретельно продуманий план втечі, ключ до успіху - не привертати до себе уваги. Тому я йшов за жовтою стрілкою, яка вела мене до наступного заняття: переклику!"	"Wenn du einen ausgeklügelten Fluchtplan durchführst, ist der Schlüssel zum Erfolg, keine Aufmerksamkeit auf dich zu ziehen. Ich benutzte den gelben Pfeil, der mich zur nächsten Routine führen würde:  Appell!"	"Quand tu mets en œuvre un plan d'évasion élaboré, la clé de la réussite est de ne pas attirer l'attention sur toi. J'ai utilisé la flèche jaune pour me guider vers la routine suivante :  Appel !"	"Cuando ejecutas un plan de escape elaborado, la clave del éxito es no llamar la atención. Usé la flecha amarilla que me guiaría hasta la siguiente rutina:  ¡El pase de lista!"	При разработке сложного плана побега очень важно не привлекать к себе внимания. Желтая стрелка приводила меня к очередному пункту.  Перекличке!	"Quando segui un elaborato piano di fuga, la chiave per il successo è non attirare l'attenzione. Ho seguito la freccia gialla che mi ha diretto alla successiva routine:  l'appello!"	在执行精心策划的越狱计划时， 成功的关键是别让他人注意到。 我沿着黄色箭头来到下个例行活动的地点： 点名处！ 	脱獄は綿密にコトを進めなきゃならねえ。 それには看守に怪しまれないことが肝心だ。 オレは黄色い矢印を追うように、 次の日課へと向かった。 点呼だ。 
								
Text.Tutorial.E	"На переклику, з усіх сил намагаючись зберігати спокій, я замислився... Чи то знають вони, що я щось затіяв? Що у мене є план? Моя голова очистилася, коли я зробив глибокий вдих, намагаючись розслабитися в цій напруженій ситуації…"	"Beim Appell gab ich mein Bestes, ruhig zu bleiben, und fragte mich ... Wussten sie, dass ich etwas ausheckte? Dass ich einen Plan hatte? Ich atmete tief ein in dem Versuch, mich in dieser angespannten Situation zu beruhigen, und mein Kopf wurde klar."	"Pendant l'appel, alors que je faisais de mon mieux pour garder mon calme, je me demandais… Est-ce qu'ils savent que je prépare quelque chose ? Que j'ai un plan ? Je me suis éclairci les idées en prenant une grande inspiration, j'avais besoin de me calmer dans cette situation tendue…"	"En el pase de lista, intentando no ponerme nervioso, me preguntaba... ¿sabrán que estoy tramando algo? ¿Que tenía un plan? Respiré hondo para despejarme e intenté relajarme en esta situación tan tensa…"	"На перекличке я пытаюсь сохранять спокойствие, думая про себя: знают ли они, что я затеваю? Знают ли, что у меня есть план? Я привожу мысли в порядок, глубоко вздохнув и пытаясь расслабиться в этой напряженной ситуации..."	"Durante l'appello, mente cercavo di mantenere la calma, mi chiedevo... Sapevano che stessi architettando qualcosa? Che avessi un piano? Liberai la mente facendo un respiro profondo, nel tentativo di rilassarmi in questa situazione stressante..."	在点名处， 我尽量保持冷静， 我在想…… 他们知道我正在策划越狱吗？ 他们知道我已经有办法了吗？ 我做了一次深呼吸， 清醒了下头脑， 想在这个紧张的环境中稍稍放松一下…… 	点呼の間、 オレは平静を装いながら考えた… ヤツらにバレてるんじゃないか？ オレが脱獄を企んでるってことが？ ひとつ深呼吸をすると、 そうした不安は消え去った。 この緊張する状況で、 肩の力がすっと抜けたんだ…
								
Text.Tutorial.F	"Casting fear aside as I had done with modern values my whole life, an inmate called Chuck was of interest to me! I had a hunch the Green Arrow by the stairs was trying to tell me something…"	"Meine Angst warf ich über Bord, wie ich das mein ganzes Leben mit modernen Werten getan habe, und ein Insasse namens Chuck war von Interesse für mich! Ich hatte das Gefühl, dass der grüne Pfeil an der Treppe mir etwas sagen wollte ..."	"J'ai mis la peur de côté, comme je l'avais fait avec les valeurs modernes pendant toute ma vie... et je me suis intéressé à un détenu nommé Chuck ! J'avais l'intuition que la Flèche Verte à côté des escaliers tentait de me dire quelque chose…"	"Librándome del miedo como lo había hecho con los valores modernos durante toda mi vida, un preso llamado Chuck me resultó muy útil. Tenía la impresión de que la flecha verde que había cerca de las escaleras me intentaba decir algo..."	"Я поступаю со страхом так же, как с нормами морали: отбрасываю его. И замечаю, что мною интересуется арестант по имени Краймуэйв! Кажется, зеленая стрелка на экране — какой-то намек..."	"Mentre mi scrollavo di dosso la paura, come per tutta la vita avevo fatto con i valori moderni, un detenuto chiamato Chuck attirò la mia attenzione! Avevo la sensazione che la freccia verde vicino alle scale stesse cercando di dirmi qualcosa..."	我这辈子就没受过现代价值观的束缚， 现在我也不能受恐惧的束缚， 一个名叫查克的囚犯能为我所用！ 我感觉楼梯旁边的绿色箭头想给我提供某种信息…… 	恐怖心は捨て去った。 元々常識なんてモンとは 無縁の一生を送ってきたんだ。 チャックという囚人が使えそうだった。 オレは階段のそばの「緑の矢印」が 何かを訴えかけているような気がして、 追いかけていった…
								
Text.Tutorial.G	"With nobody looking, I equipped the Sock Mace using [IN=UI_CycleLeft] or [IN=UI_CycleRight]. Fuelled with a desire to get out of this place, I used [IN=CombatTargetting] to Lock on to my target, then I attacked with [IN=Attack] in an attempt to knock them out!"	"Als keiner hinsah, legte ich mit [IN=UI_CycleLeft] oder [IN=UI_CycleRight] die Sockenkeule an. Erfüllt vom Verlangen, diesen Ort zu verlassen, erfasste ich mit [IN=CombatTargetting] mein Ziel, griff dann mit [IN=Attack] an und versuchte es niederzuschlagen!"	"À l'abri des regards, j'ai équipé la chaussette lestée avec [IN=UI_CycleLeft] ou [IN=UI_CycleRight]. Cherchant désespérément à m'évader de cet endroit, j'ai utilisé [IN=CombatTargetting] pour verrouiller ma cible, puis j'ai attaqué à l'aide de [IN=Attack] pour l'assommer !"	"Cuando nadie miraba, me equipé con el calcetín maza usando [IN=UI_CycleLeft] o [IN=UI_CycleRight]. ¡Inducido por el deseo de salir de este sitio, ataqué usando [IN=CombatTargetting] para apuntar a mis objetivos y después ataqué con [IN=Attack] con la intención de noquearlos a todos!"	"Убедившись, что никто не смотрит, я применяю носок-кистень, используя кнопку [IN=UI_CycleLeft] или [IN=UI_CycleRight]. Желание выбраться переполняет меня, поэтому я нажимаю [IN=CombatTargetting], чтобы выбрать цель, и нападаю, нажав кнопку [IN=Attack], пытаясь нокаутировать врага!"	"Quando non guardava nessuno, ho equipaggiato la Mazza con calzino con [IN=UI_CycleLeft] o [IN=UI_CycleRight]. Spinto del desiderio di andarmene da questo posto, ho usato [IN=CombatTargetting] per seguire il mio obiettivo, poi ho attaccato con [IN=Attack] nel tentativo di mandarlo al tappeto!"	趁没人看到， 我用 [IN=UI_CycleLeft] 或 [IN=UI_CycleRight] 装备了袜锤。 在越狱冲动的驱使下， 我用 [IN=CombatTargetting] 锁定了目标， 然后用 [IN=Attack] 发动了攻击， 试图击晕他们！ 	今なら誰も見ていない。 オレは[IN=UI_CycleLeft]か[IN=UI_CycleRight]で靴下ハンマーを手に持った。 そしてこの掃きだめから抜け出すため、 [IN=CombatTargetting]を押して標的を定めると、 [IN=Attack]でぶん殴って気絶させたんだ！ 
								
Text.Tutorial.H	"With Chuck unconscious, I looted the key from him using [IN=Open] to access his pockets and took it using [IN=UI_Submit].  I then swiftly made for the Evidence Room opposite using my key…"	"Während Chuck bewusstlos war, plünderte ich den Schlüssel von ihnen, indem ich mit [IN=Open] in ihre Taschen griff und ihn mir mit [IN=UI_Submit] nahm. Dann benutzte ich schnell meinen Schlüssel zur Asservatenkammer ..."	"Une fois Chuck inconscient, j'ai utilisé [IN=Open] pour accéder à ses poches et [IN=UI_Submit] pour récupérer la clé. Ensuite, je me suis vite dirigé vers la salle des pièces à conviction en utilisant ma clé…"	"Cuando Chuck estaba inconsciente, cogí la llave con [IN=Open] para acceder a sus bolsillos. La cogí con [IN=UI_Submit]. Entonces me dirigí rápidamente a la sala de pruebas que había enfrente usando la llave..."	"Заключенный Краймуэйв без сознания. Я использую кнопку [IN=Open], чтобы заглянуть в карманы этого человека, и кнопку [IN=UI_Submit], чтобы забрать ключ. Затем бегу в комнату для хранения вещдоков, открыв ее своим ключом..."	"Con Chuck a terra, ho prelevato la sua chiave usando [IN=Open] per frugare nelle sue tasche e [IN=UI_Submit] per prenderla. La chiave mi ha permesso di entrare velocemente nella Stanza delle prove di fronte..."	趁查克昏迷不醒之时， 我用 [IN=Open] 打开了他的口袋， 并用 [IN=UI_Submit] 拿走了他身上的钥匙。  然后我用钥匙迅速进入了对面的物证室…… 	チャックが気を失っているスキに、 オレは[IN=Open]でポケットからカギを奪い、 [IN=UI_Submit]で懐にしまった。 そしてそのカギを使って、 向かいの証拠保管室へ忍び込んだ…
								
Text.Tutorial.I	"Opening the desk with [IN=Open] I stole the tools within by highlighting them, and took them with [IN=UI_Submit]. Things were going my way… Was it too good to be true?! It felt like luck was on my side!"	"Ich öffnete das Pult mit [IN=Open] und stahl die Werkzeuge darin, indem ich sie auswählte und sie mir mit [IN=UI_Submit] nahm. Alles lief nach Plan ... War es zu schön, um wahr zu sein?! Ich fühlte, dass das Glück auf meiner Seite war!"	"Après avoir ouvert le bureau avec [IN=Open], j'ai volé les outils en les sélectionnant et en les récupérant avec [IN=UI_Submit]. Tout se déroulait comme prévu… c'était trop beau pour être vrai ! J'avais l'impression que la chance me souriait !"	"Abrí el escritorio con [IN=Open], resalté todas las herramientas para robarlas y las cogí con [IN=UI_Submit]. Las cosas me estaban saliendo bien... ¡¿O demasiado bien como para ser verdad?! ¡Sentí que la suerte estaba de mi lado!"	"Открыв стол с помощью кнопки [IN=Open], я краду оттуда инструменты: выделяю их, а затем беру, используя кнопку [IN=UI_Submit]. Всё идет по плану... Возможно, это слишком хорошо, чтобы быть правдой?! Похоже, удача на моей стороне!"	"Dopo aver aperto un tavolo con [IN=Open], ho evidenziato gli attrezzi contenuti per rubarli e me li sono portati via con [IN=UI_Submit]. Le cose stavano andando come volevo io... Troppo bello per essere vero, eh? Sembrava quasi il mio giorno fortunato!"	我用那个 [IN=Open] 打开桌子， 先高亮显示了里面的工具， 然后用 [IN=UI_Submit] 将其取走。 目前为止一切顺利…… 我不是在做梦吧？ ！ 感觉如有神助啊！ 	オレは[IN=Open]で机を開け、 光っている道具を[IN=UI_Submit]で盗んだ。 すべてが順調だった… 怖すぎるくらいに。 運がオレに味方してると思ったさ！ 
								
Text.Tutorial.J	"Just give me a moment while I top up my sun tan lotion: I'm burning here! Anyway, I knew the exact place to use my tools! Once more, I used the Green Arrow to guide me…"	"Warte kurz, während ich meine Sonnencreme auffrische: Ich verbrenne hier! Egal, ich wusste wo genau ich meine Werkzeuge nutzen musste! Und erneut ließ ich mich von dem grünen Pfeil leiten ..."	"Laisse-moi juste une minute, que je remette un peu de crème solaire : Je suis en train de cuire ! Enfin bref, je savais exactement à quel endroit utiliser mes outils ! Une fois de plus, j'ai laissé la Flèche Verte me guider…"	"Un momento, voy a por el bote de crema solar. ¡Me estoy quemando! Bueno, sabía el lugar exacto donde usar mis herramientas. Una vez más, usé la flecha verde para guiarme..."	"Подожди секунду, мне нужно намазаться солнцезащитным кремом. Так и обгореть можно! Что ж, мне было известно, где использовать свои инструменты! И снова зеленая стрелка указывала мне путь..."	"Solo un attimo che mi spalmo un altro po' di crema solare: mi sto arrostendo! In ogni caso, sapevo esattamente dove usare quegli attrezzi! Ancora una volta, ho lasciato che fosse la freccia verde a guidarmi..."	稍等， 我先抹个防晒霜： 这里热死了！ 不管怎样， 我知道在什么地方使用工具！ 我再一次遵循绿色箭头的指引…… 	ちょいと待った、 日焼け止めを塗るんでね。 ここの日差しはキツすぎる！ とにかくまあ、 こいつを使うべき場所はわかってた。 オレは再び、 緑の矢印を追いかけた…
								
Text.Tutorial.K	"To hide my actions, I picked up the Bed Sheet by holding [IN=PrimaryInteraction] when standing next to it. I equipped it using [IN=UI_CycleLeft] or [IN=UI_CycleRight], then hung it on the cell bars next to the cell door by pressing [IN=Use]."	"Um zu verbergen, was ich tat, hob ich das Bettlaken auf, indem ich [IN=PrimaryInteraction] gedrückt hielt, als ich danebenstand. Ich rüstete es mit [IN=UI_CycleLeft] oder [IN=UI_CycleRight] aus, und hing es dann an das Zellengitter neben der Zellentür, indem ich [IN=Use] drückte."	"Pour dissimuler mes actions, j'ai ramassé le drap de lit en maintenant [IN=PrimaryInteraction] enfoncé tout en me tenant à côté. Je m'en suis équipé en utilisant [IN=UI_CycleLeft] ou [IN=UI_CycleRight], puis je l'ai accroché aux barreaux de la cellule à côté de la porte de la cellule en appuyant sur [IN=Use]."	"Para ocultar mis acciones, cogí la sábana manteniendo pulsado [IN=PrimaryInteraction] cuando estaba junto a ella. La equipé con [IN=UI_CycleLeft] o [IN=UI_CycleRight], y después la colgué de las barras de la celda que había cerca de la puerta pulsando [IN=Use]."	"Приходилось скрываться от чужих глаз, поэтому мне понадобилась простыня: нужно подойти к ней, а затем нажать и удерживать кнопку [IN=PrimaryInteraction]. После этого нужно применить ее, используя кнопки [IN=UI_CycleLeft] или [IN=UI_CycleRight], а затем — повесить на решетку возле двери камеры с помощью кнопки [IN=Use]."	"Per non farmi vedere, ho preso il lenzuolo tenendo premuto [IN=PrimaryInteraction] mentre mi trovavo in piedi accanto al letto. L'ho equipaggiato con [IN=UI_CycleLeft] o [IN=UI_CycleRight] e poi l'ho appeso alle sbarre della vicine alla porta della cella premendo [IN=Use]."	为了在行动时不被别人发现， 我站在床单旁边， 长按 [IN=PrimaryInteraction] 拾取了它。 我用 [IN=UI_CycleLeft] 或 [IN=UI_CycleRight] 将其装备， 然后按 [IN=Use] 将其挂在了牢房门边上的横梁上。 	見られたらまずい。 そう思ったオレはベッドのそばに立ち、 [IN=PrimaryInteraction]を押し続けてシーツをはぎ取った。 そして[IN=UI_CycleLeft]か[IN=UI_CycleRight]で手に持つと、 [IN=Use]でドアの横の鉄格子に吊るしたんだ。 
								
Text.Tutorial.L	"Are you familiar with the phrase 'out of sight, out of mind'? Well, on that note: with the Pickaxe equipped, I chipped away at the cell wall using [IN=SecondaryInteraction]."	"Kennst du den Spruch: „Aus den Augen, aus dem Sinn“? Nun, in diesem Sinne hackte ich mit angelegter Spitzhacke und [IN=SecondaryInteraction] die Zellenwand weg."	"T'as déjà entendu l'expression « loin des yeux, loin du cœur » ? Eh bien, sur ces bonnes paroles, j'ai saisi la pioche, j'ai ébréché la paroi de la cellule en utilisant [IN=SecondaryInteraction]."	"¿Te suena el dicho ""ojos que no ven, corazón que no siente""? Bueno, siguiendo con el tema, con el pico equipado, piqué el muro de la celda con [IN=SecondaryInteraction]."	"Вам знакома поговорка «с глаз долой — из сердца вон»? Что ж, вооружившись этой мудростью, я применяю кирку и начинаю ломать стену камеры, используя кнопку [IN=SecondaryInteraction]."	"Conosci il detto ""lontano dagli occhi, lontano dalla mente""? Alla luce di ciò, una volta equipaggiato il piccone, ho iniziato a colpire la parete della cella con [IN=SecondaryInteraction]."	你听过一句话叫 ‘眼不见， 心不烦’ 吗？ 好吧， 因此我装备了镐， 用 [IN=SecondaryInteraction] 开始凿牢房的墙壁。 	「去る者は日々に疎し」ってことわざを知ってるか？ とにかくまあ、 オレはツルハシを手に持つと、 [IN=SecondaryInteraction]で房の壁を崩しにかかった。 
Text.Tutorial.L_PC	"Are you familiar with the phrase 'out of sight, out of mind'? Well, on that note: with the Pickaxe equipped, I chipped away at the cell wall using [IN=Use]."	"Kennst du den Spruch: „Aus den Augen, aus dem Sinn“? Nun, in diesem Sinne hackte ich mit angelegter Spitzhacke und [IN=Use] die Zellenwand weg."	"T'as déjà entendu l'expression « loin des yeux, loin du cœur » ? Eh bien, sur ces bonnes paroles, j'ai saisi la pioche, j'ai ébréché la paroi de la cellule en utilisant [IN=Use]."	"¿Te suena el dicho ""ojos que no ven, corazón que no siente""? Bueno, siguiendo con el tema, con el pico equipado, piqué el muro de la celda con [IN=Use]."	"Вам знакома поговорка «с глаз долой — из сердца вон»? Что ж, вооружившись этой мудростью, я применяю кирку и начинаю ломать стену камеры, используя кнопку [IN=Use]."	"Conosci il detto ""lontano dagli occhi, lontano dalla mente""? Alla luce di ciò, una volta equipaggiato il piccone, ho iniziato a colpire la parete della cella con [IN=Use]."	你听过一句话叫 ‘眼不见， 心不烦’ 吗？ 好吧， 因此我装备了镐， 用 [IN=Use] 开始凿牢房的墙壁。 	「去る者は日々に疎し」ってことわざを知ってるか？ とにかくまあ、 オレはツルハシを手に持つと、 [IN=Use]で房の壁を崩しにかかった。 
								
Text.Tutorial.M	"With my Energy levels low, luckily it was meal time. Using the Green Arrow to guide me, I headed to the food hall, grabbed a tray of high quality slop using [IN=Open], and sat in my seat using [IN=UI_Submit]"	"Ich hatte kaum mehr Energie, aber zum Glück war es Essenszeit. Ich ließ mich von grünen Pfeil leiten, ging zur Markthalle, schnappte mir mit [IN=Open] ein Tablett mit erstklassigem Fraß, und setzte mich mit [IN=UI_Submit] auf meinen Platz."	"Mon niveau d'énergie était au plus bas, mais heureusement, c'était l'heure du repas. À l'aide de la Flèche Verte pour me guider, je me suis dirigé vers le réfectoire, j'ai attrapé un plateau de bouillie de première qualité en utilisant [IN=Open] et je me suis assis sur ma chaise en utilisant [IN=UI_Submit]."	"Por suerte, era la hora de comer y mis niveles de energía estaban muy bajos. Usando la flecha verde para guiarme, me dirigí al comedor, cogí una bandeja sucia de la mejor calidad con [IN=Open] y me senté en mi silla con [IN=UI_Submit]."	"Уровень моей энергии падает, но к счастью, пришло время обеда. Следуя за зеленой стрелкой, я направляюсь к столовой, хватаю поднос с отвратительной баландой, используя кнопку [IN=Open], и сажусь на место с помощью кнопки [IN=UI_Submit]."	"Non avevo quasi più energia, ma per fortuna era ora di mangiare. Usando la Freccia Verde come guida, sono andato nel refettorio, ho preso un vassoio di sbobba di alta qualità con [IN=Open] e mi sono seduto al mio posto usando[IN=UI_Submit]."	我体力快耗尽了， 幸运的是进餐时间到。 我按绿色箭头的指引前往食堂， 用 [IN=Open] 拿了一盘优质剩饭， 然后用 [IN=UI_Submit] 在我的座位上坐下。 	おかげでスタミナが減っちまったが、 さいわい食事の時間だった。 オレは緑の矢印に従って食堂へ向かい、 [IN=Open]で極上の残飯が入ったトレイをつかむと、 [IN=UI_Submit] で席についた。 
								
Text.Tutorial.N	"Petrified, I managed to eat, which restored my Energy levels, and I kept down the 'food' provided… The funky odour that oozed from it still haunts me... "	"Starr vor Angst schaffte ich es zu essen, was mein Energieniveau wiederherstellte, und ich behielt das „Essen“ in meinem Magen ... Der faulige Geruch verfolgt mich noch immer ... "	"Pétrifié, je me suis débrouillé pour ingéré cette « nourriture » sans dégobiller, ce qui m'a permis de restaurer mon niveau d'énergie… Le souvenir de son odeur épouvantable me fait encore froid dans le dos… "	"Petrificado, conseguí comer para restaurar los niveles de energía, y conseguí no vomitar la ""comida"" que nos daban... Aún no he conseguido librarme del olor a podrido que emanaba... "	"Несмотря на отвращение, мне удалось поесть, и уровень моей энергии восстановился. Удивительно, но у меня получилось удержать еду в себе, хотя ее омерзительный запах я чувствую до сих пор... "	"Pietrificato, ho mangiato e ripristinato la mia energia, e sono addirittura riuscito a non rimettere il ""cibo"" fornito... Il puzzo che esalava mi tormenta ancora... "	我神经紧绷， 设法吃了点东西， 恢复了一些体力。 我尽量克制住把这些‘食物’吐出来的冲动…… 这些东西散发出来的臭味依然挥之不去…… 	石像みたいになってメシをかっ食らうと、 スタミナが回復した。 オレはその“食いモノ”を吐いちまわないよう、 ぐっとこらえた… あのニオイは今も忘れらねえ…
								
Text.Tutorial.O	"Energy levels replenished and freedom my goal, I managed to keep down the 'food' I had consumed, took a deep breath and continued to follow the Green Arrow… Which was most helpful!"	"Da jetzt meine Energie wiederhergestellt war und die Freiheit winkte, schaffte ich es, das „Essen“, dass ich verzehrt hatte, nicht auszukotzen, holte tief Luft und folgte dem äußerst hilfreichen grünen Pfeil weiter."	"Une fois mon niveau d'énergie restauré et mon but atteint, j'ai fait en sorte de ne pas restituer la « nourriture », j'ai pris une profonde inspiration et j'ai suivi la Flèche Verte… qui était plus qu'utile !"	"Con los niveles de energía repuestos y la libertad como único objetivo, conseguí no vomitar la ""comida"" que había consumido, respiré hondo y volví a seguir la flecha verde... ¡que resultó ser muy útil!"	"Пополнив уровень энергии и твердо намереваясь выйти на свободу, я стараюсь удержать еду в себе, делаю глубокий вдох и вновь следую за зеленой стрелкой... И это правильное решение!"	"Con l'energia ripristinata e la libertà come obiettivo, sono riuscito a tenere dentro quel ""cibo"", ho fatto un bel respiro e ho di nuovo seguito la freccia verde... Che si stava dimostrando molto utile!"	我恢复了体力， 继续越狱大业。 我克制住了把刚吃的‘食物’吐出来的冲动， 做了一次深呼吸， 然后继续跟随绿色箭头…… 这东西可真有用啊！ 	元気を取り戻したオレは、 逆流しようとする胃をいさめるように深呼吸をし、 自由へ向かって緑の矢印を追いかけだした… あれはマジで役に立ったぜ！ 
								
Text.Tutorial.P	"...Disgusting aftertastes and bad indigestion aside - it was time to get back to work and continue my chipping through the cell wall. With my Pickaxe equipped, I resumed my plan by pressing [IN=SecondaryInteraction]."	"... Vom widerlichen Nachgeschmack und der üblen Magenverstimmung mal abgesehen war es an der Zeit, wieder an die Arbeit zu gehen und mit dem Weghacken der Zellenwand fortzufahren. Ich drückte mit angelegter Spitzhacke auf [IN=SecondaryInteraction] und setzte meinen Plan fort."	"... l'arrière-goût infâme et l'indigestion à part - il était temps de me remettre au travail et de continuer mon excavation à travers la paroi de la cellule. En m'équipant de la pioche, j'ai repris mon plan en appuyant sur [IN=SecondaryInteraction]."	"Dejando de lado los asquerosos rezumos de la comida, era hora de volver al trabajo y seguir picando el muro de la celda. Una vez equipado el pico, continué con mi plan pulsando [IN=SecondaryInteraction]."	"Забудем об отвратительном вкусе и проблемах с пищеварением... Пора возвращаться к работе и ломать стену камеры. Применив кирку, я приступаю к выполнению своего плана, нажимая кнопку [IN=SecondaryInteraction]."	"...Retrogusti disgustosi e indigestioni pessime a parte, era giunto il momento di tornare al lavoro e continuare a colpire la parete della cella. Con il piccone equipaggiato, mi sono rimesso all'opera premendo [IN=SecondaryInteraction]."	…… 尽管恶心的余味挥之不去， 消化也不怎么顺利， 我还是得继续进行凿穿牢房墙壁的工作。 我装备上镐， 按 [IN=SecondaryInteraction] 继续执行计划。 	…クソみたいな後味と胃もたれはさておき、 仕事に戻る時間だった。 オレはツルハシを手に持つと、 [IN=SecondaryInteraction]で再び壁を崩し始めた。 
