Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese
Text.Auditions.Body	 "УВАГА: Ми ДОСІ шукаємо групи кандидатів акторів на цьогорічну пантоміму. Задум залучення знаменитого (у місцевих колах) театрального постановника полягав у тому, щоб утілити щось дивовижне на честь кінця року. Але результати проб виявилися жахливими. Ми економили весь цей рік задля того, щоб організувати шоу такого ґатунку. Ви всі безсоромні та невдячні.\n\nВІЛЬНІ РОЛІ: \n\n- Кінь (2 актори) \n\n- Музики (декілька ролей) \n\nP.S Повідомлення тому, хто вкрав сценарій пантоміми: будь ласка, поверни його!"	"NACHTRAG: Wir suchen IMMER NOCH nach Kandidaten für unser diesjähriges Weihnachtsspiel. Wir haben extra einen (lokal) angesehenen Produzenten an Bord gebracht, um dieses Jahr etwas Wunderschönes auf die Beine zu stellen, aber die Beteiligung an den Castings war katastrophal. Wir haben das ganze Jahr Abstriche gemacht, um so ein großes Stück finanzieren und aufführen zu können. Ihr seid alle undankbare Banausen. \n\nNOCH VERFÜGBARE ROLLEN: \n\n– Pferd (2 Schauspieler) \n\n – Musikanten (mehrere Rollen) \n\n PS: Wer auch immer das Skript für das Weihnachtsspiel gestohlen hat, möge es bitte zurückbringen!"	"MISE À JOUR : nous sommes TOUJOURS à la recherche de candidats pour participer à notre spectacle de Noël de l'année. Le but de faire appel à un producteur de théâtre renommé (localement) était de créer un événement de fin d'année digne de ce nom, mais les auditions ont été épouvantables. Les économies budgétaires que nous avons réalisées durant toute cette année devaient financer un spectacle de cette ampleur. Vous êtes tous ingrats et incultes. \n\nRÔLES ENCORE DISPONIBLES : \n\n- Cheval (2 acteurs) \n\n - Musiciens (divers rôles) \n\n P.S. : merci au voleur du script du spectacle de Noël de le restituer au plus vite !"	"ACTUALIZACIÓN: TODAVÍA buscamos a grupos de candidatos para actuar en la obra de este año. Para lo único que trajimos a un productor de teatro de renombre (local) es para crear algo maravilloso con lo que acabar el año, pero muy pocos se han presentado a las audiciones. Escatimamos en el presupuesto anual para poder crear una obra de este tamaño. Sois unos ingratos y unos incultos. \n\nPAPELES DISPONIBLES: \n\n- Caballo (2 actores) \n\n - Músicos (varios papeles) \n\n P.D.: Quien haya robado el guión, ¡que lo devuelva ahora mismo!"	"ОБНОВЛЕНИЕ: Мы ВСЁ ЕЩЕ ищем людей, которые примут участие в пантомиме в этом году. Мы привлекли к делу знаменитого (в узких кругах) театрального продюсера, чтобы отметить завершение года чем-то воистину прекрасным, однако явка на кастинг оставляет желать лучшего. Мы весь год экономили на всём, чем только можно, чтобы устроить масштабную постановку. Вы все бескультурны и неблагодарны. \n\nСВОБОДНЫЕ РОЛИ: \n\n- Лошадь (2 актера) \n\n - Музыканты (Несколько ролей) \n\n P.S. Люди, укравшие сценарий пантомимы! Пожалуйста, верните его!"	"AGGIORNAMENTO: Stiamo ANCORA cercando gruppi di candidati che si esibiscano nella nostra recita di quest’anno. Il senso di assumere un produttore teatrale famoso (nel vicinato) era di creare qualcosa di stupendo con cui terminare l’anno, eppure l’audizione si è rivelata atroce. Lo scopo di fare economia per tutto l’anno è stato quello di poter allestire uno spettacolo di questo calibro. Siete tutti degli ingrati ignoranti. \n\nRUOLI ANCORA SCOPERTI: \n\n- Cavallo (2 attori) \n\n - Musicisti (ruoli multipli) \n\n P.S. Chiunque abbia rubato il Copione della recita, per favore lo restituisca!"	更新：我们还是需要一些人来报名参演今年的舞剧。本来邀请一位（本地）知名的戏剧制作人来参与制作，是为了以一场精彩的演出结束这一年。可试演的结果却很糟糕。节约一整年开支的目的就是为了献上这样水平的表演。你们真是没教养，还不领情。\n\n可应征角色：\n\n——马（演员 x 2）\n\n——乐手（多人）\n\nP.S 不管是谁偷走了舞剧的剧本，请立刻把它还回来！	引き続き、クリスマス劇の出演者を募集中だ。 （地元で）有名な演出家を招へいしたのも、 最高の劇を作って一年を締めくくるため。 ところがオーディションにはろくに人が集まらん。 立派なショーを執り行うべく、 刑務所施設の予算を削ってきたというのに、 どいつもこいつも恩知らずばかりだ。 文化的教養がなさすぎるぞ。 \n\n現在募集中の役：\n\n- 馬（2人で1役）\n\n - ミュージシャン（複数名）\n\n追伸。 「劇の脚本」を盗んだ者はただちに返却したまえ！
								
Text.WardenNote.Header	НОТАТКА СОБІ	NICHT VERGESSEN	NOTE À MOI-MÊME	NOTA PERSONAL	ЗАМЕТКА ДЛЯ СЕБЯ	PROMEMORIA	个人备忘	自分メモ
Text.JobName.ToyMaking	Виробник іграшок	Spielzeug herstellen	Fabriquer un jouet	Fabricación de juguetes	Создание игрушек	Costruire giocattoli	制作玩具	オモチャづくり
Text.JobDesc.ToyMaking	У цю пору року можна заробити грошенят.	Zur Weihnachtszeit kann man hübsche Sümmchen verdienen.	Il y a beaucoup d'argent à gagner en cette période de l'année.	En esta época del año puedes ganar mucho dinero.	В это время года можно заработать хорошие деньги.	Si possono guadagnare molti soldi in questo periodo dell’anno.	每年的这个时候都有一笔商机。	クリスマスシーズンは稼ぎどきだ。 
								
HUD.Tutorial.Job.ToyMakingBodyTextA	"Візміть колоду, банку фарби та пензель з коробки."	"Nimm das Holz, das Döschen mit Farbe und den Farbpinsel aus dem Materialcontainer"	"Prendre du bois, un pot de peinture et un pinceau large dans le conteneur à matériaux"	"Coge la tabla, la lata de pintura y la brocha del contenedor de materiales"	"Хватайте брусок дерева, банку с краской и кисть из контейнера с материалами"	"Prendi il Pezzo di legno, il Barattolo di tinta e il Pennello dal contenitore dei materiali"	从材料箱里拿上木料、罐装油漆和油漆刷	材料コンテナから 「木材」「ペンキ缶」「はけ」を取り出す。 
HUD.Tutorial.Job.ToyMakingBodyTextB	Покладіть колоду на токарний верстат.	Lege das Holz in die Feinschliffmaschine	Placer le bois dans la machine de finition	Pon la tabla en la máquina de acabado	Положите брусок дерева в станок для финишной обработки	Metti il Pezzo di legno nella Rifinitrice	把木料放进加工机床	「木材」を加工機にセットする。 
HUD.Tutorial.Job.ToyMakingBodyTextC	Зробіть із пензля та банки фарби підготовлений пензель.	Stelle einen vorbereiteten Farbpinsel aus dem Farbpinsel und dem Döschen mit Farbe her	Fabriquer un pinceau large prêt avec le pinceau large et le pot de peinture	Crear una brocha preparada con la brocha y la lata de pintura	"Создайте подготовленную кисть, соединив кисть и банку с краской"	Crea un Pennello preparato dal Pennello e dal Barattolo di tinta	用油漆刷和罐装油漆制作应急用油漆刷	「はけ」と「ペンキ缶」を組み合わせて、 「ペンキ付きのはけ」を作成する。 
HUD.Tutorial.Job.ToyMakingBodyTextD	Дістаньте дерев’яного солдатика з токарного верстату.	Nimm den Holzsoldaten aus der Feinschliffmaschine	Prendre le soldat en bois dans la machine de finition	Coge el soldado de madera de la máquina de acabado	Возьмите деревянного солдата из станка для финишной обработки	Prendi il Soldatino di legno dalla Rifinitrice	从加工机床中取出木头士兵	加工機から「木の兵隊」を取り出す。 
HUD.Tutorial.Job.ToyMakingBodyTextE	Використавши дерев’яного солдатика та підготовлений пензль, змайструйте пофарбованого дерев’яного солдатика.	Stelle einen bemalten Holzsoldaten aus dem Holzsoldaten und dem vorbereiteten Farbpinsel her	Fabriquer un soldat en bois en utilisant le soldat en bois et le pinceau large prêt	Crea un soldado de madera pintado con el soldado de madera y la brocha preparada	"Создайте раскрашенного деревянного солдата, соединив деревянного солдата и подготовленную кисть"	Crea un Soldatino di legno dipinto usando il Soldatino di legno e il Pennello preparato	用木头士兵和应急用油漆刷制作一个上了色的木头士兵	「木の兵隊」と「ペンキ付きのはけ」を組み合わせて、 「塗装した木の兵隊」を作る。 
								
HUD.Interact.Job.ToyMakingStepA	Матеріали для дерев’яних солдатиків	Holzsoldat-Material	Matériaux de soldat en bois	Materiales de soldado de madera	Материалы для деревянного солдата	Materiali per il Soldatino di legno	木头士兵材料	木の兵隊の材料
HUD.Interact.Job.ToyMakingStepC	Пофарбовані дерев'яні солдатики	Bemalte Holzsoldaten	Soldats en bois peints	Soldados de madera pintados	Раскрашенные деревянные солдаты	Soldatini di legno dipinti	上了色的木头士兵	塗装した木の兵隊
								
Text.JobName.TreeDecorating	Прикрашання ялинки	Bäume schmücken	Décorer l'arbre	Adornar el árbol	Украшение елки	Addobbare l’albero	圣诞树装饰	ツリーの飾りつけ
Text.JobDesc.TreeDecorating	"Хтось завсігди краде прикраси, тому треба замінювати їх."	Irgendjemand stiehlt ständig den Baumschmuck. Ersetze ihn.	"On n'arrête pas de voler les décorations, remettez-les en place."	"Alguien sigue robando los adornos, reemplazadlos."	Кто-то продолжает воровать украшения. Замените их.	Qualcuno continua a rubare gli addobbi. Sostituiscili.	有人一直在偷装饰品，把他们换掉。	ツリーの飾りが盗まれている。 補充してくれ。
								
HUD.Tutorial.Job.TreeDecoratingBodyTextA	Візьміть ялинкові прикраси з коробки.	Nimm den Baumschmuck aus dem Container	Prendre les décorations de Noël dans le conteneur	Saca los adornos de árbol del contenedor	Возьмите елочные украшения из контейнера	Tira fuori gli Addobbi per l’albero dal Contenitore	从箱子中取出圣诞树装饰	コンテナから「ツリーの飾り」を取り出す。 
HUD.Tutorial.Job.TreeDecoratingBodyTextB	"Знайдіть голу ялинку та провзаємодійте з нею."	Finde einen ungeschmückten Baum und interagiere mit ihm	Trouver un arbre quelconque et interagir avec	Encuentra un árbol sin adornar e interactúa con él	Найдите елку и взаимодействуйте с ней.	Trova un albero spoglio e interagisci	找到一棵光秃秃的树，和它互动	裸のツリーを見つけて調べる。 
HUD.Tutorial.Job.TreeDecoratingBodyTextC	Пройдіть мінігру, аби прикрасити ялинку.	"Schließe das Minispiel ab, um den Baum zu schmücken"	Terminer le mini-jeu pour décorer l'arbre	Completa el minijuego para decorar el árbol	"Сыграйте в мини-игру, чтобы украсить елку."	Completa il minigioco per addobbare l’albero	完成小游戏，装饰这棵树	ミニゲームをクリアし、ツリーを飾りつける。 
								
HUD.Interact.Job.TreeDecoratingStepA	Ялинкові прикраси	Baumschmuck	Décorations de Noël	Adornos de árbol	Елочные украшения	Addobbi per l’albero	圣诞树装饰	ツリーの飾り
HUD.Interact.Job.TreeDecoratingStepB	Прикрасити ялинку	Baum schmücken	Décorer l'arbre	Adornar árbol	Украсить елку	Addobba l’albero	装饰圣诞树	ツリーを飾りつける
								
Text.TreeDecorations.EquipItem	Мені потрібні ялинкові прикраси!	Ich brauche den Baumschmuck!	Il me faut des décorations de Noël !	¡Necesito los adornos de árbol!	Мне нужны елочные украшения!	Mi servono gli Addobbi per l’albero!	我需要圣诞树装饰！	「ツリーの飾り」が必要だ！
								
Text.JobName.MailSorting	Сортувач різдвяних листів	Weihnachtsbriefe sortieren	Trier le courrier de Noël	Clasificación de correo de Navidad	Разбор рождественской почты	Smistare la Posta di Natale	分拣圣诞邮件	クリスマスカードの仕分け
Text.JobDesc.MailSorting	Листоноша ой як зайнятий у цю пору року.	Im Winter gibt’s viel Arbeit für Postboten	C'est une période de l'année chargée pour un postier	Es una época frenética para un cartero	В это время года у почтальона много работы	È un periodo dell’anno impegnativo per i Postini	对邮递员来说，这是一年里最忙碌的时候	郵便係はこの時期、 目が回る忙しさだ。
								
								
Text.Quest.BakeOff.Name	Випічка 	Backwettbewerb 	Concours de pâtisserie 	Duelo repostero 	Конкурс на лучший пирог 	A tutto forno 	烘焙大赛 	パイ焼きコンテスト
Text.Quest.BakeOff.Desc	"Сьогодні в нас буде змагання з випічки фаршового пирога! Аж дух перехоплює. Однак у мене нема всіх потрібних інґредієнтів. Побудь молодчинкою та принеси мені борошно, гаразд?"	"Es gibt einen Wettbewerb im Backen von Mince Pies! Wie spannend! Ich habe aber nicht alle Zutaten, also sei doch so nett und bring mir mal etwas Mehl, ja?"	"Nous allons organiser un concours de tarte aux fruits secs ! C'est top ! Je n'ai pas tous les ingrédients qu'il me faut. Sois un amour et va me chercher de la farine, veux-tu ?"	"¡Vamos a hacer una competición de pasteles de carne! ¡Emocionante! No tengo todos los ingredientes que necesito, hazme un favor y tráeme harina, ¿vale?"	"Мы устраиваем соревнование на лучший пирог с начинкой! Как здорово! Но у меня нет всех необходимых ингредиентов. Будь солнышком, принеси мне немного муки, ладно?"	"Ci sarà una gara di Pasticci di macinato! Forte! Però non ho tutti gli ingredienti che mi servono. Stellina, mi porteresti portare della Farina?"	我们要搞一场肉馅饼烘焙比赛！多刺激啊！不过我手头还没有需要的全部原料，帮个忙去给我搞点面粉来，好吗？	「ミンスパイ焼きコンテスト」を 開催することになった！ ワクワクするだろ！ ところがどっこい、 パイの材料が そろってなくてさ… 「小麦粉」を探してきて くれないか？
Text.Quest.BakeOff.FirstObjective	Візьміть пред. $ItemToGet та поверніться до перс. $QuestGiver	Hole „$ItemToGet“ und bringe es $QuestGiver zurück	Trouver $ItemToGet et retourner voir $QuestGiver	Obtén el/la $ItemToGet que devolver a $QuestGiver.	Забрать и вернуть владельцу ($QuestGiver): $ItemToGet	Ottieni $ItemToGet e dai l’oggetto a $QuestGiver	获取 $ItemToGet 并回去找 $QuestGiver 	$ItemToGet を入手し、 $QuestGiver へ届ける
Text.Quest.BakeOff.Pt2.Desc	"Ох, ґречно-ґречно дякую! Це дружнє змагання, але якщо ця мертва миша… якось… потрапить у стіл перс. $DeliverItemTo, то це би зіграло мені на руку. Розумієш, любчику?"	"Oh, vielen Dank! Das hier ist zwar ein freundschaftlicher Wettbewerb, aber es würde mir sehr helfen, wenn diese tote Ratte … irgendwie … im Pult von $DeliverItemTo landen würde. Verstehst du, was ich meine?"	"Oh merci beaucoup ! C'est un concours amical, mais ça m'aiderait beaucoup si ce rat mort venait à se retrouver, comme par enchantement, dans le bureau de $DeliverItemTo. Tu comprends, mon chaton ?"	"¡Muchísimas gracias! Es una competición amistosa, pero me vendría muy bien que esta rata muerta... apareciese en el escritorio de $DeliverItemTo. ¿Me entiendes, cielo?"	"О, спасибо огромное! Это дружеское соревнование, но будет очень здорово, если эта дохлая крыса... каким-то образом попадет в стол к человеку по имени $DeliverItemTo. Смекаешь, дорогуша?"	"Oh, grazie mille! Questa è una gara amichevole, ma sarebbe molto utile per me se questo Topo morto... in qualche modo... finisse sul tavolo di $DeliverItemTo. Capito, tesoro mio?"	哦，太谢谢了！这是一场友谊赛，但如果能想办法把这个死老鼠……弄进 $DeliverItemTo 的桌子里，那就帮了我大忙了。你明白吗，亲爱的？	おお、悪いな！ 恩に着るよ！ こいつはお遊びの コンテストだけどさ、 できたらこの 「ネズミの死がい」を… $DeliverItemTo の机に 仕込んでくれると  助かるんだけどな。 わかるだろ？
Text.Quest.BakeOff.SecondObjective	Покладіть пред. $ItemToGet у стіл в’язня ($DeliverItemTo)	Schmuggle $ItemToGet in den Tisch von $DeliverItemTo	Cacher $ItemToGet dans le bureau de $DeliverItemTo	Pon un/a $ItemToGet en la mesa de $DeliverItemTo	Подбросить в стол и вернуться: $ItemToGet. Цель: $DeliverItemTo.	Piazza $ItemToGet nel tavolo di $DeliverItemTo	把 $ItemToGet 藏在 $DeliverItemTo 甲板并返回。 	$DeliverItemTo の机に $ItemToGet を仕込む。 
Text.Quest.BakeOff.Pt3.Desc	"Йо, який ти в мене чудовий помічничок! Тепер слухай уважно, хтось пролив сульфатну кислотну на мої кондитерські вироби, тож я, бідося, не маю пирога на показ! Приготуй мені пиріг, будь ласка."	"Na, du bist aber fleißig wie ein Weihnachtself! Hör zu. Jemand hat mir Batteriesäure in den Teig geschüttet, und deswegen habe ich leider, leider keinen Mince Pie vorzuweisen! Kannst du mir eine neue machen?"	"Eh bien, tu m'es d'une très grande aide, c'est merveilleux ! Maintenant écoute bien, quelqu'un a versé de l'acide sulfurique dans mon appareil... Je n'aurai malheureusement donc pas de tarte à présenter ! Tu veux bien m'en faire une ?"	"¡Qué ayudante tan brillante tengo! Escucha, alguien ha echado ácido de batería en mi masa, ¡así que no tengo un pastel que presentar! ¿Me puedes hacer uno?"	"Ох, ты настоящий маленький помощник! А теперь слушай меня: кто-то вылил аккумуляторную кислоту в мою смесь для выпечки, поэтому у бедняжки меня нет пирога для конкурса! Можешь испечь мне пирог?"	"Ma quanto sei gentile e servizievole! Ora ascolta, qualcuno ha versato dell’acido di batteria nel mio impasto, quindi non ho un pasticcio per la gara! Me ne faresti uno, per favore?"	你真是个出色的小帮手！现在听着，有人在我的饼皮面团里倒了蓄电池酸液，所以现在，可怜的我没办法做派了！能帮我做一个吗？	まったく、 困ったことになったよ。 どこかのバカが、 オレのミックス粉に バッテリー液をたらしちまってね。 おかげでコンテストに 出すパイが なくなっちまったのさ！ そこであんたに お願いだ… パイを一枚、 作ってくれないか？
Text.Quest.BakeOff.ThirdObjective	Змайструйте пред. $ItemToCraft для перс. $QuestGiver	Fertige $ItemToCraft für $QuestGiver	Fabriquer $ItemToCraft pour $QuestGiver	"Para $QuestGiver, crea: $ItemToCraft"	Изготовить: $ItemToCraft. Заказчик: $QuestGiver	Crea $ItemToCraft per $QuestGiver	为 $QuestGiver 制作 $ItemToCraft 	$QuestGiver のために $ItemToCraft を作る。 
								
								
Text.Quest.SecretSanta.Name	Таємний Санта	Wichteln	Père Noël anonyme	Amigo invisible	Тайный Санта	Babbo Natale segreto	秘密圣诞老人	秘密のサンタさん
Text.Quest.SecretSanta.Desc	"Як же я ЛЮБЛЮ сю пору року! Просто ОБОЖНЮЮ роздавати людям подарунки… Ось, поклади це у стіл ($DeliverItemTo)."	"Ich LIEBE diese Jahreszeit! Ich LIEBE es einfach, Leute zu beschenken … Hier, leg das doch bitte in das Pult von $DeliverItemTo."	"J'ADORE cette période de l'année ! J'ADORE offrir des cadeaux aux gens... Tiens, mets ça dans le bureau de $DeliverItemTo."	"¡Me ENCANTA esta época del año! Me ENCANTA hacer regalos... Toma, pon esto en el escritorio de $DeliverItemTo."	"ОБОЖАЮ это время года! Я просто ОБОЖАЮ дарить подарки... Вот, отнеси это в стол человека по имени $DeliverItemTo."	"AMO questo periodo dell’anno! Io AMO fare regali alle persone... Tieni, metti questo sul tavolo di $DeliverItemTo."	我爱死每年的这个时节了！我超爱给人们发礼物……来，把这个放进 $DeliverItemTo 的桌子。	クリスマスってサイコーだよな！ 皆にプレゼントを 配るのって マジ楽しいよ… だからほら、 こいつを  $DeliverItemTo の机に 入れてやってくれ。 
Text.Quest.SecretSanta.FirstObjective	Покладіть пред. $ItemToGet у стіл в’язня ($DeliverItemTo)	Schmuggle $ItemToGet in den Tisch von $DeliverItemTo	Cacher $ItemToGet dans le bureau de $DeliverItemTo	Pon un/a $ItemToGet en la mesa de $DeliverItemTo	Подбросить в стол и вернуться: $ItemToGet. Цель: $DeliverItemTo.	Piazza $ItemToGet nel tavolo di $DeliverItemTo	把 $ItemToGet 藏在 $DeliverItemTo 甲板并返回。 	$DeliverItemTo の机に $ItemToGet を仕込む。 
Text.Quest.SecretSanta.Pt2.Desc	"Ну ось така я людина: просто ДАРУЮ, ДАРЮ ТА ДАЮ. Не віриш мені?! Змайструй пред. $ItemToCraft та віддай перс. $DeliverTo."	Ich bin einfach SO nett. Geben ist seliger denn Nehmen! Glaubst du nicht?! Stelle Folgendes her und bring es zu $DeliverTo: $ItemToCraft.	"J'suis comme ça moi, je DONNE, je DONNE, je DONNE. Tu ne me crois pas ?! Fabrique l'objet $ItemToCraft et donne-le à $DeliverTo."	"Soy ese tipo de persona, estoy siempre DANDO, DANDO, DANDO. ¡¿No me crees?! Crea un/a $ItemToCraft y dáselo a $DeliverTo."	"Ну вот такой я человек, я всегда ДАРЮ, ДАРЮ, ДАРЮ. Не веришь?! $ItemToCraft — сделай этот предмет и отнеси его человеку по имени $DeliverTo."	"Io sono quel tipo di persona: semplicemente DONO, DONO, DONO. Non mi credi?! Crea questo oggetto, $ItemToCraft, e dallo a $DeliverTo."	我就是那种人，最爱送，送，送。你不相信吗？！制作 $ItemToCraft 然后把它交给 $DeliverTo。	ああ、何かを与えたい！ 与えて、 与えて、 与えまくりたい！ そう、オレって自分でも 信じられないくらい、 優しい人間なんだ。 てなわけで $ItemToCraft を作って、 $DeliverTo に届けてやってくれ。 
Text.Quest.SecretSanta.SecondObjective	Змайструйте пред. $ItemToCraft та віднесіть перс. $DeliverTo	Fertige „$ItemToCraft“ und gib das $DeliverTo	Fabriquer un $ItemToCraft et le donner à $DeliverTo	Crea un/a $ItemToCraft que entregar a $DeliverTo.	Изготовить: $ItemToCraft. Передать: $DeliverTo	Crea $ItemToCraft per $DeliverTo	制作 $ItemToCraft 并将其交给 $DeliverTo 	$ItemToCraft を作って、$DeliverTo に届ける。 
Text.Quest.SecretSanta.Pt3.Desc	Сумно стає мені, коли люди не цінують мою ЩЕДРІСТЬ. Нафігач пред. $ItemToCraft та провчи перс. $CombatTarget. Хай намотає на вус, чому йому ТРЕБА ЦІНУВАТИ ту, зроблену мною, футболку з надписом «ДРУЗІ НАЗАВШЕ»!	"Es macht mich traurig, wenn Leute nicht verstehen, wie GROSSZÜGIG ICH BIN. Stelle Folgendes her: $ItemToCraft – und mach $CombatTarget klar, warum man sich über mein „FREUNDE FÜR IMMER“-T-Shirt freuen MUSS!"	"Ça me rend triste quand les gens n'apprécient pas ma GÉNÉROSITÉ à sa juste valeur. Fabrique un objet $ItemToCraft et explique à $CombatTarget pourquoi il DOIT APPRÉCIER le t-shirt ""AMIS POUR LA VIE"" que je lui ai fait à sa juste valeur !"	Me entristece que la gente no aprecie mi GENEROSIDAD. ¡Crea un/a $ItemToCraft y enséñale a $CombatTarget por qué DEBERÍA APRECIAR esa camiseta de “AMIGOS PARA SIEMPRE” que le hice!	"Я очень огорчаюсь, когда люди не ценят МОЮ ЩЕДРОСТЬ. $ItemToCraft — вот, что тебе понадобится, чтобы рассказать человеку по имени $CombatTarget, что НАДО ЦЕНИТЬ футболку с надписью «ДРУЗЬЯ НАВСЕГДА», если это подарок ОТ МЕНЯ!"	"Mi rattrista vedere che la gente non apprezza la mia GENEROSITÀ. Crea questo oggetto, $ItemToCraft, e insegna a $CombatTarget il motivo per cui DOVREBBE APPREZZARE la t-shirt ‘AMICI PER SEMPRE’ fatta da me!"	人们不感激我的慷慨的时候我就会非常伤心。制作 $ItemToCraft，然后拿去教 $CombatTarget，为什么他们应该感激我为他们做的‘一生好友’T恤！	悲しいよなあ、 オレの寛大な心を わかってくれないヤツが いるってのは。 だから $ItemToCraft を作って、 $CombatTarget に教えてやって ほしいんだ。 オレがせっかく作った “永遠に友だち”  ティーシャツを 大切にしないと、 どうなるかってことをさ！
Text.Quest.SecretSanta.ThirdObjective	Дайте прочухана перс. $CombatTarget, використовуючи пред. $ItemToCraft	Verprügele $CombatTarget mit „$ItemToCraft“	Battre $CombatTarget avec $ItemToCraft	Da una paliza a $CombatTarget con: $ItemToCraft.	Избить цель: $CombatTarget. Орудие: $ItemToCraft	Picchia $CombatTarget con $ItemToCraft	用 $ItemToCraft 教训 $CombatTarget	$ItemToCraft で $CombatTarget をぶちのめす。 
								
								
								
Text.PantoEscape.Interact	Готуватися до пантоміми	Auf das Weihnachtsspiel vorbereiten	Se préparer pour le spectacle de Noël	Prepárate para la obra	Подготовиться к пантомиме	Preparati alla recita	准备舞剧	劇を準備する
Text.PantoEscape.Stage01.Succeed	Треба змайструвати перед коня для пантоміми…	Wir müssen das Vorderteil des Weihnachtspferds herstellen …	Nous devons fabriquer l'avant du cheval du spectacle de Noël...	Tenemos que crear la cabeza del caballo de atrezo...	Нужно сделать переднюю часть лошади для пантомимы...	Dobbiamo creare il fronte del Cavallo della recita...	我们需要制作舞剧中的马的前半部分……	「馬のはりぼて（頭）」を作らないと…
Text.PantoEscape.Stage01.Fail	Де ж може бути сценарій пантоміми?	Wo steckt dieses Skript für das Weihnachtsspiel?	Mais où peut bien être le script du spectacle de Noël ?	¿Dónde estará el guión de la obra?	Где может быть сценарий пантомимы?	Dove sarà il Copione della recita?	舞剧剧本去哪儿了？	「劇の脚本」はどこにあるんだ？
Text.PantoEscape.Stage02.Succeed	"Файно, тепер треба змайструвати зад коня для пантоміми…"	"Gut, und jetzt das Hinterteil des Weihnachtspferds …"	"Super ! Maintenant, fabrique l'arrière du cheval du spectacle de Noël..."	"Genial, ahora a crear el trasero del caballo de atrezo..."	"Отлично, а теперь нужно сделать заднюю часть лошади для пантомимы..."	"Ottimo, ora creiamo il retro del Cavallo della recita..."	很好，现在来制作舞剧中的马的后半部分……	いいぞ、次は「馬のはりぼて（胴）」を作らないと…
Text.PantoEscape.Stage02.Fail	Треба змайструвати перед коня для пантоміми…	Wir müssen das Vorderteil des Weihnachtspferds herstellen …	Nous devons fabriquer l'avant du cheval du spectacle de Noël...	Tenemos que crear la cabeza del caballo de atrezo...	Нужно сделать переднюю часть лошади для пантомимы...	Dobbiamo creare il fronte del Cavallo della recita...	我们需要制作舞剧中的马的前半部分……	「馬のはりぼて（胴）」を作らないと…
