Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese				
&Text.Quest.BeatTheBully.Desc	"Nothing would bring me greater pleasure than seeing that bully $CombatTarget on the floor! I have a plan, if you're interested."	"Nichts würde mir mehr Vergnügen bereiten, als den Brutalo $CombatTarget auf dem Boden zu sehen! Ich habe einen Plan, falls du Interesse hast."	"Rien ne me ferait plus plaisir que de voir cette brute de $CombatTarget par terre ! J'ai un plan, si ça t'intéresse."	¡Nada me gustaría más que ver a $CombatTarget en el suelo! Tengo un plan por si te interesa.	"$CombatTarget вечно меня задирает! Ничто не доставит мне такого удовольствия, как вид этой скотины на полу! У меня есть план, если тебе интересно."	"Nulla mi farebbe più felice che vedere $CombatTarget a terra! Ho un piano, se ti interessa."	要是能看到 $CombatTarget 那个恶霸被人按倒在地， 我心里就舒坦了！ 如果你有兴趣的话， 我有个想法。 	あの暴れん坊の $CombatTarget が床でノサれてる姿を見たら、 スカッとすんだろうなあ！ オレに考えがあるんだが、 興味はあるかい？				
&Text.Quest.DayAtTheSpa.Desc	My friend $DeliverTo's lacking a final necessity for their upcoming 'Spa Day'.\n\nCould you make me a $ItemToCraft? It'd be a nice gift for them!	$DeliverTo fehlt etwas Wichtiges für den bevorstehenden „Wellnesstag“.\n\nKönntest du mir „$ItemToCraft“ fertigen? Das wäre ein schönes Geschenk!	Mon ami $DeliverTo a besoin d'un dernier accessoire en vue de sa journée « spa ».\n\nTu pourrais me faire l'objet $ItemToCraft ? Ça lui ferait un beau cadeau !	A mi colega $DeliverTo le falta algo imprescindible para su día en el spa.\n\n¿Me podrías hacer un/a $ItemToCraft? ¡Sería un buen regalo!	$DeliverTo нуждается кое в чем для предстоящего «дня водных процедур».\n\nЭто $ItemToCraft. Сделаешь? Это будет прекрасный дружеский подарок!	"Al mio amico $DeliverTo manca una cosa fondamentale per il prossimo ‘giorno alla spa’, $ItemToCraft.\n\nRiusciresti a costruire questo oggetto? Sarebbe un bel regalo!"	我的朋友 $DeliverTo 还差最后一步就能完成他们即将推出的‘水疗日’了。 \n\n你能帮我制作一个 $ItemToCraft 吗？  这是送给他们的绝佳礼物！ 	ダチ公の $DeliverTo が来たる“スパデー”に備えて、 足りないモンが あるらしくってさ。 \n\nあんた、 $ItemToCraft は作れるかい？ あいつに届けてやったら、 きっと泣いて喜ぶだろうぜ！				
&Text.Quest.DayAtTheSpa.Desc	The plans for our spa day were going smoothly until someone got jealous and set fire to $DeliverTo's $ItemToCraft!\n\nCould you make them a new one?	"Die Pläne für unseren Wellnesstag sahen gut aus, bis jemand neidisch wurde und „$ItemToCraft“ von $DeliverTo in Brand steckte!\n\nKönntest du das neu fertigen?"	Notre journée spa s'annonçait bien jusqu'à ce que quelqu'un devienne jaloux et ne brûle l'objet $ItemToCraft de $DeliverTo !\n\nTu peux fabriquer ça ?	Ya estaba todo planeado para el día en el spa y de repente a alguien le ha dado envidia y ha quemado el/la $ItemToCraft de $DeliverTo!\n\n¿Se puede volver a hacer?	"$DeliverTo и я собирались устроить день водных процедур, но какой-то завистник сжег все самое необходимое!\n\nЗнаешь, как делается $ItemToCraft? Выручишь нас?"	Il programma per il giorno alla spa stava filando liscio quando qualcuno si è ingelosito e ha dato fuoco a una cosa di $DeliverTo: $ItemToCraft!\n\nRiusciresti a costruire questo oggetto?	我们水疗日的进展本来很顺利， 但有个心怀嫉妒的家伙放火烧了 $DeliverTo 的 $ItemToCraft ！ \n\n你能帮他们制作一个新的吗？ 	“スパデー”の計画は順調に 進んでたのによぉ、 どっかの野郎がねたみに 駆られて、 $DeliverTo の $ItemToCraft を 燃やしちまいやがったのさ！\n\nあんた、 新しく作れないもんかね？				
&Text.Quest.DeliveryDriver.Desc	I have a couple guinea pigs in mind to test my new recipe. Could you pass on the goods?\n\nIf they drop dead then deny everything	"Ich habe ein paar Laborratten bereit, um mein neues Rezept zu testen. Könntest du die Waren weiterreichen?\n\nWenn sie tot umfallen, dann streite alles ab."	"J'ai quelques cobayes en tête pour tester ma nouvelle recette. Tu peux faire passer la came ?\n\nS'ils claquent, nie tout en bloc."	"Tengo un par de conejillos de Indias en mente para probar una nueva receta. ¿Les pasarías la mercancía?\n\nSi se mueren, solo tienes que negarlo todo."	"У меня есть на примете парочка подопытных, на которых можно испытать мой новый рецепт. Можешь передать товар?\n\nЕсли они свалятся замертво, отрицай все."	"Ho in mente di provare una nuova ricetta su un paio di cavie. Potresti dar loro questo?\n\nSe muoiono, nega tutto"	我有几个测试我新配方的实验人选。 你能帮我把东西送过去吗？ \n\n要是他们当场毙命， 你就说自己什么都不知道	この新しいレシピを試してえなあ。 実験台はもう決めてあってよ、 あんたが届けてくれねえか？\n\nもしあいつが死んじまったら、 知らぬ存ぜぬを 突きとおすんだぜ。 				
&Text.Quest.DeliveryDriver.Desc	"I hear you used to be a delivery driver on the outside?\n\nThat's convenient, because- what's that you say? I heard wrong? Shame that...\n\nCould you perhaps pretend to be? I have some orders ready for clients…"	"Ich habe gehört, du warst draußen ein Auslieferungsfahrer?\n\nDas ist praktisch, denn ... was sagst du da? Habe ich mich verhört? Schade ...\n\nKönntest du vielleicht so tun, als wärst du einer? Ich habe ein paar Bestellungen für Kunden fertig ..."	"On m'a dit que tu étais livreur à l'extérieur ?\n\nC'est pratique, parce que- qu'est-ce que t'as dis ? J'ai mal entendu ? C'est dommage...\n\nTu pourrais peut-être faire comme si c'était le cas ? J'ai quelques commandes de prêtes pour mes clients…"	"¿Es cierto que solías ser repartidor ahí fuera?\n\nPues eso está bien, ya que... ¿Qué dices? ¿Que no es cierto? Es una pena...\n\n¿Y te importaría serlo? Ya tengo pedidos preparados para clientes..."	"Мне говорили, что на свободе ты работал в службе доставки.\n\nЭто хорошо, потому что... Что ты говоришь? Мне соврали? Очень жаль...\n\nМожет, ты сделаешь вид, что это правда? У меня тут заказы для клиентов ждут..."	"Ho sentito che fuori facevi il fattorino, è vero?\n\nMi torna utile, perché... Che cos'hai detto? Ho sentito male? Peccato...\n\nNon è che potresti fare finta di esserlo? Ho degli ordini pronti per alcuni clienti..."	听说你进来之前是个送货司机？ \n\n真巧啊， 因为…… 你说什么？  我搞错了？  可惜啊…… \n\n要不你就假装当过送货司机如何？  我为客户们准备了一批货…… 	あんた、シャバでは宅配ドライバー だったそうだな？\n\nそいつは渡りに船だぜ、 実は…って、え？なんだって？ オレの聞きまちがい？ ぬか喜びさせんなっての… \n\nだったら、せめて宅配員のフリは できねえか？ 客に届けたい品が いくつかあってよ… 				
&Text.Quest.DeliveryDriver.Desc	"So a former delivery driver eh? Well I've got a couple of tasks for you, chum…\n\nHow about it?"	"Also ein ehemaliger Auslieferungsfahrer, ja? Nun, ich habe ein paar Aufträge für dich, Kumpel ...\n\nWie wär’s?"	"Donc, un ancien livreur hein ? Eh bien, j'ai quelques boulots pour toi, mon pote…\n\nQu'est-ce que t'en penses ?"	"Así que antes eras repartidor, ¿eh? Bien, pues tengo un par de tareas para ti, amigo...\n\n¿Qué me dices?"	"Бывший водитель службы доставки, верно? У меня тут пара заданий для тебя, парень...\n\nЧто думаешь?"	"Ah, un ex fattorino... Beh, amico, ho un paio di cosette da farti fare...\n\nChe ne dici?"	你之前当过送货司机？  我有几个任务要交给你， 伙计…… \n\n怎么样？ 	あんた、元宅配ドライバーなんだって？ そういうことなら、 いくつか頼みたい仕事がある。 \n\nやってくれるか？				
&Text.Quest.DeliveryDriver.Desc	"Well, well, well. I heard one of the cons speaking about you the other day.\n\nApparently, if you needed reliability from a former delivery driver - then you were the one to ask!\n\nFancy it?"	"Nun, nun, nun. Ich habe neulich einen der Knackis über dich reden gehört.\n\nWenn man einen zuverlässigen Ex-Auslieferungsfahrer braucht, bist du anscheinend die richtige Person!\n\nHast du Lust?"	"Bien, bien, bien. J'ai entendu un des taulards parler de toi l'autre jour.\n\nApparemment, si on veut la fiabilité d'un ancien livreur - c'est à toi qu'il faut s'adresser !\n\nTu vois le genre ?"	"Vaya, vaya, vaya... Uno de los presos hablaba de ti el otro día.\n\nParece ser que si necesito un buen repartidor, tú eres la persona a quien debo preguntar.\n\n¿Qué me dices?"	"Так-так-так... На днях кое-кто из зэков болтал о тебе.\n\nГоворят, что если нужен бывший водитель службы доставки, то стоит обратиться к тебе!\n\nКак насчет дельца?"	"Bene, bene, bene. L'altro giorno c'era un detenuto che parlava di te.\n\nA quanto pare, se serve un ex fattorino di cui fidarsi, è a te che bisogna chiedere!\n\nCi stai?"	哎呀呀。 前几天我听一名囚犯提起过你。 \n\n显然， 如果谁想找一名可靠的前运货司机， 找你就对了！ \n\n怎么样， 干吗？ 	おやおや、あんたか。 こないだある囚人が、  あんたのウワサ話をしていてね。 \n\n信用できる元宅配員をお探しなら、  あんたに聞けって言うのさ。 \n\n興味あるかい？				
&Text.Quest.DeliveryDriver.Desc	"I can do this, I *CAN* do this… Oh hello there! Sorry I was just…Talking to myself.\n\nI need some errands running - Think you could help me out here?"	"Ich kann das schaffen, ich *KANN* das schaffen ... Oh, hallo! Entschuldige, ich habe nur ... Selbstgespräche geführt.\n\nIch muss ein paar Botengänge erledigen – Meinst du, du könntest mir dabei helfen?"	"Je peux le faire, je *PEUX* le faire… Oh, bonjour ! Désolé, j'étais juste… en train de parler tout seul.\n\nJ'ai quelques affaires en cours - tu penses pouvoir m'aider ?"	"Puedo hacerlo, PUEDO hacerlo... ¡Ah, hola! Lo siento, estaba... hablando solo.\n\nTengo que solucionar un par de asuntos. ¿Crees que me podrías ayudar?"	"Я смогу, я СМОГУ... О, привет! Прошу прощения, я просто... Бубню себе под нос.\n\nМне нужно кое-что сделать. Сможешь мне помочь?"	"Posso farcela, *POSSO* farcela... Ehi, ciao! Scusami, stavo solo... parlando fra me e me.\n\nHo delle faccende da sbrigare, pensi di potermi aiutare?"	我能行， 我绝对能行…… 哦， 你好呀！  抱歉， 我刚刚…… 自言自语来着。 \n\n我要请人帮我跑个腿。 你能帮我吗？ 	オレならやれる、 オレならやれる…って、  ああ！ ちわっす！ 悪いな、ちょっと… 独り言に忙しくってさ。 \n\nちょいと届けたい 代物があるんだが… あんたが頼まれてくれないか？				
&Text.Quest.Discredit.Desc	My friend $DeliverItemTo is up for a parole meeting next week. I'd be so lonely if they left!\n\nThat can be averted though if you put a $ItemToGet in their desk…	"$DeliverItemTo hat nächste Woche einen Bewährungstermin. Allein wäre es so einsam!\n\nDas könnte jedoch vermieden werden, wenn du „$ItemToGet“ in den Schreibtisch schmuggelst ..."	Mon ami $DeliverItemTo décrochera peut-être sa conditionnelle la semaine prochaine. Je serais si seul s'il partait !\n\nMais on peut éviter ça si tu mets cet objet $ItemToGet dans son bureau...	"Mi colega $DeliverItemTo tiene una reunión por la condicional la semana que viene. ¡Si se va, voy a sufrir en soledad!\n\nEso se puede evitar si pones un/a $ItemToGet en su mesa..."	"$DeliverItemTo на следующей неделе может получить досрочное освобождение. Тогда мне будет здесь совсем одиноко!\n\nНо если охрана узнает, что $DeliverItemTo держит вот это в своем столе... Да, это $ItemToGet."	"$DeliverItemTo ha un incontro per la condizionale. Siamo amici, e non avrò nessuno se se ne andrà!\n\nMa possiamo evitare questa brutta situazione se metterai questa cosa, $ItemToGet, sul suo tavolo..."	我的朋友 $DeliverItemTo 下周要参加假释听证会。 他们走后， 就只剩下我孤零零一人了！ \n\n不过如果你能把 $ItemToGet 放在他们桌子上的话， 这种情况就不会发生了…… 	オレのダチの $DeliverItemTo が来週、 仮釈放の面接を 受けることになってよ。 あいつがいなくなったら、 すげえ寂しくなっちまう！\n\nそれだけは避けねえと… あんたがあいつの机に $ItemToGet を仕込んでくれたら… 				
&Text.Quest.Discredit.Desc	$DeliverItemTo's been climbing the ranks of our little clique too fast for my liking.\n\nPlant this $ItemToGet in their desk.	$DeliverItemTo ist in den Rängen unserer Clique für meinen Geschmack etwas zu schnell aufgestiegen.\n\nSchmuggle „$ItemToGet“ in den Tisch. 	$DeliverItemTo grimpe les échelons de notre petite clique bien trop vite à mon goût.\n\nMets cet objet $ItemToGet dans son bureau. 	$DeliverItemTo ha ascendido demasiado deprisa en nuestro círculo para mi gusto.\n\nPon este/a $ItemToGet en su mesa. 	"$DeliverItemTo занимает все более высокие позиции в нашей шайке. Мне это не нравится. \n\nВот тебе $ItemToGet, подбросишь? "	"$DeliverItemTo ha scalato la gerarchia del nostro gruppo troppo in fretta...\n\nPiazza questo, $ItemToGet, nel suo tavolo "	$DeliverItemTo  在我们小集团里向上爬的速度快得令我不舒服。 \n\n把这个 $ItemToGet 藏在他们的桌子里。 	$DeliverItemTo の野郎、 あっという間に人気者に なっちまいやがって。 気に入らねえっての。 \n\nこの $ItemToGet を机に仕込んでくれるか？				
&Text.Quest.Discredit.Desc	That sneak $DeliverItemTo's been getting too friendly with the guards these past few days.\n\nPlant this $ItemToGet in their desk and I'll anonymously tip them off	Dieser Kriecher $DeliverItemTo ist in den letzten paar Tagen zu freundlich mit den Wärtern.\n\nVerstaue „$ItemToGet“ im Schreibtisch und ich geb ihnen einen anonymen Hinweis.	"Ce fourbe de $DeliverItemTo est un peu trop proche des gardes, ces derniers temps.\n\nCache un objet $ItemToGet dans son bureau et je le balancerai anonymement."	Esa sabandija de $DeliverItemTo habla mucho con los guardias últimamente.\n\nPon este/a $ItemToGet en su mesa y yo daré el chivatazo anónimamente.	"$DeliverItemTo, подлиза, с недавних пор пытается подружиться с охранниками. Вот тебе $ItemToGet, подложи этой дряни в стол, а я анонимно настучу охране."	"Sembra che $DeliverItemTo abbia fatto amicizia con le guardie in questi giorni.\n\nPiazza questo oggetto, $ItemToGet, nel suo tavolo e io farò una soffiata anonima"	这几天那个狡猾的 $DeliverItemTo 和守卫们打得火热。 \n\n把这个 $ItemToGet 藏在他们的桌子里， 然后我会匿名告发他们	$DeliverItemTo のヘビ野郎め、 ここんとこ看守どもと 仲良くしすぎだっての。 \n\nこの $ItemToGet をあいつの机に 仕込んでおけ。 オレが匿名で チクってやらあ。 				
&Text.Quest.Discredit.Desc	I've never been so betrayed! $DeliverItemTo's stole my secret crush!\n\nPut this $ItemToGet in their desk and watch the house of cards fall…	"Ich wurde noch nie so betrogen! $DeliverItemTo hat mir meine heimliche Liebe ausgespannt!\n\nLege „$ItemToGet“ in den Tisch und schau zu, wie das Kartenhaus zusammenfällt ..."	On ne m'a jamais trahi à ce point ! $DeliverItemTo m'a volé mon amour secret !\n\nMets cet objet $ItemToGet dans son bureau et regarde le château de cartes tomber...	¡Nunca me habían traicionado así! ¡$DeliverItemTo me ha robado a mi amante!\n\nPon este/a $ItemToGet en su mesa y veamos cómo se derrumba el castillo de naipes...	"Впервые в жизни меня так предают! У меня разбито сердце, а все эта дрянь $DeliverItemTo!\n\nВот тебе $ItemToGet, подложи этой скотине в стол, и посмотрим, что будет..."	"Tradimento! $DeliverItemTo mi ha fregato la persona per cui avevo una cotta!\n\nMetti questo, $ItemToGet, nel suo tavolo e godiamoci lo spettacolo..."	我从未被人这样出卖过！ $DeliverItemTo 偷了我的秘密果汁饮料！ \n\n把这个 $ItemToGet 放进他们的桌子里， 然后就等着看好戏吧…… 	こんな裏切りは初めてだぜ！ $DeliverItemTo の野郎が、 オレがこっそり 思いを寄せてた囚人を 横取りしやがったんだ！\n\nこの $ItemToGet をヤツの机に仕込んでくれ。 幸せをぶっ壊してやるのさ… 				
&Text.Quest.Discredit.FirstObjective	Plant $ItemToGet in $DeliverItemTo's desk	Schmuggle „$ItemToGet“ in den Tisch von $DeliverItemTo	Mettre $ItemToGet dans le bureau de $DeliverItemTo.	Pon un/a $ItemToGet en la mesa de $DeliverItemTo	Подложить в стол: $ItemToGet. Цель: $DeliverItemTo	Piazza $ItemToGet nel tavolo di $DeliverItemTo	把 $ItemToGet 藏在 $DeliverItemTo 的桌子里	$ItemToGet を $DeliverItemTo の机に仕込む				
&Text.Quest.FashionVictim.Desc	I've gotta make a big impression at the parole meeting next week if I want an early release.\n\nCould you find me a $ItemToGet? I intend to dazzle...	"Bei meinem Bewährungstermin nächste Woche muss ich einen guten Eindruck machen, wenn ich eine vorzeitige Entlassung will.\n\nKönntest du „$ItemToGet“ für mich finden? Ich muss beeindrucken ..."	Je dois faire grande impression pour ma conditionnelle la semaine prochaine si je veux être libéré plus tôt.\n\nPeux-tu me trouver l'objet $ItemToGet ? Je veux briller...	Tengo que causar buena impresión en la reunión por la condicional la próxima semana si quiero que me suelten pronto.\n\n¿Me ayudarías a encontrar un/a $ItemToGet? Tengo que brillar...	"На следующей неделе будет обсуждаться мое досрочное освобождение, и я хочу произвести хорошее впечатление.\n\n$ItemToGet мне подойдет, сможешь найти? Я буду выглядеть ослепительно..."	"Devo fare bella figura all’incontro per la condizionale la prossima settimana, se voglio uscire prima.\n\nPotresti trovare per me una cosa, $ItemToGet? Voglio stupire tutti..."	如果我想提前出狱的话， 就得在下周的假释听证会上给对方留下好印象。 \n\n你能给我找来一个 $ItemToGet 吗？  我打算用帅气的外表迷倒他们…… 	早期釈放を勝ち取りたけりゃ、 来週の仮釈放委員会で いい印象を与えねえと… \n\n $ItemToGet は手に入るかい？ パリッとした姿で臨みてえのさ… 				
