Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese		
&Text.Emote.WaitSpeech	Зажди тут!	Warte hier!	Attends ici !	¡Espera aquí!	Жди здесь!	Aspetta qui!	在这儿等着！ 	ここで待て！		
&Text.Interact.Kennel	Сховати	Verstecken	Se cacher	Ocultar	Спрят.	Nasconditi	躲藏	隠れる		
&Text.Interact.PeelPotatoes	Почисти картоплю	Kartoffeln schälen	Éplucher patates	Pelar patatas	Чистка картофеля	Pela patate	削土豆皮	ジャガイモの皮をむく		
&Text.Interact.Read	Вчитися	Lernen	Étudier	Estudio	Учеба	Studia	研究	勉強する		
&Text.LoadingTip	Не забувайте стежити за стрічкою подій в’язниці, щоб не пропустити важливі звістки!	"Achte auf die Neuigkeiten im Gefängnis, um wichtige Informationen zu erhalten!"	Gardez un œil sur les informations de la prison pour ne rien manquer.	¡Recuerda leer los anuncios de prisión para obtener información importante!	"Не забывайте следить за тюремными новостями, чтобы не пропустить важную информацию!"	Tieni d’occhio le comunicazioni della prigione: contengono informazioni importanti!	别忘了留意监狱的监控录像， 能了解到重要信息！ 	「刑務所フィード」には重要な情報が流れてくる。こまめにチェックしよう！		
&Text.LoadingTip	Виконуючи доручення інших ув’язнених, ви поліпшите їхню думку про вас.	"Anderen Insassen einen Gefallen zu leisten, erhöht ihre Meinung von dir."	Rendez des services aux autres détenus pour gagner leurs faveurs.	Hacer favores a los compañeros hará que tengan una mejor opinión de ti.	Одолжения другим заключенным улучшают их мнение о вас.	"Facendo favori ad altri detenuti, migliorerai la loro opinione su di te."	做任务帮助其他囚犯能提升他们对你的好感。 	囚人たちの「頼みごと」を聞いてやると、プレイヤーに対する評価がアップする！		
&Text.LoadingTip	"За виконання доручень ви можете отримати гроші, предмети або і те, і інше!"	"Ausgeführte Gefallen bringen dir als Belohnung Geld, Gegenstände oder beides!"	"En rendant des services, vous pourrez recevoir de l'argent, des objets, ou les deux."	"¡Los favores se pueden completar y recompensar con dinero, objetos o ambas cosas!"	Вы можете делать одолжения и получать за них деньги и (или) предметы.	"Se completi i favori, come ricompensa riceverai denaro, oggetti o entrambi!"	你可以完成任务并获得金钱或物品奖励， 有时候两者都能获得！ 	「頼みごと」を完了するとコインやアイテム、またはその両方がもらえる！		
&Text.LoadingTip	Вбрання можна поліпшити, щоб збільшити захист під час бійок! 	"Ausstattungen können angepasst werden, um im Kampf besseren Schutz zu bieten! "	Vous pouvez modifier vos tenues pour améliorer la protection lors des combats ! 	¡Los disfraces se pueden modificar para aumentar la protección cuando se pelea! 	Одежду можно модифицировать для дополнительной защиты во время драки! 	L’abbigliamento può essere modificato per aumentare la protezione in combattimento! 	你可以改良服装， 提升其在战斗时提供的防护力！  	囚人服を強化することで、戦闘時に受けるダメージが減少する。		
&Text.LoadingTip	Не забувайте використовувати вашу мінімапу для зорієнтування, розгорніть її, якщо ви хочете детальніше оглянути в’язницю!	"Benutze deine Minimap zur Wegfindung. Wenn du eine genauere Ansicht des Gefängnisses willst, kannst du sie erweitern!"	"N'oubliez pas d'utiliser la carte pour vous repérer, ou de l'agrandir pour avoir un meilleur aperçu de la prison."	"No te olvides de usar el minimapa para guiarte, pero si quieres tener una visión más detallada de la prisión, lo puedes ampliar."	"Не забывайте использовать мини-карту для руководства. Чтобы получить более подробную схему тюрьмы, вы можете увеличить карту!"	Ricorda che puoi usare la tua mini-mappa per orientarti. Puoi anche espanderla per vedere la prigione nel dettaglio!	别忘了使用小地图获得指引。 如果你想要查看监狱详情， 可以展开小地图！ 	迷わないよう、ミニマップを活用しよう。拡大すれば、刑務所の全体図もチェックできる！		
&Text.LoadingTip	Використовуйте тренажери, щоб збільшити вашу силу та поліпшити фізичний стан!	Benutze den Fitnessraum des Gefängnisses und erhöhe deine Stärke und Fitness!	Améliorez votre Force et votre Forme à la salle de sport de la prison.	¡Aumenta la forma física y la fuerza en el gimnasio de la prisión!	"Занимайтесь в тюремном тренажерном зале, чтобы повысить силу и физ. форму!"	Aumenta la tua forza e forma fisica usando la palestra della prigione!	用监狱的健身设施提升你的力量和体质！ 	刑務所のジムで体を鍛えて、「腕力」や「体力」を上昇させよう！		
&Text.LoadingTip	Впевніться, що ви маєте потрібні предмети, щоб зробити копії ключів наглядачів. Подбайте про те, щоб повернути ориґінал назад до того, як вартовий пробудиться! 	"Besorge die nötigen Gegenstände, um die Schlüssel oder Karten der Wärter zu kopieren – achte aber darauf, dass die Originale wieder da sind, wenn der Wärter aufwacht! "	"Assurez-vous d'avoir ce qu'il vous faut pour faire une copie de la clé ou carte d'un gardien, et n'oubliez pas de remettre l'originale en place avant son réveil. "	Asegúrate de que tienes los objetos necesarios para hacer copias de las llaves y tarjetas de los guardias. ¡Pero no te olvides de volverlas a poner en su sitio antes de que se despierten! 	"Убедитесь, что у вас есть предметы, необходимые для того, чтобы сделать копию ключей и ключей-карт охранников, и не забудьте вернуть оригинал охраннику, прежде чем он проснется! "	Assicurati di avere gli oggetti necessari per fare le copie di chiavi e schede delle guardie. Ricordati di rimettere a posto le originali prima che la guardia si svegli! 	一定要弄到制作守卫钥匙和门卡复制品所需的材料。 只要在守卫醒来之前把原件放回守卫身上就不会有事！  	看守のカギやキーカードの複製に必要なアイテムを必ず持っておこう。本物のカギは看守が目覚める前に戻しておくこと！		
&Text.LoadingTip	Використовуйте дошку вакансій, щоб влаштуватися на роботу! 	"Bewirb dich um Gefängnisjobs, die angeboten werden! "	Écran des tâches -> boulots de prison ! 	¡Usa el tablón para solicitar un empleo en prisión! 	"Используйте доску объявл., чтобы получить тюремную работу. "	Usa la bacheca per trovare un lavoro! 	用工作布告板申请监狱里的工作！  	刑務所の仕事は「求人掲示板」から申し込める。		
&Text.LoadingTip	"Поки ви перебуваєте в одинці, чому би вам не почистити трішки картоплі, щоб швидше вийти звідти?"	"Bist du in Einzelhaft, warum schälst du nicht Kartoffeln, um dir die Zeit zu verkürzen?"	"En isolement, épluchez donc quelques patates pour être libéré plus rapidement."	"En la celda de aislamiento, puedes pelar patatas para acortar el tiempo de castigo."	"Почему бы не почистить картошку, пока вы ожидаете освобождения в карцере?"	"Se sei in isolamento, perché non peli un po’ di patate per farti rilasciare prima?"	被关禁闭时， 削土豆是让禁闭期尽快结束的好办法。 	独房の中ではジャガイモの皮をむくと、早く出してもらえる。		
&Text.LoadingTip	"Якщо ви безробітній, відвідуйте інспектора з питань праці, щоб показати йому свій ентузіазм і отримати невелику грошову винагороду!"	"Bist du unbeschäftigt, besuche den Arbeitsvermittler, um deinen guten Willen zu zeigen und etwas Bargeld zu erhalten!"	"Si vous êtes sans emploi, allez montrer votre bonne volonté aux recruteurs pour recevoir un peu d'argent."	"Si no tienes trabajo, visita a los agentes de empleo para demostrar interés y recibir una recompensa monetaria."	"Если вы не работаете, посетите инспектора по трудоустройству, чтобы продемонстрировать свою готовность и получить немного денег."	"Se non hai un lavoro vai al Centro impiego, riceverai una piccola ricompensa per aver mostrato buona volontà!"	如果你没有工作， 一定要去找工作指派官并表示自己愿意工作， 他们还会给你一小笔现金奖励！ 	無職の時は「内職手配所」の担当官に意欲を見せると、わずかなコインをもらえる。		
&Text.LoadingTip	Значок будиночку на мінімапі відображає розташування вашої камери.	"Das Haussymbol auf der Minimap zeigt an, wo sich deine Zelle befindet."	L'icône de maison de la carte indique la position de votre cellule.	El icono de casa que hay sobre el minimapa indica dónde está tu celda.	Значок домика на мини-карте показывает местоположение вашей камеры.	L’icona della casa sulla mini-mappa ti mostra la posizione della tua cella.	小地图上的房子图标显示你牢房的位置。 	ミニマップの「家」マークは、キミの監房の位置を示している。		
&Text.LoadingTip	Значок сходів над мінімапою відображає поверх, на якому ви знаходитесь.	"Das Treppensymbol über der Minimap zeigt an, auf welcher Etage du dich gerade befindest."	L'icône d'escalier de la carte indique le niveau auquel vous vous trouvez.	El icono de escalera que hay sobre el minimapa indica en qué planta estás.	"Значок звезды над мини-картой показывает, на каком вы сейчас этаже."	L’icona delle scale sopra la mini-mappa ti mostra il piano in cui ti trovi.	小地图上方的楼梯图标显示你目前所在的楼层。 	ミニマップの「階段」マークは、現在のフロアを示している。		
&Text.LoadingTip	Ваш щоденник відстежує всі ваші поточні доручення і дозволяє обирати серед них активне!	"Dein Tagebuch zeichnet alle deine aktuellen Gefallen auf und ermöglicht dir auszuwählen, welche aktiv sein sollen!"	Votre journal conserve les services en cours et vous permet de choisir celui que vous voulez effectuer en priorité.	¡El diario mantiene el recuento de los favores que posees en cada momento y te permite seleccionar cuál quieres activar!	"В вашем журнале регистрируются все текущие одолжения, и вы можете выбрать, какое из них будет активным!"	Il tuo diario tiene traccia di tutti i favori attuali e ti permette di selezionare quello che vuoi attivare!	你的日志追踪你目前所有的任务， 你可以将其中之一设置为当前目标！ 	「日記」には現在の「頼みごと」がすべて記録され、どれを完了させるか選択できる。		
&Text.LoadingTip	"Не забувайте, що дарування предметів в’язням та наглядачам може змінити їхню думку про вас - іноді на краще, іноді на гірше!"	"Den Insassen und Wärtern Gegenstände zu schenken, kann deren Meinung von dir ändern – mal zum Besseren, mal zum Schlechteren!"	"N'oubliez pas que vous pouvez donner des objets aux détenus ou aux gardiens pour gagner leurs faveurs, pour le meilleur ou pour le pire."	No te olvides de que regalar objetos a los compañeros de prisión y a los guardias hace que cambie su opinión sobre ti. A veces a mejor y otras a peor.	"Не забывайте, что подарки могут изменить мнение, которое сложилось о вас у других заключенных и охранников — как к лучшему, так и к худшему!"	"Non dimenticare che regalare degli oggetti a detenuti e guardie può cambiare la loro opinione su di te: a volte in meglio, a volte in peggio!"	别忘了， 送礼物给囚犯和守卫能改变他们对你的看法。 但有时候送礼反而会让对方对你更加反感！ 	評価を上げたい時は看守や囚人にモノを贈ろう。ただし、場合によっては評価が下がったり、恐ろしい目に遭うケースも！		
&Text.LoadingTip	"Граючи в мережі, пам’ятайте, що у ви можете розмістити позначку, яку побачать в’язні-гравці!"	"Denk daran, dass du beim Online-Spielen im Gefängnis ein Tag setzen kannst, das deine Mitspieler sehen können!"	"Dans une partie en ligne, vous pouvez placer un repère dans la prison, qui sera visible par les autres joueurs."	"Cuando juegues en línea, recuerda que puedes poner una etiqueta en la prisión para que la puedan ver tus compañeros de juego."	"Играя в сети, помните, что вы можете разместить в тюрьме метку, которую увидят другие игроки!"	"Durante una partita online, ricorda che puoi posizionare un marchio nella prigione che può essere visto dagli altri giocatori!"	在线游戏时， 记住你可以在监狱里放置一个其他玩家都能看到的标签。 	オンラインプレイでは刑務所内にマークを置いて、仲間に位置を知らせることができる。		
&Text.LoadingTip	Пам’ятайте, що ви можете стрибнути з поверху на поверх, лише якщо різниця у висоті не більше одного поверху!	"Denk daran, dass du dich auf eine Etage fallen lassen kannst, wenn der Höhenunterschied höchstens eine Etage beträgt!"	Vous ne pouvez descendre à un niveau inférieur que si la hauteur de votre chute est d'un niveau ou moins.	Recuerda que solo puedes saltar de planta a planta si la altura es de una planta o menos.	"Помните, что вы можете перемещаться между этажами, только если разница высоты составляет один этаж или меньше!"	"Ricorda che per passare da un piano all’altro, la differenza di altezza deve essere di un piano o meno!"	记住， 你可以从自己所在楼层往下跳， 但最多只能下落一个楼层的距离！ 	プレイヤーは一階ぶんの高さまでしか、飛び下りられない。		
&Text.LoadingTip	"Зазвичай, найліпші знаряддя праці - саморобні, тож чому б вам не глянути, що можете змайструвати?"	"Die besten Werkzeuge werden meistens selbst gefertigt, sieh dir also an, was du machen kannst."	"Les meilleurs objets sont ceux que vous fabriquez, alors jetez un œil à ce que vous pouvez faire."	Normalmente las mejores herramientas son creadas por ti. ¿Por qué no echas un vistazo para ver qué puedes hacer?	"Обычно для выполнения задачи лучше подходят инструменты, сделанные вручную. Узнайте, что вы можете изготовить."	"In genere, i migliori attrezzi sono quelli che costruisci. Perché non dai uno sguardo a quello che puoi creare?"	通常最好的工具是制作出来的， 因此何不看看你都能制作些什么呢？ 	最高の工具は自作できることが多い。手持ちの品で何か作れないか、チェックしてみよう。		
&Text.LoadingTip	Наглядачі повідомлятимуть про будь-яку підозрілу діяльність у кімнату управління!	Die Wärter melden jede verdächtige Aktivität an den Kontrollraum!	Les gardiens signaleront toute activité suspecte à la salle de contrôle.	¡Los guardias informarán de cualquier actividad sospechosa a la sala de control!	Охранники сообщают о любой подозрительной деятельности на центральный пост!	Le guardie comunicheranno ogni attività sospetta alla Sala controllo!	守卫发现任何可疑活动都会报告给控制室！ 	看守は不審な行動を見かけると、監視室へ報告に向かう。		
&Text.LoadingTip	"Ви можете підібрати простарало з ліжок і вивішувати їх на ґрати камери, щоб убезпечити себе від сторонніх поглядів!"	"Du kannst Bettlaken von den Zellenbetten nehmen und an die Gitterstangen hängen, damit Gaffer dir nicht zusehen können!"	Vous pouvez prendre les draps des lits et les accrocher à vos barreaux pour être à l'abri des regards indiscrets.	Puedes coger las sábanas de las camas de la celda para ponerlas en los barrotes y así evitar que te observen los mirones.	"Вы можете снять простыни с кроватей и повесить их на решетки камеры, чтобы скрыться от посторонних глаз."	Puoi prendere le lenzuola dai letti delle celle e appenderli alle sbarre della cella per evitare che qualcuno ti spii!	你可以从牢房的床上拿取床单， 并将其挂在横梁上， 这样能防止别人偷看你！ 	ベッドシーツをはがして、鉄格子に吊るしておけば、看守に房の中をのぞかれない。		
&Text.LoadingTip	Не забувайте, що ви можете зробити свою в’язницю доступною для інших гравців, або лишити її не в мережі, якщо бажаєте грати наодинці!	"Du kannst dein Gefängnis so einrichten, dass sich andere Spieler dir anschließen können, oder du kannst offline alleine spielen. Das ist jederzeit möglich!"	Vous pouvez sélectionner le mode en ligne ou hors ligne pour votre prison à tout moment et permettre à d'autres joueurs de vous rejoindre.	Recuerda que puedes hacer que se unan otros jugadores a tu prisión o mantenerla local si quieres jugar solo. ¡Hazlo cuando quieras!	"Не забудьте, что вы можете сделать тюрьму более интересным местом, пригласив других игроков, или выйти из сети и играть самостоятельно. Вы можете сделать это в любое время!"	"Ricorda che puoi impostare la tua prigione per far sì che altri giocatori possano unirsi, oppure tenerla offline se preferisci giocare da solo. Puoi farlo in ogni momento!"	别忘了你可以将自己的监狱设置为其他玩家可加入的状态。 如果你想自己玩， 也可以将其设置为离线状态。 你可以随时执行此操作！ 	刑務所はいつでもオンラインとオフラインの切り替えが可能。一人でも、他のプレイヤーと一緒にも遊ぶことができる。		
&Text.LoadingTip	Ви можете переглядати профілі в’язнів та варти, щоб побачити відомості про них, наприклад, їхню думку про вас!	"Du kannst die Profile von Insassen und Wärtern einsehen und z. B. erfahren, welche Meinung sie von dir haben!"	Vous trouverez des informations sur le profil des détenus et des gardiens telles que leur opinion de vous.	Puedes ver los perfiles de los compañeros de prisión y los guardias para acceder a información como la opinión que tienen de ti.	"Вы можете просматривать профили заключенных и охранников, чтобы получить определенную информацию!"	"Puoi trovare delle informazioni nei profili dei detenuti e delle guardie come, per esempio, l’opinione che hanno su di te!"	你可以查看囚犯和守卫的档案以了解各种信息， 比如说他们对你的看法！ 	キミへの評価などを知りたければ、看守や囚人のプロフィールをチェックしよう。		
&Text.LoadingTip	"Ви можете зробити вакансію, саботувавши роботу інших в’язнів і зірвавши виконання поставлених їм завдань!"	"Du kannst eine freie Arbeitsstelle schaffen, indem du die Arbeit anderer Leute sabotierst, damit sie ihr Soll nicht schaffen!"	Vous pouvez saboter le boulot d'autres détenus pour leur faire perdre leur poste et le libérer pour vous.	Puedes crear vacantes de empleo al sabotear los trabajos de otras personas e impedir que completen sus objetivos.	"Вы можете создавать вакансии, саботируя работы других заключенных и мешая им выполнить наряд!"	Puoi creare posti di lavoro sabotando i lavori di altre persone e impedendo loro di portarli a termine!	你可以用暗中破坏别人工作的方式创造职务空缺， 这样对方就没法完成自己的指标了！ 	仕事に空きがない時は、担当者のノルマ達成を妨害して、横取りすることができる。		
&Text.LoadingTip	"Вимкнення ґенератора призведе до тимчасового призупинення роботи знімачів відеоспостереження, електричних огорож, виявлячів контрабанди та освітлення!"	"Durch das Abschalten von Generatoren werden vorübergehend Sicherheitskameras, elektrische Zäune, Schmuggelware-Detektoren und die Lichter deaktiviert!"	"Éteindre les générateurs désactivera temporairement les caméras de sécurité, les clôtures électriques, les détecteurs de contrebande et les lumières."	"Apagar los generadores hace que las cámaras de seguridad, las vallas eléctricas y los detectores de contrabando dejen de funcionar durante un tiempo."	"Отключение генераторов приведет к временному отключению камер видеонаблюдения, электрических ограждений, детекторов контрабанды и света!"	"Spegnendo i generatori disattiverai temporaneamente le videocamere di sicurezza, i recinti elettrificati, i rilevatori di oggetti di contrabbando e le luci!"	关闭发电机能令安保摄像头、 通电围栏、 违禁品探测器和电灯暂时失灵！ 	発電機のスイッチを切ると一時的に、監視カメラ、電気フェンス、禁制品検知機、ライトを無効化できる。		
&Text.LoadingTip	В’язничні роботи дають вам доступ до унікальних предметів і місць, які ви можете використати на свою користь.	"Durch Gefängnisjobs gelangst du an einzigartige Gegenstände und in Bereiche, die du zu deinem Vorteil nutzen kannst."	Les boulots vous permettent d'accéder à des zones et des objets uniques dont vous pouvez tirer parti.	Los trabajos de prisión te dan acceso a objetos y zonas únicas que pueden servirte de ayuda.	"Тюремные работы дают доступ к уникальным предметам и местам, которые можно использовать в своих целях."	I lavori nella prigione ti consentono di accedere a oggetti unici e aree che potrai usare a tuo vantaggio.	在监狱中工作可有机会使用独特的物品以及进入特别的区域， 这一点也许可以为你所用。 	刑務所の仕事を引き受けると特別な部屋に入ることができ、便利なアイテムが手に入る。		
&Text.LoadingTip	Прийміть душ та відновіть свою витривалість!	Duschen stellt die Ausdauer wieder her!	Une douche pour rétablit votre endurance.	Date una ducha para recuperar energía.	Примите душ и восстановите выносливость!	Fai una doccia per recuperare energia!	冲个澡可恢复耐力！ 	シャワーを浴びるとスタミナが回復する。		
&Text.LoadingTip	Підвищений рівень безпеки у в’язниці робить втечу набагато складнішою!	Ein höheres Sicherheitslevel macht eine Flucht sehr viel schwieriger!	Un niveau de sécurité plus élevé rendra votre évasion plus difficile.	Una seguridad de prisión más alta hará escapar mucho más difícil.	При более высоком уровне безопасности сбежать из тюрьмы становится сложнее!	Evadere è più arduo nelle prigioni con un livello di sicurezza più alto!	监狱的戒备越森严， 越狱就越有挑战性！ 	刑務所の警戒度が上昇するほど、脱獄するのは困難になる。		
&Text.LoadingTip	Деякі пластикові предмети можна заточити об стіну і перетворити їх на зброю.	Einige Gegenstände aus Plastik können an einer Wand geschärft und zu Waffen werden.	Certains objets en plastiques peuvent être affûtés contre un mur pour en faire des armes.	Algunos objetos de plástico se pueden afilar con la pared y transformar en armas.	Некоторые пластиковые предметы можно заточить о стену и превратить в оружие.	Alcuni oggetti di plastica possono essere affilati contro un muro e trasformati in armi.	部分塑料制品可以在墙上磨利， 制成武器。 	プラスチック製アイテムの中には壁で研いで、武器に変えられるものがある。		
&Text.LoadingTip	Створення деяких предметів вимагає від вас більшого розуму!	"Einige Gegenstände, die gefertigt werden müssen, erfordern einen höheren Verstand!"	Certains objets à fabriquer nécessite un haut niveau d'intelligence.	¡Algunas cosas que hay que crear precisan que tengas un mayor intelecto!	Для изготовления некоторых инструментов требуется высокий интеллект!	Alcuni oggetti richiedono molta intelligenza per essere costruiti!	制作某些物品需要你拥有较高的智力！ 	アイテムによっては高度な「知力」がないと、作成できない。		
&Text.LoadingTip	Деякі в’язні можуть красти предмети зі столів інших ув’язнених!	"Einige Insassen sind bekannt dafür, Gegenstände von den Pulten anderer Gefangener zu stehlen!"	Certains détenus ont tendance à voler des objets dans les bureaux des autres.	Se sabe que algunos compañeros han robado objetos a otros prisioneros.	Некоторые заключенные крали предметы из столов других арестантов!	Alcuni detenuti sono noti per aver rubato oggetti dai tavoli di altri prigionieri!	有些囚犯经常偷其他犯人桌子上的东西！ 	囚人の中には他の受刑者の机の中から、アイテムを盗んでいく者もいる。		
&Text.LoadingTip	"Якщо вас нокавтують та кинуть до одинки, ви втратите всі контрабандні предмети, що мали при собі!!"	"Falls du niedergeschlagen und in Einzelhaft gesteckt wirst, verlierst du jegliche Schmuggelware, die du trägst!"	"Si vous êtes assommé et envoyé en isolement, vous perdrez la contrebande votre inventaire."	¡Si te noquean y te llevan a la celda de aislamiento perderás cualquier objeto de contrabando que lleves!	"Если вас нокаутируют и отправят в карцер, вы потеряете имеющиеся контрабандные предметы!"	"Se finisci KO e vai in isolamento, perderai tutti gli oggetti di contrabbando che porti con te!"	如果你被击晕并被关禁闭， 你将失去身上携带的一切违禁品！ 	気を失って独房へぶち込まれると、手持ちの禁制品はすべて没収される。		
&Text.LoadingTip	Змайструйте та покладіть у вашу камеру «Опудало на ліжко», щоб надурити наглядачів уночі!	"Fertige eine Attrappe und lege sie in dein Bett, um nachts die Wärter zu täuschen!"	Fabriquez un mannequin à mettre dans votre lit pour ne pas vous faire remarquer la nuit.	¡Crea un «Muñeco» y ponlo en tu cama para engañar a los guardias por la noche!	"Изготовьте и положите в кровать чучело, чтобы перехитрить охрану во время ночного обхода!"	Crea e posiziona un Manichino nel tuo letto per ingannare le guardie!	制作“睡觉假人”并将其放在床上可在夜间骗过守卫！ 	「ダミー人形」を作ってベッドに置いておけば、夜勤の看守の目をあざむける。		
&Text.LoadingTip	Для деяких способів втечі вам знадобляться друзі!	Für bestimmte Fluchtmethoden benötigst du Freunde!	Certaines méthodes d'évasion nécessitent l'aide d'amis.	¡Para ciertos métodos de escape necesitarás amigos!	Для определенных способов побега вам понадобятся друзья.	Avrai bisogno di alcuni amici per certi metodi di evasione!	某些越狱方案需要几个伙伴才能实现！ 	脱獄方法によっては、仲間が必要になることも。		
&Text.LoadingTip	Відмова виконати доручення іншого в’язня погіршить його думку про вас.	"Gefallen für andere Insassen abzuweisen, senkt ihre Meinung von dir."	"Si vous refusez de rendre un service à un détenu, son opinion de vous se dégradera."	Si rechazas hacer un favor a un compañero de prisión disminuirá su opinión sobre ti.	Отказ сделать одолжение другому заключенному ухудшает его мнение о вас.	"Rifiutando di fare un favore a un altro detenuto, peggiorerai la sua opinione su di te."	拒绝做任务帮助别的囚犯会令此人对你的好感下降。 	囚人の「頼みごと」を断ると、キミへの評価が下がる。		
&Text.LoadingTip	В’язничні роботи – це законний та найбезпечніший спосіб заробітку	"Gefängnisjobs sind eine legale und sichere Methode, um Geld zu verdienen."	Les boulots sont un moyen légal et presque sans danger de gagner de l'argent.	Trabajar en prisión es una manera legal y medianamente segura de ganar dinero.	Тюремные работы — это законный и более безопасный способ заработать наличные.	Lavorare in prigione è un modo legale e in un certo senso sicuro di guadagnare.	监狱中的工作是合法又相对安全的挣钱途径。 	合法的かつ安全にコインを稼ぎたいなら、刑務所の仕事をするのがベストだ。		
&Text.LoadingTip	"Якщо у мережевій грі, всі гравці під час відбою ляжуть спати, то це прискорить час."	"Gehen in einem Online-Spiel alle zu Bett, wenn das Licht aus ist, vergeht die Zeit schneller."	"En ligne, si tous les joueurs se couchent lors de l'extinction des feux, le temps avancera plus vite."	"En línea, si todos los jugadores se van a dormir al apagarse las luces, se acelerará el paso del tiempo."	"Играя в сети, можно ускорить время, если все игроки лягут спать после выключения света."	"In una partita online, se tutti vanno a letto allo spegnimento delle luci, il tempo sarà velocizzato."	在线游戏时， 如果你们所有人在熄灯后都去睡觉， 则时间将加速流逝。 	オンラインプレイ中は消灯後、全員がベッドに入ると時間が早く流れる。		
