Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese
HUD.Tutorial.Job.BalloonAnimalBodyTextC	"Знайдіть біля шатро клієнтів, які хочуть тваринку з кульки, та дайте її їм."	"Finde Kunden außerhalb des Zelts, die ein Ballontier haben wollen, und gib ihnen ein gefertigtes Ballontier."	Trouvez des clients à l'extérieur de la tente qui veulent un animal en ballons et donnez-leur votre animal en ballons.	Encuentra fuera de la carpa a clientes que quieran un animal de globos y dáselo.	"Найдите снаружи клиентов, которым нужно животное из шариков, и отдайте его им."	Trova dei clienti all’esterno del Tendone che vogliono un Palloncino a forma di animale; consegna loro il Palloncino a forma di animale che hai creato.	在帐篷外的客人里寻找想要气球动物的人， 给他们已经制作好的气球动物。 	テントの外で「バルーンアニマル」を欲しがっている お客を見つけ、 手渡す。 
								
HUD.Interact.Job.BalloonAnimalStepA	Запаси кульок	Ballonvorräte	Réserve de ballons	Reservas de globos	Запас воздушных шариков	Scorte di palloncini	气球供应	風船づくりの道具
HUD.Interact.Job.BalloonAnimalStepB	Дати тваринку з кульки	Ballontier geben	Donner l'animal en ballons	Dar animal de globos	Отдать животное из шариков	Consegna il Palloncino a forma di animale	给出气球动物。 	バルーンアニマルを渡す
								
&Text.Customer.BalloonAnimalRequest	"Агов, друзяко, а зроби-но мені щось!"	"Hier Kumpel, mach etwas für mich!"	"Ici, faites-moi quelque chose !"	"¡Eh, compi, hazme algo!"	"Эй, приятель, сделай мне что-нибудь из шариков!"	"Ehi, fammi qualcosa!"	这里， 伙计， 给我做点什么！ 	ねえ、なんか作ってよ！
&Text.Customer.BalloonAnimalRequest	Гей! Сюди!	He! Hier drüben!	Hé ! Par ici !	¡Oye! ¡Por aquí!	Эй! Я здесь!	Ehi! Vieni qui!	嘿！ 这里！ 	ねえ、こっちこっち！
&Text.Customer.BalloonAnimalRequest	Гей! А можна мені зробити…	He! Machst du mir einen …	Hé ! Vous pouvez me faire un…	¡Oye! Puedes hacerme un...	Эй! Вот что мне нужно:	Ehi! Potresti farmi un...	嘿！ 可不可以给我做一个…… 	ねえ！アレを作れないかな…
&Text.Customer.BalloonAnimalRequest	Даруйте! А можна мені…	Entschuldigung! Machst du mir einen …	Excusez-moi ! Vous pouvez me faire un…	¡Disculpa! Puedes hacerme un...	Сюда! Вот что мне нужно:	Mi scusi! Potrebbe farmi un...	打扰一下！ 可不可以给我做一个…… 	ちょっと！アレを作ってほしくて…
								
&Text.Customer.BalloonAnimalFinished	Якого…	Was zum …	Mais…	"Pero, ¿qué...?"	Что за...	Cosa...	什么…… 	うええ…
&Text.Customer.BalloonAnimalFinished	Що це в біса таке?...	Was um alles in der Welt soll das denn sein? ...	Qu'est-ce que c'est censé être ?…	¿Qué demonios se supone que es...?	Ну и что это вообще такое?	Cosa diamine sarebbe questo...?	这到底是怎么回事？…… 	これって動物？
&Text.Customer.BalloonAnimalFinished	Ем… ну, дякую?	Ehm … danke?	Euh… merci ?	Eh... ¿gracias?	Гм... спасибо?..	Ehm... grazie...	呃…… 谢谢？ 	ええと…どうも？
&Text.Customer.BalloonAnimalFinished	А можна мої гроші назад?…	Ich will mein Geld zurück …	Je veux qu'on me rembourse…	Devuélveme mi dinero...	Верните мне деньги...	Rivorrei indietro i miei soldi…	我想要回我的钱…… 	お金を損した…
&Text.Customer.BalloonAnimalFinished	Най буде…	Sollte reichen …	Ça fera l'affaire…	Con esto servirá...	Сойдет...	Mi accontenterò...	这会奏效的…… 	これでいいや…
&Text.Customer.BalloonAnimalFinished	Дякую!	Danke!	Merci !	¡Gracias!	Спасибо!	Grazie!	谢谢！ 	ありがとう！
&Text.Customer.BalloonAnimalFinished	Це файно!	Großartig!	C'est génial !	¡Es genial!	Прекрасно!	Fantastico!	那太好了！ 	素晴らしいよ！
								
HUD.Interact.Job.BalloonAnimal.NoItem	Спершу слід змайструвати тваринку з кульки!	Ich muss ein Ballontier fertigen!	Je dois fabriquer un animal en ballons !	¡Tengo que crear un animal de globos!	Мне нужно сделать животное из шариков!	Devo creare un Palloncino a forma di animale!	"我需要制作一个气球动物！	 "	「バルーンアニマル」を作らないと！
								
&HUD.Interact.Job.BalloonAnimal.InProgress	Отримаєте те, що вийде…	"Du bekommst, was du kriegst …"	Vous aurez ce qu'on vous donne…	Tendrás lo que pides...	"Получите то, за что заплатили..."	Ricevi quello che dai...	你会得到送给你的东西…… 	望んだものをお作りしましょう…
&HUD.Interact.Job.BalloonAnimal.InProgress	"Наскільки я знаю, можу зробити отаке…"	"Wenn ich davon gehört habe, dann kann ich es auch machen …"	"Tant que j’en ai entendu parler, je peux le faire…"	"Si lo conozco, lo podré hacer..."	"Если мне приходилось об этом слышать, я смогу это сделать..."	"Finché so di cosa si tratta, posso farlo..."	只要是我听说过的东西， 我就能做把它出来…… 	知ってる動物なら、作れますが…
&HUD.Interact.Job.BalloonAnimal.InProgress	Еге. Не чув такого 	Jap. Nie gehört. 	Ouip. Connais pas. 	Sí. No lo conozco. 	Ага. Первый раз слышу. 	Già. Non ne ho mai sentito parlare. 	是的。 从未听说过它。  	いや、知りませんね
&HUD.Interact.Job.BalloonAnimal.InProgress	"Що ж, а як щодо… ЦЬОГО…"	"Nun, wie ist es … DAMIT …"	"Bon, qu'est-ce que vous dites de… ÇA…"	"Bueno, qué te parece... ESTO..."	"Что ж, как насчет... ЭТОГО..."	E cosa ne diresti di... QUESTO...	那么， 这个…… 怎样…… 	ええと、これで…どうでしょう…
								
								
//////////////////////////////////////////////////////////////////////////////////////////////////////////////////								
								
Text.Quest.NoLaughingMatter.Name	То вам не жарти	Kein Grund zum Lachen	Rien de drôle	No es cosa de risa	Это не повод для шуток	C’è poco da ridere	严肃正经的事	笑いごとにあらず
Text.Quest.NoLaughingMatter.Desc	"Глядачам подобається моя клоунська автівка, от тільки… ну, ти уяви собі… її, трясця, конфіскували! Схоже, наглядач автостоянки вдає, що мого дозволу на паркування не існує. На щастя, перс. $DeliverItemTo сказав, шо він мені допоможе. Ось, віднеси йому листа, який я отримав…"	"Die Zuschauer lieben mein Clownsauto, aber – halt dich fest – es wurde verdammt noch mal beschlagnahmt! Offensichtlich hat die Parkplatzaufsicht meine selbstgeschriebene neuartige Parkerlaubnis sofort durchschaut. Glücklicherweise versprach mir $DeliverItemTo, mir zu helfen. Hier, überbringe den Brief, den ich erhalten habe …"	"Le public adore ma voiture de clown, sauf que… accroche-toi… on me l'a mise en fourrière ! On dirait que le responsable du parking ne s'est pas laissé berner par le faux permis que j'ai écrit. Heureusement, $DeliverItemTo veut bien m'aider. Tiens, apporte-lui la lettre que j'ai reçue…"	"El público adora mi coche de payaso, pero... espera... ¡me lo han incautado! Parece que el guardia no se tragó ese permiso de estacionamiento que escribí. Por suerte, $DeliverItemTo dijo que me ayudaría. Toma, llévale la carta que recibí…."	"Публика обожает мою клоунскую машину, вот только... вы готовы? Ее конфисковали к чертям! По всей видимости, парковочный инспектор проигнорировал новенькое разрешение на парковку, написанное лично мной. К счастью, $DeliverItemTo говорит, что может мне помочь. Вот, отнеси этому человеку письмо, которое мне пришло..."	"Il pubblico ama la mia macchina da pagliaccio, ma... aspettate... è stato bloccato sul nascere, vero? Sembra che il direttore del parcheggio non abbia creduto a quel nuovo permesso per parcheggiare che ho scritto. Fortunatamente $DeliverItemTo ha detto che mi avrebbe dato una mano. Ecco, fai sì che riceva questa lettera…."	大家喜欢我的小丑车， 除了…… 等一下…… 它被光荣地拖走了， 不是嘛！ 显然停车场管理员看穿了我自己写的停车许可证。  幸运的是 $DeliverItemTo 说他们会帮助我。  来， 拿上我收到的信…… 	みんな大好き、 わがピエロカーがだな… なんとまあ、 没収されちまったんだ！ どうやら手書きの オリジナル駐車許可証が、 駐車場係に 見破られちまったらしい。 さいわい $DeliverItemTo が何とかしてくれるみたいだ。 さあ、あいつにこの手紙を届けてくれ…
Text.Quest.NoLaughingMatter.FirstObjective	Віднесіть пред. $ItemToGet перс. $DeliverItemTo	Bringe $ItemToGet zu $DeliverItemTo	Apporter $ItemToGet à $DeliverItemTo	Entrega a $DeliverItemTo: $ItemToGet.	Доставить $ItemToGet этому человеку: $DeliverItemTo	Consegna $ItemToGet a $DeliverItemTo	将 $ItemToGet 带给 $DeliverItemTo	$ItemToGet を $DeliverItemTo に届ける
Text.Quest.NoLaughingMatter.Pt2.Desc	"Мій адвокат каже, шо ніхто не сприйматиме мене серйозно, коли я піду виклянчувати назад своє авто... Говоре, шо треба набратися розуму, набути нормального вигляду, постаратися… вхоплюєш? Можеш мені надибати пред. $ItemToGet із кімнати наглядачів?"	"Mein Anwalt sagt, niemand würde mich ernst nehmen, wenn ich hingehen und mein Auto zurückfordern würde … Er sagt, ich müsste mich herausputzen, präsentierbar aussehen, mich anstrengen … Verstehst du? Besteht die Möglichkeit, dass du mir $ItemToGet aus den Wärterquartieren besorgst?"	"Mon avocat dit que personne ne me prendra au sérieux quand j'irai récupérer ma voiture… Il dit que je dois m'arranger, avoir l'air présentable, faire un effort… tu vois ce que je veux dire ? Tu peux peut-être me récupérer un $ItemToGet du quartier des gardes ?"	"Mi abogado dice que nadie me tomará en serio cuando vaya a recuperar mi coche... Dice que tengo que arreglarme, ponerme presentable, esforzarme... ¿Sabes lo que quiero decir? Por favor, ve al cuartel de los guardias y tráeme: $ItemToGet."	"Мой адвокат говорит, что никто не воспримет меня всерьез, когда я пойду требовать мою машину обратно... Говорит, что мне нужно привести себя в порядок, выглядеть презентабельно, сделать усилие... Понимаешь, о чём я? $ItemToGet: вот что мне нужно. Может, тебе удастся добыть эту вещь из помещений охраны?"	"Il mio Avvocato dice che nessuno mi crederà quando andrò a chiedere la restituzione della mia macchina... dice che dovrò darmi una sistemata, rendermi presentabile, fare uno sforzo... capisci cosa intendo? Credi di riuscire a procurarmi questo oggetto, $ItemToGet, dalle guardie del quartiere?"	我的律师说， 当我去要回我的车时， 没有人会把我当回事儿…… 还说我需要精明些， 得体些， 再努力一些…… 你懂我的意思吧？ 你有没有机会从警卫宿舍中拿到 $ItemToGet？	弁護士の話じゃ、 オレが車を返せって 頼んだところで、 誰にも相手に されないだろうってさ… もっと身ぎれいにして、 いっぱしの人間に 見えるよう 努力しろって言うのさ… 言ってることはわかるよな？ ひょっとして、 看守の部屋から $ItemToGet は手に入らないか？
Text.Quest.NoLaughingMatter.SecondObjective	Візьміть пред. $ItemToGet та поверніться до перс. $QuestGiver	Hole „$ItemToGet“ und bringe es $QuestGiver zurück	Trouver $ItemToGet et retourner voir $QuestGiver	Obtén el/la $ItemToGet que devolver a $QuestGiver.	Забрать и вернуть владельцу ($QuestGiver): $ItemToGet	Ottieni $ItemToGet e dai l’oggetto a $QuestGiver	获取 $ItemToGet 并回去找 $QuestGiver 	$ItemToGet を入手し、$QuestGiver に届ける
Text.Quest.NoLaughingMatter.Pt3.Desc	"Угадай шо! Я досі без свого клоунського авта! Сон рябої кобили… Але я маю лукаво хитрий план. Я дізнався, де його тримають… Якщо змайструєш мені крихкі різці, то я зможу повернути своє, коли настане відбій!"	"Rate mal, ich hab mein Clownsauto immer noch nicht wieder! Was für ein Witz … Aber ich habe einen raffiniert raffinierten Plan. Ich habe herausgefunden, wo sie es haben … Wenn du mir einen Schwachen Seitenschneider herstellen kannst, kann ich es wieder holen, wenn das Licht aus ist!"	"Devine quoi, j'ai toujours pas ma voiture de clown ! C'est une blague… Mais j'ai un plan astucieusement astucieux. Je sais où elle se trouve… Si tu me fabriques une petite pince coupante, je pourrai la récupérer quand il n'y aura plus personne !"	"Adivina qué... ¡sigo sin mi coche de payaso! Qué gracia... Pero tengo un plan ingeniosamente ingenioso. He descubierto dónde se encuentra... ¡Si creas un cortador frágil, podré recuperarlo cuando se apaguen las luces!"	"Знаешь, что? Мне всё еще не вернули клоунскую машину! Какая глупость... Но у меня есть хитрый-прехитрый план. Мне удалось выяснить, где ее держат... Если сделаешь мне облегченный резак, я угоню ее после наступления темноты!"	Indovina? Non ho ancora la mia macchina da pagliaccio! Che scandalo... fortuna che ho ancora un altro piano ingegnosamente ingegnoso. Ho capito dove la tengono... Se potessi crearmi dei Taglierini fragili sarei in grado di riprendermela quando le luci sono spente!	你猜怎么着， 我还是没拿回我的小丑车！ 开什么玩笑…… 但是， 我有一个好点子。 我已经找到它被扣在哪儿了…… 要是你能给我做一些轻薄的刀具， 我就能在熄灯的时候取回它了！	聞いたらびっくりすんぞ… なんと、 わがピエロカーは 今も戻ってきてないんだ！ 笑っちまうよな… しかしだ、 実は天才的アイデアが ひらめいちまってね。 車の保管場所は 突き止めてあるから… あんたが「もろいカッター」を 作ってくれたら、 消灯後に 取り戻しに いけるんだ！
Text.Quest.NoLaughingMatter.ThirdObjective	Змайструйте пред. $ItemToCraft для перс. $DeliverTo	Fertige $ItemToCraft für $QuestGiver	Fabriquer $ItemToCraft pour $QuestGiver	"Para $QuestGiver, crea: $ItemToCraft"	Изготовить: $ItemToCraft. Заказчик: $QuestGiver	Crea $ItemToCraft per $QuestGiver	为 $QuestGiver 制作 $ItemToCraft 	$ItemToCraft を作って、$QuestGiver に渡す
								
								
