Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese			
&Text.Guard.SentToContrabandDesk	Ага!	Aha!	Ah ah !	¡Ja!	А-ха!	Ah-ha!	啊哈！ 	おやおや！			
&Text.Guards.EscapeAttempt	Ага! Як я і думав!	Aha! Wie erwartet!	Aha ! Je m'en doutais !	¡Ajá! ¡Como sospechaba!	Ага! Как я и подозревал!	Aha! Come sospettavo!	啊哈！ 不出我所料！ 	ハッ！やっぱりか！			
&Text.Guards.Showers	"По кутках, пацюки!"	"Alle in eure Winkel, ihr Gauner!"	"Passez bien partout, tas de crétins !"	"¡Al rincón, ladrones!"	"Прячьтесь в норы, ворюги!"	"Tutti all’angolo, furfanti!"	你们这帮混混， 都给我进去！ 	隅々まで洗えよ、 ボンクラども！			
&Text.Guards.FoodHall	Усе, що треба пройдисвіту для існування!	"Alle Nährwerte, die ein Knacki braucht!"	Tout ce dont un détenu pourrait avoir besoin !	¡Todo el alimento que necesita un preso!	"Все, что нужно зэку для пропитания!"	Tutto il nutrimento di cui un galeotto ha bisogno!	罪犯需要的食物这里都有！ 	受刑者に必要な栄養がたっぷりだ！			
&Text.NPC.Warden	Це місце - руїна…	Alles Durcheinander hier.	Cet endroit est une ruine.	Este lugar es una ruina...	Полная разруха...	"Che disastro, qui..."	这儿真乱……	ここはひどい場所だ…			
&Text.NPC.Maintenance	Все залатав	Alles geflickt.	C'est réparé.	Todo arreglado.	Все заделано	Tutto riparato	都修好了	すべて修理した			
&Text.Inmates.PlayerRep3	Все гаразд	Alles gut.	Tout va bien.	Todo bien.	Все в порядке	Tutto apposto	一切正常	異常ない			
&Text.Inmate.Disguise	Тут нічого такого, босе	"Alles o.k. hier, Boss."	"Tout va bien, patron."	"Todo bien, jefe."	"Все хорошо здесь, босс"	"Tutto bene qui, capo"	老大， 这里一切正常	こっちは異常ナシです、 ボス			
&Text.Inmates.JobChat	Що завгодно, аби вирок пом’якшили	"Alles, um meine Strafzeit zu verringern ..."	Tout est bon pour réduire ma peine...	Lo que sea para reducir mi condena...	"Что угодно, чтобы сократить срок..."	Tutto pur di ridurre la mia pena...	只要能缩短刑期， 怎样都好……	刑期が減るなら何でもやるさ…			
&Text.Inmates.Attacked	Ну раз так!	Also dann!	Très bien !	¡Bien!	Сейчас!	"Bene, allora!"	那好吧！ 	かかってきな！			
&Text.Guard.InterjectFight	Ну раз так!	Also dann!	Très bien !	¡Bien!	Сейчас!	"Bene, allora!"	那好吧！ 	よし、 そこまで！			
&Text.Guards.RollCallMain	Просто будьте наготові, почули?	"Also seid vorsichtig, verstanden?"	"Alors gare à vous, compris ?"	"Así que id con cuidado, ¿me oís?"	"Так что будьте начеку, ясно?"	"Guardatevi le spalle, avete capito?"	你自己保重， 听到没？	とにかく気を抜くんじゃないぞ？			
&Text.Inmates.Showers	Все ж чутки були правдивими...	Also sind die Gerüchte wahr ...	Les rumeurs disaient vrai...	Así que los rumores eran ciertos...	"Значит, слухи были верные..."	Quindi le voci erano vere...	看来传言是真的……	ウワサは本当だったか…			
&Text.Inmates.Showers	То ж, кгм... часто тут буваєш?	"Also, ähm ... bist du oft hier?"	Euh... Tu viens souvent ici ?	Bueno... ¿vienes mucho por aquí?	Эм.. Часто сюда приходишь?	Quindi uhm... vieni qui spesso?	那个…… 你常来吗？	で…ここへはよく来るのか？			
&Text.NPC.MedicDismissFromInfirmary	Цього разу ти засвоїв урок?	"Also, was hast du gelernt?"	Quelle leçon as-tu tiré ?	¿Y qué has aprendido?	Чему ты научился?	"Allora, cosa hai imparato?"	你了解到了什么？	それで何を学んだ？			
&Text.Guard.InterjectFight	Хтось зараз підбиратиме власні зуби зламаними руками!	Am Ende hebst du deine Zähne mit einem gebrochenen Arm auf!	Tu te cureras les dents avec un bras en moins !	¡Deja de hurgarte los dientes con el brazo roto!	В конце ты будешь собирать свои зубы сломанной рукой!	Finirete a raccogliere i vostri denti con un braccio rotto!	最后用骨折的手臂捡你自己的牙齿！ 	折れた腕で歯を拾うハメになるぞ！			
&Text.Guard.Work	До роботи, $name!	"An die Arbeit, $name!"	"Au boulot, $name !"	"¡A trabajar, $name!"	"За работу, $name!"	"Al lavoro, $name!"	$name， 快去干活！ 	仕事へ行け、 $name！			
&Text.Guard.Work	Мершій працювати, $name, ти, ледарю!	"An die Arbeit, $name, du Faulpelz!"	"$name, au boulot, tire au flanc !"	"¡No hagas el vago, $name!"	"За работу, $name, хватит сачковать!"	"Al lavoro, $name, scansafatiche!"	$name你个偷懒的家伙， 还不快去干活！ 	働け、 $name！怠け者め！			
&Text.NPC.DiscoverEscapeAttemptIgnore	У Римі як римляни..	Andere Länder ...	À Rome...	Donde fueres...	Чужой монастырь...	Chi se ne importa	在罗马时……	郷に入っては…			
&Text.Inmates.Banter	Адвокат добряче мене за носа поводив	Anwalt hat mich betrogen.	L'avocat a pas assuré.	El abogado me la jugó.	Адвокат одурачил меня	L’avvocato mi ha raggirato	律师摆了我一道	弁護士にしてやられた…			
&Text.Inmates.Banter	Адвокат узяв мої гроші й дав драпака	Anwalt ist mit Kohle weg.	L'avocat a pris mon blé.	El abogado se llevó mi dinero.	Адвокат удрал с моим баблом	L’avvocato è fuggito coi soldi	律师拿了我的钱跑了	弁護士は人のカネで遊んでら			
&Text.Guards.RollCallMain	Бешкетництво - прямий квиток до шпиталю	Ärger ist der schnellste Weg zur Krankenstation.	Causez un problème et vous finirez à l'infirmerie.	"Si causáis problemas, iréis directos a la enfermería."	Стать источником проблемы — кратчайший путь в лазарет	"Se darete problemi, finirete dritti in infermeria"	惹麻烦是通往医务室的捷径	騒ぎを起こせば、 医務室へ直行だ			
&Text.Inmates.Banter	Хіба тебе це не бентежить?	Ärgert dich das nicht?	Ça ne te dérange pas ?	¿No te importa?	Это тебя не беспокоит?	Non ti da fastidio?	那让你很在意吗？	気にならないのか？			
&Text.Inmates.Showers	"Ай, прямо в очі"	"Argh, meine Augen."	"Arf, j'en ai dans les yeux."	"¡Ay, está en mis ojos!"	"Ой, мне в глаза попало"	"Argh, negli occhi!"	啊， 进到我眼睛里了	うおっ、 泡が目に入った			
&Text.NPC.MedicCarrying	Цей ще дихає?	Atmet der noch?	Celui-là respire ?	¿Este respira?	Этот дышит?	Respira?	这家伙还活着吗？	息はあるか？			
&Text.Inmates.Gym	"Ох, моя спина"	"Au, mein Rücken."	"Aïe, mon dos."	"Ay, mi espalda."	"О, моя спина"	"Ahi, la schiena"	哎哟， 我的背	うっ、 背中がピキッて！			
&Text.Guard.Heat	Писком у землю!	Auf den Boden!	À terre !	¡Al suelo!	На землю!	A terra!	趴下！ 	床に伏せろ！			
&Text.NPC.MedicDismissFromInfirmary	Підйом, бійцю	"Auf die Beine, Soldat."	"Debout, soldat."	"En pie, soldado."	"Встать, солдат"	"In piedi, soldato"	士兵， 起立	立て、 兵隊			
&Text.Inmates.GuardBanter	Схилися переді мною	Auf die Knie.	À genoux.	Arrodíllate.	Согни колено	In ginocchio	屈膝	ひざまずけ			
&Text.Guard.Stealing	Спіймав на гарячому!	Auf frischer Tat ertappt!	La main dans le sac !	¡Pillado in fraganti!	Попался с поличным!	Con le mani nel sacco!	逮了个正着！ 	現行犯タイホだ！			
&Text.Guard.CharacterStoodOnDesk	Залазити на меблі заборонено!	Auf Möbeln wird nicht gestanden!	On ne monte pas sur le mobilier !	¡No os subáis a los muebles!	Запрещается залезать на мебель!	Non si sale sui mobili!	不许站在家具上！ 	家具の上に立つな！			
&Text.NPC.Gardener	Сподіваюся, що в мене все вийде	Auf nen guten Schnitt.	Je veux changer de coupe.	Espero pasar el corte.	"Надеюсь, я пройду"	Spero fare un bel taglio	希望我能获得晋升	一旗あげたいねえ			
&Text.Inmates.Banter	На якому рівні пізнання ми мусимо бути?!	Auf welcher Realitätsebene sollen wir unterwegs sein?!	Quel niveau de réalité faut-il adopter ?	¡¿En qué tipo de show se supone que estamos?!	На каком уровне реальности мы должны действовать?	Su che livello di realtà stiamo operando?	我们应该在哪一现实层面展开行动？！ 	どの現実を生きりゃあいいんだ？			
&Text.GuardAlert.DisguiseCaught	Попавсь!	Aufgeflogen!	Grillé !	¡Pillado!	Попался!	Beccato!	逮到你了！ 	バレてるぞ！			
&Text.GuardAlert.Fighting	Припини, $name!	"Aufhören, $name!"	"Arrête ça, $name !"	"¡Para eso, $name!"	"Прекрати, $name!"	"Smettila, $name!"	$name， 住手！ 	$nameを止めろ！			
&Text.Inmates.Banter	Геть з дороги!	Aus dem Weg!	Hors de mon chemin !	¡Sal de mi camino!	С дороги!	Togliti dai piedi!	别挡路！ 	どきやがれ！			
&Text.Inmates.PlayerRep1	З дороги	Aus dem Weg.	Écarte-toi.	Sal de mi camino.	Прочь с дороги	Fuori dai piedi	别挡路	どけよ			
&Text.Guard.InterjectFight	Та годі вам!	Auseinander!	Arrêtez ça !	¡Separadlo!	Всем разойтись!	Smettetela!	住手！ 	その辺にしとけ！			
&Text.Inmates.Showers	Обіймашки!	Bärchenumarmung!	Mon nounours !	¡Osos amorosos!	Милашки!	Coccole!	抱抱熊！ 	ふわふわクマさんだよぉぉ！			
&Text.Guard.CharacterTardy	$name, поквапся!	"Beeil dich, $name!"	"Dépêche-toi, $name !"	"¡Date prisa, $name!"	"Давай живее, $name!"	"Accelera, $name!"	动作快点， $name！ 	急げ、 $name！			
&Text.Inmates.FoodHall	Покажіть хоч трішки манер...	Benimm dich ...	Et tes manières...	Muestra algunos modales...	Не забывайте о манерах...	Che maniere...	给我放尊重点……	汚ねえ食い方…			
&Text.Inmates.FoodHall	Вам би повчитися, як вести себе за столом	Benimm dich besser bei Tisch.	Améliore ton comportement à table.	Mejora tus modales en la mesa.	"Вспомните, как вести себя за столом"	Un po’ di buone maniere a tavola	改进一下你的餐桌礼仪	テーブルマナーを学んでこい			
&Text.NPC.Medic	Готуйтеся до операції, панове!	"Bereit für die OP, Leute!"	"On prépare le bloc, les gars !"	¡Preparaos para la cirugía!	"Готовьтесь к операции, ребята!"	Prepariamoci per l’operazione!	准备做手术了， 小伙子们！ 	オペの準備を！			
&Text.Guards.LockdownStart	ГОТУЙМО ЇХ, ХЛОПЦІ. ЦЕ. СУВОРЕ. ЗАМИКАННЯ!	BEREITET SIE VOR – DAS. IST. EINE. VERRIEGELUNG!	"PRÉPAREZ-LES, LES GARS. ÉTAT D'URGENCE !"	PREPARADLOS. ESTO. ES. ¡UN BLOQUEO!	"ВСЕ, РЕБЯТА. ЭТО СТРОГАЯ ИЗОЛЯЦИЯ!"	"PREPARATELI, RAGAZZI! QUESTO. È. UN. LOCKDOWN!"	小子们， 准备好。 封锁开始了！ 	準備しろ、 施設封鎖だ！			
&Text.Inmates.PlayerRep2	Розслабся	Beruhig dich.	Relax.	Relájate.	Остынь	Rilassati	冷静点	落ち着け			
&Text.Inmates.JobChat	Краще, ніж нічого	Besser als nichts.	C'est mieux que rien.	Es mejor que nada.	"Лучше, чем ничего"	Meglio di niente	聊胜于无	働けるだけマシだ			
&Text.ChatToGuard	Ліпше не замислюй тут нічого!	"Besser, du hast nichts Blödes vor!"	Tu n'as pas intérêt à préparer un sale coup.	¡Será mejor que no trames nada raro!	Лучше не замышляй ничего!	Meglio che tu non abbia strane idee!	你最好别图谋不轨！ 	バカな考えは起こすんじゃないぞ！			
Text.CutleryTray	Таця з приладдям	Besteckkasten	Plateau de couverts	Bandeja	Лоток для приборов	Vassoio posate	餐具托盘	食器トレイ			
&Text.Guard.CharacterTardy	Ворушись, $name!	"Beweg dich, $name!"	"Bouge, $name !"	"¡Muévete, $name!"	"Шевелись, $name!"	"Muoviti, $name!"	$name， 快点！ 	走れ、 $name！			
&Text.Guard.Chat	Кроком руш, $name	"Beweg dich, $name."	"Bouge, $name !"	"Muévete, $name."	"Шевелись, $name"	"Muoviti, $name"	$name， 快点	あっちへ行け、 $name			
&Text.Guards.Gym	НУМО!	BEWEGUNG!	ALLEZ.	¡MOVEOS!	ДАВАЙ!	MUOVERSI!	快走！ 	走れ走れ！			
&Text.Guard.Chat	Та йди вже, $name	"Bewegung, $name."	"Avance, $name !"	"Sal, $name."	"Вперед, $name"	Datti una mossa $name	走开， $name	立ち止まるな、 $name			
&Text.ChatToGuard	Ся рухай	Bewegung.	Avance.	Moveos.	Шевелись	Muoviti	走开	立ち止まるな			
&Text.NPC.MedicCarrying	Я подбаю про тебе…	Bin da ...	Tiens bon...	Te pillé...	Понял...	Sei con me...	有我在……	しっかりしろ…			
&Text.Inmates.PlayerRep3	Я завжди буду поруч	"Bin da, wenn du mich brauchst."	Je serai là si t'as besoin.	Aquí estaré si me necesitas.	Я всегда рядом	Sono qui se hai bisogno	有需要的话就来这儿找我	困った時はオレがついてる			
&Text.Inmates.PlayerRep3	Зрозумів	Bin da.	Je suis là.	Te pillé.	Понял	Sono con te	我照应你	任せておけ			
&Text.NPC.Counselor	Завжди готовий тебе вислухати... за невелику щомісячну платню	Bin für dich da ... für eine geringe monatliche Gebühr.	Je suis là pour toi... pour trois fois rien.	Estoy aquí para ayudarte... por una pequeña suma.	Я здесь к вашим услугам... за небольшую месячную плату	Sono qui per te... per un piccolo fisso mensile	我会帮你…… 但你得付一小笔月费	私がいつでも相談に乗ろう… 有料で			
&Text.Inmates.Gym	Глянь-но на ці форми	Bin gut in Form!	Regarde un peu ça.	Mira mi figura.	Зацени мою форму	Guarda che fisico	看看我健壮的身体	フォームを見てくれ			
&Text.Guards.Reported	Моя робота на цьому закінчена	Bin hier fertig.	Mon travail est fait.	Mi trabajo aquí ha acabado.	Моя работа закончена	Il mio lavoro qui è finito	我在这儿的活干完了	任務完了、 と			
&Text.Inmates.Banter	Я тут, аби розважати тебе?	Bin ich für deinen Spaß da?	Je te fais rire ?	¿Estoy aquí para divertirte?	"Я здесь, чтобы вас развлечь?"	Ti faccio ridere?	我是来供你消遣的吗？	あんたを笑かせって？			
&Text.NPC.Janitor	Я шо — в’язень?	Bin ich Insasse?	Je suis un détenu ?	¿Soy un preso?	Я заключенный?	Sono un detenuto?	我是囚犯吗？	私は囚人か？			
&Text.ChatToGuard	Я тобі не друзяка	Bin nicht dein Kumpel.	On n'est pas potes.	No soy tu colega.	Я тебе не приятель	Non sono tuo amico	我不是你的伙计	私はおまえの友だちじゃない			
&Text.ChatToGuard	Я сюди не балакати прийшов	Bin nicht zum Plaudern da.	Va bavarder plus loin.	No estoy aquí para hablar.	Я здесь не за болтовней	Non son qui per conversare	我不是来聊天的	私はおまえの話相手じゃない			
&Text.Inmates.Banter	Я запізнююся на зустріч!	Bin spät dran für ein Date!	"Vite, j'ai rencard !"	¡Lego tarde a una cita!	Я опоздал на свидание!	Ho un appuntamento!	我约会要迟到了！ 	デートに遅れるぅぅ！			
&Text.Inmates.Banter	Набридло мені це вже…	Bin überfragt ...	J'ai plein de...	Me confunde...	Я насквозь пропитан этим...	Ne ho piene le scatole...	我身上全是它的窟窿……	がんじがらめだ…			
&Text.Guards.CombatEnded	Я весь у крові!	Bin voller Blut!	J'ai du sang sur moi.	¡Sangre en mi camisa!	На мне кровь!	Ho del sangue addosso!	我身上有血迹！ 	服に血がついたぞ！			
&Text.Player.NoStamina	Я надто втомлений, аби робити це…	"Bin zu müde, um weiterzumachen ..."	Je suis trop épuisé pour continuer...	Estoy demasiado cansado para seguir...	"Я слишком устал, чтобы продолжать..."	"Sono a pezzi, non posso continuare..."	我太累了， 没法继续干下去了……	クタクタで続けられない…			
&Text.Inmates.Gym	Виходь за межі	Bis an die Grenze.	Repousse tes limites.	Esfuérzate al máximo.	Давай до предела	Spingiti al limite	推到极限	限界に挑めぇ			
&Text.Visitor.Leave	Бувай!	Bis dann!	À plus !	¡Adiós!	Пока!	Ciao!	再见！ 	またな！			
&Text.Visitor.Leave	До побачення	Bis zum nächsten Mal.	À la prochaine.	Hasta la próxima.	До следующего раза	Ci si vede	下次再见	また今度な			
&Text.Inmates.PlayerRep2	Трішечки грубо...	Bisschen grob.	Sympa...	Qué grosero...	Грубовато...	Che scortese	有点粗鲁……	ちょいと無礼だぞ…			
&Text.NPC.Warden	А це ти той самий, хто намагався втекти?	"Bist du der, der fliehen wollte?"	C'est toi qui veut t'évader ?	¿Eres el que intentaba escapar?	Это ты пытался сбежать?	Sei tu che hai cercato di scappare?	你就是那个想越狱的家伙吗？	おまえさんが脱獄を？			
&Text.Guards.Showers	І ти цим пишаєшся?	Bist du stolz drauf?	Tu es fier de ça ?	¿Estás orgulloso?	Гордишься этим?	Ne vai fiero?	你觉得很自豪吗？	自慢のイチモツか？			
&Text.NPC.Warden	Жодних автографів, будь ласка	Bitte keine Autogramme.	Pas d'autographes.	Autógrafos no.	Никаких автографов	Niente autografi	请勿签名	サインは断っている			
&Text.GuardAlert.Disguise	Зажди, дозволь, я тебе перевірю!	Bleib ein wenig – lass mich dich ansehen!	Reste là... Laisse-moi te fouiller.	"Quédate un rato, quiero verte bien."	"Постой, дай на тебя полюбоваться!"	"Resta un po’, fatti guardare!"	你慢着， 我要检查一下你！ 	ちょっと待て、 調べさせろ！			
&Text.NPC.MedicDismissFromInfirmary	Перепочинь трохи	Bleib ein wenig.	Reste un peu.	Quédate un rato.	Передохни	Fermati un po’	在这里待一会儿	少し休め			
&Text.NPC.MedicDismissFromInfirmary	Не засиджуйся тут	Bleib nicht zu lange.	Ne reste pas trop longtemps.	No te quedes mucho tiempo.	Не задерживайся надолго	Non stare qui a lungo	别待太久	長居はするなよ			
&Text.Inmates.CombatEnded	Лежати	Bleib unten.	Reste là.	Sigue agachado.	Лежать	Sta’ giù	别起来了	一生寝てろ			
&Text.Guards.CombatEnded	Лежати	Bleib unten.	Reste là.	Sigue agachado.	Лежать	Sta’ giù	别起来了	下がってろ			
&Text.GuardAlert.Item	Ай-яй-яй…	"Böse, böse ..."	Vilain vilain...	"¡Malo, malo!"	Наглец...	Cattivo cattivo...	你不乖啊……	いけないねぇ…			
&Text.Guards.InmatesBeingNaughtyDEMO	"Ай-яй-яй!"	"Böse, böse!"	"Pas bien, pas bien !"	"¡Malo, malo!"	Наглец!	"Cattivo, cattivo!"	你不乖啊！ 	いけない坊やだ！			
&Text.Inmates.JobChat	Маю бути зайнятим	Brauch was zu tun.	Faut s'occuper.	Hay que estar ocupado.	Надо что-то делать	Devo tenermi occupato	不能偷懒	忙しくしていたい			
&Text.ChatToGuard	Треба щось?	Brauchst du was?	Tu cherches quoi ?	¿Necesitas algo?	Тебе что-то надо?	Hai bisogno di qualcosa?	你有何需要？	なにか用か？			
&Text.Inmates.Ignore	Тікаєш звідси?	Brichst du aus?	On s'échappe ?	¿Huyendo?	Это побег?	Scappare?	逃出去吗？	脱獄か？			
&Text.Inmates.Gym	*Реве*	BRÜLL	GRRRR	RUGIDO	РЕВ	ROAR	吼	うらあぁぁっ！			
