Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese
&Text.Guards.RollCallMain	Сподіваюся, ви з нетерпінням чекаєте на виставу	"Ich hoffe, ihr freut euch auf das Weihnachtsspiel."	J'espère que vous avez hâte d'assister au spectacle de Noël.	Espero que tengas ganas de ver la obra.	"Надеюсь, вы все с нетерпением ждете пантомимы."	Spero che non vediate l’ora della recita.	我希望你们很期待那出舞剧。	劇が待ち遠しいか？ 
&Text.Guards.RollCallMain	А тут мерзлякувато	Es ist eiskalt da draußen.	"Il fait un froid de canard, dehors."	El exterior está helado.	Снаружи скользко.	"Si gela, là fuori."	外面冷得刺骨。	外は凍えるほど寒い
&Text.Guards.RollCallMain	"Припиніть красти декорації, будь ласка…"	"Bitte hört auf, die Deko zu stehlen …"	"Je vous en prie, arrêtez de voler les décorations..."	"No robéis más decoraciones, por favor..."	Хватит воровать украшения...	"Piantatela di rubare gli addobbi, per favore..."	别再偷装饰物了，拜托……	飾りを盗まないでくれ… 
&Text.Guards.RollCallMain	Кутайтесь тепліше	Zieht euch warm an.	Couvrez-vous bien.	Sigue arropándote bien.	"Кутайтесь получше, чтобы не замерзнуть."	Imbacuccatevi bene.	记得穿暖和点。	暖かい毛布にくるまっていろ
								
								
&Text.NPC.Generic	Я можу захворіти, поки йтиме ця вистава…	"Ich glaub, ich lass mich krankschreiben, wenn das Theater losgeht …"	Je vais peut-être me faire porter pâle pour le spectacle de Noël...	Puede que finja una enfermedad durante la obra...	"Может быть, я возьму отгул, когда пантомима будет идти на сцене..."	Potrei chiedere un giorno di malattia quando ci sarà la recita...	那部哑剧上演的时候我应该请个病假……	劇が始まったら仮病を使おっと… 
&Text.NPC.Generic	"Без мене нічого би не вийшло!"	Ohne mich würde hier gar nichts laufen!	"Sans moi, rien ne serait fait !"	"¡Sin mí, esto no iría a ninguna parte!"	Без меня был бы полный хаос	Senza di me sarebbe un disastro!	没有我， 什么事都办不好！ 	自分がいなけりゃ何も始まらない！ 
&Text.NPC.Generic	Я шо — в’язень?	Bin ich Insasse?	Je suis un détenu ?	¿Soy un preso?	Я заключенный?	Sono un detenuto?	我是囚犯吗？	オレって囚人だっけ？ 
&Text.NPC.Generic	Я тут не для балачок	Bin nicht zum Plaudern da.	Va bavarder plus loin.	No estoy aquí para hablar.	Я здесь не за болтовней	Non son qui per conversare	我不是来聊天的	話し相手にはならねえ
&Text.NPC.Generic	Серйозно?!	Ernsthaft?!	Sérieux ?!	¡¿En serio?!	Серьезно?!	Sul serio?!	当真？！ 	マジか？ 
&Text.NPC.Generic	Гаразд?	Geht’s gut?	C'est bon ?	¿Vale?	Хорошо?	Ve bene?	你好吗？	大丈夫か？ 
&Text.NPC.Generic	Га?	Häh?	Hum ?	¿Eh?	Э?	Eh?	嗯？	うん？ 
&Text.NPC.Generic	*Позіхає*	Gähn ...	*Bâille*	Bostezo…	Зевает...	Yawn…	打哈欠……	ふわぁーあ… 
&Text.NPC.Generic	Як скажеш...	Egal ...	Peu importe...	Da igual...	Плевать...	Come vuoi...	随便了……	どうでもいい… 
&Text.NPC.Generic	*Зяє*	*Gähn*	*Baille*	*Bostezo*	*Зевает*	*Yawn*	*打哈欠*	ふわわわ… 
&Text.NPC.Generic	Легше вже не буде	Wird nicht leichter werden.	Ça ne s'arrange pas.	No es nada fácil.	Проще не становится	È sempre più difficile	并没有变简单	ちっともラクにならないな… 
&Text.NPC.Generic	Шо ти?	Was geht?	Yo	¿Qué hay?	Отлично	Ehi	怎么了	どうした
&Text.NPC.Generic	Ці репетиції жалюгідні	Die Proben sind echt oberpeinlich.	Les répétitions font peur à voir.	Los ensayos daban vergüenza ajena.	Мне очень неловко на этих репетициях.	Le prove sono agghiaccianti.	排练真是让人尴尬。	おぞましいリハだ
&Text.NPC.Generic	Аж кортить побачити їхні спроби акторської гри!	Diese Insassen werden sich echt schön zum Affen machen!	J'ai tellement hâte de voir ces prisonniers essayer de jouer la comédie !	¡Estoy deseando ver a los presos intentar actuar!	"Я очень хочу увидеть, как заключенные будут пытаться играть на сцене!"	Non vedo l’ora di guardare quei detenuti mentre tentano di recitare!	我等不及要看那些囚犯试着表演了！	囚人たちの劇を見るのが待ちきれない！ 
&Text.NPC.Generic	Той постановник постійно цупить мій йогурт	Der Produzent klaut dauernd meinen Joghurt …	Ce producteur n'arrête pas de voler mon yaourt.	Ese productor sigue robando mis yogures.	Продюсер ворует мои йогурты.	Quel produttore continua a rubarmi lo yogurt.	那个制作人一直在偷喝我的酸奶。	あのプロデューサー、 いつもヨーグルトを盗んでいきやがる
								
								
&Text.Director.Banter	І… оплески! Натовп шаленіє!	Uuuund … Applaus! Die Menge wird wild!	Et on applaudit ! Le public est en plein délire !	¡Y aplauso! ¡El público enloquece!	И аплодисменты! Толпа сходит с ума!	Applauso! Il pubblico è in delirio!	然后鼓掌！观众都疯狂了！	そして歓声が！ 観衆は大興奮だ！ 
&Text.Director.Banter	"Один і два, три і чотири…"	"Und eins und zwei, und drei und vier …"	"Et 1, 2, 3 et 4…"	"#1 y 2, 3 y 4..."	1 и 2 и 3 и 4 и...	"E 1, 2, e 3 e 4..."	1 号和 2 号，3 号和 4 号……	ワン、 ツー、 スリー、 フォー… 
&Text.Director.Banter	Ви маєте викластися на всі 110%!	"Ich erwarte, dass ihr hundertzehn Prozent gebt!"	Donnez-vous à 110 % !	¡Deberías darme tu 110 %!	Вы должны выложиться на все 110 %!	Dovreste dare il 110%!	你们要发挥出 110% 的表现！	110パーセントの力を出せ！ 
&Text.Director.Banter	І... Стрибайте та посміхайтесь! 	Und … springen und lächeln! 	Et... On saute et on sourit ! 	Y... ¡Salta y sonríe! 	И... Прыгаем и улыбаемся! 	E... Saltate e sorridete! 	然后……跳起来，微笑！ 	最後に… ジャンプしてスマイルだ！ 
&Text.Director.Banter	А хто у нас гратиме Коня?!	Wer will als Pferd auftreten?	Qui va jouer le rôle du cheval ?!	¡¿Quién interpretará al caballo?!	Кто будет играть нашу лошадь?!	Chi farà la parte del Cavallo?!	谁会扮演我们的马？！	馬の役をやりたい者は？ 
&Text.Director.Banter	"«О, стань-но сюди, благай же мене…»"	"„Oh kommet herbei, flehet, danket, lauschet meinen Worten …“ "	"« Oh, vous que voici, je vous implore... » "	"""Oh, ven a mí, te lo imploro..."" "	"«О, приди ко мне, умоляй меня...» "	"“La notte è scesa, e brilla la cometa...” "	“哦，君到此来，援手于我……” 	おお汝よ来たれ、 わが言葉を聞け… 
&Text.Director.Banter	"О, я такий хороший!"	"Mann, ich bin echt gut!"	"Oh, je suis un génie !"	¡Soy brillante!	"О боже, как я хорош!"	"Oh, quanto talento ho!"	哦，我真是太棒了！	ああ、 私は天才すぎる！ 
&Text.Director.Banter	Ваша гра така ж граційна та витончена, як дерево, що падає!	Du bist ungefähr so elegant wie ein umfallender Baum!	Vous avez la délicatesse et l'élégance d'un arbre déraciné !	¡Actúas con la delicadeza y elegancia de un tronco!	Ты играешь с грацией и чувством поваленного дерева!	Recitate con la grazia e il portamento di un albero che cade!	你的表演和一棵倒下的树一样僵硬！	君の演技は倒木のように巧みで静かだ！ 
&Text.Director.Banter	Це лише мить для моєї кар’єри	Das hier ist nur ein kleiner Knick in meiner Karriere.	Ce n'est qu'un mauvais moment à passer dans ma carrière.	Esto solo es otro escalón en mi carrera.	Это всего лишь одно мгновение моей карьеры.	Questo è solo un piccolo contrattempo nella mia carriera.	这只是我职业生涯中的一个光点。	わがキャリアの汚点でしかない
&Text.Director.Banter	"Якщо це й варто робити, то лиш із блискітками!"	Es ist kein Theater ohne ganz dick aufgetragenen Kitsch! 	"Si ça vaut le coup de le faire, ça vaut le coup de le faire avec des paillettes ! "	"¡Si vale la pena, vale la pena hacerlo con lentejuelas! "	"Если что-то делаешь, добавь туда блесток! "	"Se s’ha da fare, s’ha da fare con le paillettes! "	如果这值得干，那就值得用心去干！ 	やると決めたら、 ド派手にやるまで！ 
&Text.Director.Banter	"Остання репетиція, панове!"	"Als nächstes eine Probe mit Kostümen, Leute!"	"Ensuite, répétitions avec les costumes, tout le monde !"	¡Haremos una prueba de vestuario!	"Дальше идут репетиции в костюмах, народ!"	"E ora la prova costume, gente!"	接下来是带妆彩排，伙计们！	次は本稽古だぞ、 君たち！ 
&Text.Director.Banter	Я справжній!	Ich bin ein Naturtalent!	C'est inné chez moi !	¡Soy un genio!	Я настоящий самородок!	Ho un talento naturale!	我是个天才！	私は天才だ！ 
&Text.Director.Banter	Хто-небудь бачив сценарій?	Hat jemand das Skript gesehen?	Quelqu'un aurait vu le script ?	¿Alguien ha visto el guión?	Кто-нибудь видел сценарий?	Qualcuno ha visto il copione?	有谁看到剧本了吗？	誰か、 脚本を見てないか？ 
&Text.Director.Banter	"Зробити Коня для вистави не так вже й складно, чи не так?"	"Ein Weihnachtspferd zu machen, kann doch nicht so schwer sein, oder?"	"Un cheval de spectacle, ça ne devrait pas être très compliqué à réaliser, n'est-ce pas ?"	"No es tan difícil hacer un caballo de atrezo, ¿no?"	"Лошадь для пантомимы наверняка очень просто сделать, верно?"	"Non dev’essere troppo difficile fare il cavallo in una recita, no?"	舞剧里的马又不难做，是吧？	馬の人形くらい、 簡単に作れるだろう？ 
&Text.Director.Banter	"Це зветься талантом, ти, певно, не чув про таке"	Schonmal von „Talent“ gehört? Habt ihr sowas?	"Ça s'appelle le talent, vous en avez peut-être déjà entendu parler ?"	"Se llama talento, ¿has oído hablar de ello?"	"Это называется «талант», может, доводилось слыхать?"	Si chiama talento. Forse ne avete sentito parlare!	这就叫天赋，或许你听说过这东西？	これを才能と呼ぶのだ、 知ってたか？ 
								
								
&Text.Guard.Banter	Усе, що вони роблять — це балачки про роботу над «сценарієм»	"Die machen doch nichts, als sich mit ihrem „Skript“ wichtig zu machen."	"Tout ce qu'ils font c'est prétendre travailler dur sur leur ""script""."	Solo hablan sobre trabajar en su 'guión'.	"Всё, что они делают, — ноют о работе над своим «сценарием»."	Non fanno altro che pavoneggiarsi lavorando a quel loro ‘copione’.	他们就只会晃来晃去写他们那些所谓的‘剧本’。	脚本、 脚本ってやかましいっての
&Text.Guard.Banter	Хтось питав у мене, чи вмію я грати?	"Hat mich jemand gefragt, ob ich schauspielern kann?"	Quelqu'un m'a-t-il déjà demandé si je savais jouer la comédie ?	¿Alguien me ha preguntado si sé actuar?	"Меня кто-нибудь спрашивал, могу ли я играть на сцене?"	Qualcuno mi ha chiesto se so recitare?	有谁问过我我能不能表演吗？	演技ができるか聞かれてないぞ？ 
&Text.Guard.Banter	Я був би чудовим Джином… якби мене покликали	Ich würde einen guten Dschinn abgeben … wenn man mich fragen würde.	Je serai un vrai génie... au cas où ça vous intéresserait.	Sería un gran genio... si me lo pidiesen.	Я стал бы прекрасным джинном... если бы меня кто-нибудь попросил.	Sarei un ottimo Genio... se me lo chiedessero.	我会是一个出色的鬼怪的……如果有人问我的话。	ランプの魔人役ならお任せあれ… 
&Text.Guard.Banter	Наші премії скасували, щоб купити піротехніку	"Unser Weihnachtsgeld wurde gestrichen, um die Pyrotechnik zu bezahlen."	Notre bonus a été annulé pour financer les feux d'artifice.	Pagaron los fuegos artificiales con nuestra prima.	"Нашу премию отменили, чтобы вложить деньги в пиротехнику."	Ci hanno tolto gli incentivi per finanziare i fuochi artificiali.	我们的奖金被取消了，全都拿来买烟火了。	花火を買うためにボーナスはカットだってさ
&Text.Guard.Banter	Тут надто холодно, щоби займатися цим	Es ist zu kalt für diesen Mist.	Il fait trop froid pour faire ça.	Hace demasiado frío para esto.	Для этого слишком холодно.	Si gela troppo per stare qui.	现在做这个太冷了。	ここはとにかく寒すぎる
&Text.Guard.Banter	Я просто хочу додому	Ich will einfach nur nach Hause.	Je veux simplement rentrer chez moi.	Quiero irme a casa.	Я просто хочу отправиться домой.	Voglio solo andare a casa.	我只想回家。	ただただ家に帰りたい
&Text.Guard.Banter	"Чим швидше це скінчиться, тим ліпше"	"Je schneller das hier vorbei ist, desto besser."	"Plus tôt ce sera terminé, mieux ce sera."	"Cuanto antes acabe, mejor."	"Чем скорее это закончится, тем лучше."	"Prima finirà, meglio è."	这越快结束越好。	さっさと終わってほしいね
&Text.Guard.Banter	Навколо зовсім нічого не відбувається	Hier ist nie etwas los.	Il ne se passe jamais rien ici.	Aquí nunca pasa nada.	Здесь никогда ничего не происходит.	Non succede mai nulla qui.	这儿什么都没发生过。	ここいらじゃ、 事件なんて起きない
&Text.Guard.Banter	От би мене перевели в якесь тепленьке місце	Ich will an einen warmen Ort versetzt werden.	Je veux qu'on me transfert dans un endroit chaud.	Quiero que me transfieran a un sitio cálido.	"Я хочу, чтобы меня перевели в более теплое место."	Voglio farmi trasferire in un posto caldo.	我想要调去哪个暖和点的地方。	もっと暖かい場所へ転属されたい
&Text.Guard.Banter	*Зітхає*	*Seufz*	*soupir*	*suspiro*	*вздох*	*Sigh*	*叹气*	はぁ… 
&Text.Guard.Banter	Уже час отримувати подарунки	Ich sollte wirklich langsam Geschenke kaufen.	Je devrais vraiment commencer à acheter des cadeaux.	Debería empezar a recibir regalos.	Надо начать брать подарки.	Dovrei proprio cominciare a comprare i regali.	真的应该开始领取礼品了。	プレゼントが届き始める頃か？ 
&Text.Guard.Banter	Начальник що, знову вимкнув опалення?	Hat der Wächter schon wieder die Heizung runter gedreht?	Le directeur a-t-il encore éteint le chauffage ?	¿El alcaide ha vuelto a apagar la calefacción?	"А что, надзиратель снова отключил отопление?"	Il Direttore ha di nuovo spento il riscaldamento?	典狱长是不是又把暖气调低了？	所長はまた、 暖房を下げたのか？ 
&Text.Guard.Banter	Є трохи обгорткового паперу?	Hast du zufällig ein bisschen Geschenkpapier übrig?	Il ne vous resterait pas du papier cadeau ?	¿Tienes papel de regalo de sobra?	Есть оберточная бумага?	Ti avanza della carta da regalo?	有多余的包装纸吗？	予備のラッピングはないか？ 
&Text.Guard.Banter	Слід було їхати за кордон	Ich hätte ins Ausland gehen sollen.	J'aurais dû partir à l'étranger.	Debería haber ido al extranjero.	Надо было уехать за границу.	Avrei dovuto andarmene all’estero.	应该出国的。	海外へ行ってりゃよかった
&Text.Guard.Banter	Вище носа!	Kopf hoch!	Courage !	¡Alégrate!	"Эй, выше нос!"	Su con la vita!	干杯！	元気を出せって！ 
								
								
&Text.Guards.Gym	"Так, зимно… ми знаємо"	"Ja, es ist kalt. Wir haben es gehört. "	"Oui, il fait froid... On sait. "	Ya sabemos que hace frío. 	"Да, здесь холодно... мы в курсе. "	"Sì, fa freddo... Lo sappiamo. "	是啊，很冷……我们都知道。 	ああ、 わかる… 寒いよな
&Text.Guards.Gym	Ми теж не хочемо тут бути…	Wir wollen auch nicht hier draußen sein …	On n'a pas non plus envie d'être dehors...	Nosotros tampoco queremos estar aquí...	"Мы тоже не хотим торчать здесь, снаружи..."	Neanche noi vogliamo stare qua fuori...	我们也不想出去……	我々だって外へ出たくはない… 
&Text.Guards.Gym	"Це лише на час, поки зі спортзалу зробили… «Глядовище»"	"Das ist nur, weil der Fitnessraum in ein … „Theater“ umgebaut wurde."	"Ça n'est que le temps qu'on transforme la salle de sport en... ""théâtre""."	"Esto solo durará mientras el gimnasio sea un... ""teatro""."	"Это только на время, пока спортивный зал превращен в... «Театр»."	Durerà solo finché la palestra smetterà di essere un... “Teatro”.	只有在健身房被改成‘剧院’的时候才会这样。	ジムが“劇場” になるっていう間だけだ
&Text.Guards.Gym	Ще кілька тижнів, і ми зможемо знову занести все це всередину	"Noch ein paar Wochen, dann können wir das Zeug wieder reinräumen."	Encore quelques semaines et on pourra rentrer tout ça à l'intérieur.	Una semanas más y podremos volver a meter dentro estas cosas.	Через несколько недель мы сможем всё это перетащить обратно.	Un altro paio di settimane e potremo riportare dentro questa roba.	几周后我们就能把这些东西搬回去了。	数週間後には、 また中で運動できるようになる
&Text.Guards.Gym	Витріть сльози	Wisch dir die Stirn.	Séchez ces fronts.	Secaos ese sudor.	Утри пот	Asciugatevi la fronte	擦擦额头	眉毛が凍ってるぞ
&Text.Guards.Gym	Не соромтесь!	Zeig keine Scham!	Affirmez-vous !	¡Sin vergüenza!	Не стыдись!	Non avete pudore!	没什么丢脸的！ 	全力でやれ！ 
&Text.Guards.Gym	ПОКАЖІТЬ НАМ СЕБЕ!	ZEIG’S UNS!	DÉMENEZ-VOUS !	¡ENSEÑÁDNOSLO!	ПОКАЖИ НАМ!	FATECI VEDERE!	做给我们看！ 	ガッツを見せろ！ 
&Text.Guards.Gym	Не спати! Не дозволяйте холоду забрати вас	Bleibt wach! Lasst euch nicht von der Kälte erwischen.	Ne vous endormez pas ! Ne laissez pas le froid s'emparer de vous.	¡Despierta! No te dejes vencer por el frío.	Не спать! Иначе замерзнете.	State svegli! Non prendetevi il raffreddore.	保持清醒！别让寒冷战胜你。	眠ったらだめだ！ 凍え死にたいか？ 
&Text.Guards.Gym	Можете жалітися скільки завгодно	"Ihr könnt euch beschweren, so viel ihr wollt."	Pleurnichez tant que vous voulez.	Quéjate todo lo que quieras.	Жалуйтесь сколько угодно.	Potete lamentarvi quanto vi pare.	你可以随便抱怨。	好きなだけグチっていい
								
END								
