Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese
&Text.NPC.Warden	So much history	So viel Geschichte.	Ces murs renferment tant d'histoire.	Demasiada historia.	Здесь столько истории	"Quanta storia, qui dentro..."	历史太悠久了	実に豊かな歴史だ
&Text.NPC.Warden	To be part of the history of this building	Teil der Geschichte dieses Gebäudes zu sein …	Nous faisons partie de l'histoire de ce château.	Ser parte de la historia del edificio.	"Подумать только, я — часть истории этого здания"	Essere parte della storia di quest’edificio	这栋建筑已经成为了历史的一部分	この城の歴史の一部となろう
&Text.NPC.Warden	Need to get the catapult plans over to the council	Ich muss die Katapultpläne zum Bauamt bringen.	Nous devons présenter les plans de la catapulte au conseil.	Tengo que llevar los planos de la catapulta ante el consejo.	Надо доставить чертежи катапульты в совет	Devo sottoporre al consiglio i piani per la catapulta	需要将弹射器计划上报给委员会	カタパルトの件を稟議にかけんといかん
&Text.NPC.Warden	It cost how much?!	Es kostet wie viel?!	Ça coûte combien ?!	¡¿Que cuesta qué?!	Сколько-сколько это стоит?!	Quant’è che costa?!	花了多少钱？！	幾らかかるって？！
&Text.NPC.Warden	It feels cosy here… eventually	Schon gemütlich hier … zumindest irgendwann mal.	On n'est pas si mal ici... je suppose.	Se está cómodo aquí... más o menos.	Здесь будет уютно... когда-нибудь	"È un posto confortevole, questo... alla lunga"	终于，这里有了舒适的感觉......	この城も快適になる…はずだ
&Text.NPC.Warden	Need to get those rugs insured	Ich muss diese Teppiche versichern lassen.	Nous devons faire assurer ces tapis.	Hay que asegurar estas alfombras.	Эти ковры надо застраховать	Bisogna far assicurare quei tappeti	得给那些地毯上保险	このじゅうたんにも保険をかけとかんと
&Text.NPC.Warden	Someone's been stealing antiques again	Jemand hat wieder Antiquitäten gestohlen.	Quelqu'un a encore volé des antiquités.	Alguien ha estado robando antigüedades otra vez.	Кто-то опять тырит антиквариат	Qualcuno continua a rubare i reperti	又有人偷古董了	また美術品が盗まれてしまった
&Text.NPC.Warden	Nobody escapes from here	Niemand entkommt von hier.	Personne ne s'évade d'ici.	Nadie se escapa de aquí.	Отсюда никому не сбежать	Nessuno evade da qui	没人能逃出去	ここからは誰一人逃さない
&Text.NPC.Warden	"I don't care what they say, the moat is safe"	"Ist mir egal, was sie sagen, der Burggraben ist sicher."	"Je me fiche de ce qu'ils disent, les douves sont sûres."	"Me da igual lo que digan, el foso es seguro."	"Неважно, что там болтают — ров абсолютно безопасен"	"Non m’importa cosa dicono in giro, il fossato è sicuro"	我不在乎他们说了什么，那条护城河很安全	誰が何と言おうと、堀は安全なのだ
								
								
&Text.Inmates.Banter	I swear I've seen something swimming around out there…	"Ich schwöre, ich habe da draußen etwas herumschwimmen sehen …"	J'aurais juré avoir vu quelque chose nager par ici...	Juro que he visto algo nadando ahí...	"Клянусь, как-то раз мне довелось увидеть, что в нём кто-то плавает..."	Giuro che ho visto qualcosa nuotare là fuori...	我发誓，我见过某种东西在里面游泳......	あの堀を何かが泳いでたんだ…
&Text.Inmates.Banter	I got locked in that dungeon for a fortnight!	Ich wurde zwei Wochen lang in diesem Verlies eingesperrt!	On m'a laissé croupir dans ce donjon pendant deux semaines !	¡Me encerraron en esa mazmorra durante quince días!	Меня заперли в этой темнице на две недели!	Mi hanno rinchiuso in quella segreta per due settimane!	我被锁在这个地牢里已经 14 天了！	あの地下牢に2週間も閉じ込められた！
&Text.Inmates.Banter	Can smell that moat from here…	Ich kann den Burggraben bis hierhin riechen …	Je sens les douves d'ici...	Se huele el foso desde aquí...	Отсюда я чувствую вонь из рва...	Sento l’odore di quel fossato da qui...	在这里都能闻到护城河的味道......	あの堀、ここまでニオってきやがる…
&Text.Inmates.Banter	I climbed up into the warden's office last week	Ich bin letzte Woche ins Wächterbüro geklettert.	"J'ai grimpé jusqu'au bureau du directeur, la semaine dernière."	Escalé hasta la oficina del alcaide la semana pasada.	На прошлой неделе мне удалось забраться в кабинет надзирателя	La settimana scorsa mi sono arrampicato nella Direzione	我上周爬上了监狱长办公室	先週、所長室まで登ってったんだ
&Text.Inmates.Banter	All I need is a Grapple Head and I'm going exploring	Ich brauche bloß einen Greifkopf und dann gehe ich erkunden.	J'ai juste besoin d'une tête de grappin et c'est parti pour l'exploration.	Solo necesito una cabeza de gancho para salir a jugar.	"Всё, что мне нужно, — это захват. И я смогу тут всё облазить"	"Mi serve solo un Gancio e poi via, ad esplorare"	我需要一个抓钩头，就能开始探索了	投げフックさえあれば、どこへでも行けるのになあ
&Text.Inmates.Banter	I just climbed up through a gap in the floor…	Ich bin gerade durch einen Spalt im Boden geklettert …	J'ai réussi à passer par une ouverture dans le sol...	Escalé gracias a un hueco en el suelo.	Мне только что удалось пролезть через дырку в полу...	Ho scoperto che si può arrampicarsi di sopra da un buco nel pavimento...	我通过地板上的缝隙爬了上来......	床の裂け目からよじ登ってさ…
&Text.Inmates.Banter	I found a crawlspace next to the dining hall	Ich habe einen Kriechtunnel neben dem Speisesaal gefunden.	J'ai trouvé un faux plafond près du réfectoire.	Encontré un sótano al lado del comedor.	Мне удалось обнаружить ход рядом со столовой	Ho trovato un cunicolo vicino alla mensa	我在饭厅附近找到了一处槽隙	食堂のすぐ横に抜け穴を見つけた
&Text.Inmates.Banter	Those walls are way too thick to get through…	"Diese Mauern sind viel zu dick, um hindurchzukommen …"	Ces murs sont bien trop épais pour creuser...	Esos muros son demasiado gruesos para atravesarlos...	"Эти стены слишком толстые, чтобы пробиться через них..."	Quelle mura sono troppo spesse per passarci attraverso...	墙体太厚，穿不过去......	あの城壁はぶ厚すぎて突破できねえ…
&Text.Inmates.Banter	There's meant to be a hidden tunnel you know	"Es soll einen versteckten Tunnel geben, weißt du."	Il paraît qu'il y a un tunnel secret quelque part.	"Tiene que haber un túnel secreto, ya sabes."	"Знаете, а здесь ведь должен быть потайной ход"	"Dovrebbe esserci una galleria segreta, sapete"	这里本应该有一个隐藏隧道	どっかに隠しトンネルがあるはずなんだ
&Text.Inmates.Banter	"Got myself a Grapple Hook, and got into the warden's office"	Hab mir einen Enterhaken besorgt und bin ins Wächterbüro gekommen.	"J'ai dégoté un crochet de grappin, ça m'a permis d'accéder au bureau du directeur."	Me hice con un gancho de sujeción y entré en la oficina del alcaide.	Удалось достать захватный крюк и пробраться в кабинет надзирателя	Mi sono procurato un Rampino e ho raggiunto la Direzione	给我弄个抓钩爪，我就能进到监狱长办公室	投げフックを使って、所長室へ忍び込んだんだ
&Text.Inmates.Banter	Nobody believes that I grappled into the control room	"Niemand glaubt, dass ich in den Kontrollraum geklettert bin."	Personne ne me croit quand je dis que j'ai atteint la salle de contrôle.	Nadie se cree que llegué a la sala de control.	"Никто не верит, что мне удалось пробраться на центральный пост"	Nessuno crede che io abbia usato il rampino per andare nella Sala controllo	没人相信我曾爬进控制室	投げフックで監視室へ入れたんだ、本当だぞ
&Text.Inmates.Banter	Warden loves this place	Der Wächter liebt diesen Ort.	Le directeur adore cet endroit.	El alcaide le encanta este sitio.	Надзиратель обожает этот замок	Il Direttore adora questo posto	监狱长爱这个地方	所長はこの城が大好きなんだ
&Text.Inmates.Banter	Last prison I was in had heating… luxury	"Das letzte Gefängnis, in dem ich war, wurde beheizt … Luxus."	Il y avait du chauffage dans mon ancienne prison... C'était le luxe.	La última prisión en la que estuve tenía calefacción... qué lujo.	А в прошлой тюрьме у нас было отопление... настоящая роскошь	Nella prigione di prima c’era il riscaldamento... che lusso	上一处监狱有暖气......真奢侈	前の刑務所には暖房があった…贅沢だろ？
&Text.Inmates.Banter	I hated History at school	In der Schule habe ich Geschichte gehasst.	Je détestais l'histoire à l'école.	Odiaba estudiar historia en el colegio.	История была моим нелюбимым предметом в школе	A scuola odiavo studiare storia	我讨厌学校的历史课	歴史の授業は嫌いだった
&Text.Inmates.Banter	Those suits of armour look inviting	Diese Rüstungen sehen einladend aus.	Ces armures sont intéressantes.	Esa armadura es tentadora.	"Кажется, эти доспехи так и просят, чтобы их надели"	Quelle armature complete sembrano invitanti	这些盔甲看上去很诱人	あのよろいって触りたくなるよな
&Text.Inmates.Banter	I could have sold the stuff in this place for a killing	Ich hätte hier das Zeug für Unmengen verscherbeln können.	J'aurais pu me faire un sacré pactole en vendant tout ce qui se trouve ici.	Podría haber vendido las cosas de este lugar por una barbaridad.	"Можно продать все вещички отсюда, чтобы заработать состояние"	Avrei potuto vendere le cose che sono qui per un omicidio	这地方的东西一定能卖个好价钱	この城のモノを売ったらボロ儲けできんぞ
&Text.Inmates.Banter	I've escaped other places before… but here?	Ich bin von anderen Orten entkommen … aber hier?	J'ai réussi à m'évader de plusieurs prisons... mais celle-ci...	"He escapado de muchos otros sitios, pero este..."	Мне удавалось сбежать из других тюрем... но это место?	Ho già fatto altre evasioni prima d’ora... ma qui?	我以前也成功逃脱过......但这里？	ほかのムショは逃げられたけどよ…ここはヤバいぜ？
&Text.Inmates.Banter	Dunno if I can think of a way out of here	"Weiß nicht, ob ich einen Weg hier raus finde."	Je ne crois pas avoir la moindre idée pour m'évader.	No sé si voy a poder encontrar una ruta de escape.	"Не знаю, получится ли отсюда выбраться"	Non so se riesco a trovare un modo per uscire di qui	我想不到逃出去的方法	脱出方法が思いつかねえ
&Text.Inmates.Banter	I thought I couldn't be contained…	"Ich dachte, man könnte mich nicht einsperren …"	Je pensais être inarrêtable...	Pensé que no me podrían retener.	"Мне казалось, что меня не удержать..."	Credevo non potessero porre limiti alla mia persona...	我想我没有被算在内......	絶対捕まらねえって思ってたけどよ…
&Text.Inmates.Banter	I've got caught every time	Ich wurde jedes Mal geschnappt.	Je me fais prendre à chaque fois.	Siempre me pillan.	Меня постоянно ловят	Mi hanno beccato ogni volta	我每次都被人抓住	毎回捕まっちまうんだ
&Text.Inmates.Banter	I'm out of ideas	Mir gehen die Ideen aus.	Je ne sais plus quoi faire.	No me quedan ideas.	Идеи закончились	Non ho più idee	我没办法了	万策尽きたぜ
&Text.Inmates.Banter	Made myself a sword!	Ich habe mir ein Schwert gemacht!	J'ai fabriqué une épée !	¡Me he fabricado una espada!	"Ух ты, теперь у меня есть меч!"	Mi sono fatto una spada!	给自己做一把长剑!	剣を作ったんだ！
&Text.Inmates.Banter	Why would someone want to live here?	Warum würde jemand hier leben wollen?	Qui voudrait vivre ici ?	¿Por qué querría alguien vivir aquí?	Неужели кому-то хотелось здесь жить?	Perché mai qualcuno vorrebbe vivere qui?	为什么会有人想要住在这里呢?	こんな場所で暮らそうなんてフツー思うか？
&Text.Inmates.Banter	People were easily impressed back in the day	Die Leute waren früher leicht zu beeindrucken.	Les gens étaient facilement impressionnables à l'époque.	La gente es muy impresionable.	Раньше людей было легко впечатлить	In passato la gente si impressionava con poco	过去的人很容易被打动	昔はすげえ城だったんだろうけどよ
&Text.Inmates.Banter	I'd love to smash that vase	Ich würde diese Vase gerne zertrümmern.	J'ai bien envie de casser ce vase.	Me encantaría cargarme ese jarrón.	Мне бы хотелось разбить эту вазу	Quanto vorrei spaccare quel vaso	我很乐意把那花瓶砸了	あのツボ、ぶっ壊してえなあ
&Text.Inmates.Banter	There's old levers around here or something?	Gibt es hier alte Hebel oder sowas?	Il y a des vieux leviers dans le coin ? Ou quelque chose du genre ?	¿Hay palancas antiguas o algo?	Здесь старые рычаги или что-то подобное?	"Ci sono delle vecchie leve qui attorno, giusto?"	那附近有老旧的操作杆或者别的装置吗?	この辺に古いレバーとかあんのか？
&Text.Inmates.Banter	Must be a way over those walls…	Es muss einen Weg über diese Mauern geben …	Il doit y avoir un moyen de franchir ces murailles...	Tiene que haber forma de pasar por esos muros...	"Может быть, есть способ перебраться через эти стены..."	Deve pur esserci un modo di superare le mura...	一定有翻过高墙的方法......	壁を乗り越える方法があるはずだ…
&Text.Inmates.Banter	Wonder if I could dig under that moat?	Ob ich wohl unter dem Burggraben durchbuddeln könnte?	Je me demande si je pourrais creuser sous ces douves...	¿Te imaginas que se pudiera cavar bajo el foso?	"Интересно, можно ли прорыть ход подо рвом?"	Chissà se riuscissi a scavare sotto il fossato?	我在想能不能挖条隧道，从护城河下面出去？	堀の下を掘り進めねえかなあ？
&Text.Inmates.Banter	Guards can see everything from those towers	Von diesen Türmen können die Wärter alles sehen.	Les gardes voient tout depuis ces tours.	Los guardias lo ven todo desde esas torres.	Охранники на этих башнях видят всё	"Da quelle torri, le guardie vedono tutto"	高塔上的警卫能看到一切活动	看守はあの塔からすべてを見てる
&Text.Inmates.Banter	Entire armies couldn't get past those walls…	Ganze Armeen konnten diese Mauern nicht überwinden …	Une armée tout entière ne réussirait pas à passer.	Ni un ejército podría pasar por esos muros...	Эти стены сдерживали целые армии...	Interi eserciti non sono riusciti a oltrepassare quelle mura...	就连军队也攻克不了那些高墙......	軍が束になってもあの壁は破れなかった…
&Text.Inmates.Banter	At least the weather isn't too bad	Immerhin ist das Wetter nicht schlecht.	"Au moins, il ne fait pas trop mauvais."	Por lo menos no hace mal tiempo.	"По крайней мере, погода не такая уж и плохая"	Almeno il clima non è malaccio	至少天气没那么糟	気候は悪くないのが救いだな
&Text.Inmates.Banter	Plenty of rope around here	Hier gibt es viel Seil.	Il y a pas mal de corde ici.	Hay bastante cuerda aquí.	Здесь есть множество веревок	C’è un sacco di corda qua in giro	这附近有许多绳子	こっちにロープが大量にあるぜ
&Text.Inmates.Banter	Drawbridge is hardly ever open….	Die Zugbrücke ist nur selten unten …	Ils ne descendent presque jamais le pont-levis...	El puente levadizo no se ha abierto muchas veces...	Подъемный мост едва ли когда-нибудь опускается...	Il ponte levatoio non viene abbassato quasi mai...	吊桥很少打开......	跳ね橋が下りることは滅多にねえ…
&Text.Inmates.Banter	I've escaped multiple prisons…	Ich bin aus mehreren Gefängnissen entkommen …	J'ai réussi à m'évader d'un paquet de prisons...	Me he escapado de muchas cárceles...	Мне удалось сбежать из множества тюрем...	Non è la prima prigione da cui evado...	我已经帮助很多囚犯越狱了......	オレは何度も脱獄してきた…
&Text.Inmates.Banter	Hoping the lawyer will come through	Hoffentlich kriegt der Anwalt es hin.	J'espère qu'ils laisseront entrer mon avocat.	Esperemos que el abogado se las arregle.	"Надеюсь, адвокат сможет сюда пробиться"	Spero che il mio avvocato mi dia una mano	希望律师能顺利到达	弁護士が中に入れりゃいいが…
&Text.Inmates.Banter	Guards are tough here	Die Wärter hier sind hart.	"Les gardes sont de vrais durs, ici."	Los guardias son duros.	Охранники здесь суровые	"Le guardie sono toste, qui"	这儿的守卫实力很强	ここの看守は相当タフだぜ
&Text.Inmates.Banter	If I have to look at another tapestry…	Wenn ich noch einen Wandteppich ansehen muss …	Si je dois poser les yeux sur une tapisserie de plus...	Si pudiera ver otro tapiz...	Если я увижу еще хоть один гобелен...	Giuro che se mi capita sotto gli occhi un altro arazzo...	如果必须再找一条挂毯的话......	またタペストリーを見ろってか…
&Text.Inmates.Banter	That lute player is getting right on my nerves	Dieser Lautenspieler geht mir auf die Nerven.	Ce joueur de luth me tape sur le système.	El del laúd me está poniendo de los nervios.	Лютня действует мне на нервы	Quel suonatore di liuto mi sta proprio rompendo l’anima	我快被那个吹鲁特琴的逼疯了	あのリュート弾き、無性にイラつくぜ
&Text.Inmates.Banter	"With enough time, I could get under that wall"	Mit genug Zeit könnte ich unter dieser Mauer durchkommen.	"Si on me laissait suffisamment de temps, je pourrais passer sous cette muraille."	"Con el tiempo suficiente, podría pasar por debajo de ese muro."	"Я смогу сделать подкоп под стеной, если времени будет достаточно"	"Se avessi abbastanza tempo, potrei passar sotto a quel muro"	只要给足时间，我就能挖到高墙下面	時間さえありゃ、城壁の下をくぐり抜けれるはずさ
