Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese			
&Text.Guards.RollCallMain	"If we praised him all day, it wouldn't be enough"	"Ihn den ganzen Tag zu preisen, ist noch zu wenig."	Nous ne l'honorerons jamais assez.	"Si lo alabásemos todo el día, aún no sería suficiente."	"Даже если мы будем восхвалять его весь день, этого мало"	"Se lo lodassimo tutto il giorno, non sarebbe abbastanza"	就算我们全天不停地为他歌功颂德， 都道不尽他的伟大	閣下はいくら称えても、  称え足りないお方だ			
&Text.Guards.RollCallMain	What an honor to take a beating for him	"Welche Ehre, für ihn etwas einzustecken."	C'est un honneur de se faire châtier en son nom.	Es un honor recibir una paliza por él.	Какое счастье подвергнуться за него побоям	Essere percossi per sua causa è un onore	为了他接受体罚是无上的光荣	閣下のために殴られるとは、  なんたる名誉か			
&Text.Guards.RollCallMain	Wisdom pours from his lips	Seinen Lippen entströmt Weisheit.	Sa parole est sagesse.	La sabiduría emana de sus labios.	Мудрость исходит из его уст	Le sue parole sono saggezza	他的言语就是智慧	閣下のお口から知恵があふれだす			
&Text.Guards.RollCallMain	Where would we be without him?	Wo wären wir nur ohne ihn?	Que ferions-nous sans lui ?	¿Dónde estaríamos sin él?	Что бы с нами стало без него?	Dove saremmo senza di lui?	要是没有他， 我们还不知在哪儿呢。	閣下がいなくなったら、  われらはどこへ行けばいい？ 			
&Text.Guards.RollCallMain	He has the body of a god	Er hat den Körper eines Gottes.	Il a le corps d'un dieu.	Tiene el cuerpo de un dios.	Его тело божественно	Ha il corpo di un dio	他拥有神的身躯	閣下は神の化身だ			
&Text.Guards.RollCallMain	His hairstyle is truly magnificent	Sein Haar ist wahrlich prachtvoll.	Sa chevelure est splendide.	Su peinado es verdaderamente majestuoso.	Его прическа великолепна	La sua pettinatura è semplicemente magnifica	他的发型何其壮观	閣下の髪型は実に神々しい			
&Text.Guards.RollCallMain	He lead our nation's football team to world victory	Er hat die Fußball-Nationalmannschaft zum Weltmeister gemacht.	Il a mené notre équipe de football à la victoire.	Llevó al equipo de fútbol de nuestra nación a la victoria mundial.	Он приведет нашу футбольную сборную к победе на кубке мира	Ha portato la nostra nazionale di calcio alla vittoria mondiale	他带领我国的足球队拿下了世界杯冠军	閣下はわが国のサッカーチームを世界王者へと導いた			
&Text.Guards.RollCallMain	He left us wanting nothing!	Wegen ihm fehlt es uns an nichts!	Il a comblé tous nos désirs.	¡Nos lo ha dado todo!	Нам больше нечего желать!	Non ci fa mancare niente!	他让我们衣食无忧！	閣下のおかげで満ち足りている！			
&Text.Guards.RollCallMain	He has the greatest military force worldwide!	Er hat die größte Militärmacht der Welt!	Sa puissance militaire est la première mondiale !	¡Posee la mayor fuerza militar del mundo!	У него самая могущественная армия в мире!	Ha la più grande forza militare al mondo!	他拥有世界上最强大的军队！	閣下の軍は世界一お強い！			
&Text.Guards.RollCallMain	He has the whole world in his hand	Er hält die ganze Welt in seiner Hand.	Il tient le monde entre ses mains.	Tiene todo el mundo en sus manos.	Он держит весь мир в своих руках	Ha l'intero pianeta nelle sue mani	整个世界都在他手中	世界は閣下の手の中にある			
&Text.Guards.RollCallMain	He humbly reminds us of his brilliance	Er erinnert uns bescheiden an seine Brillanz.	Il évoque son génie avec humilité.	Con humildad nos recuerda su excelencia.	Он скромно напоминает нам о своем блестящем уме	Ci ricorda umilmente della sua eccellenza	他恭敬地提醒着我们他的英明	閣下のご威光をさりげなく感じる			
&Text.Guards.RollCallMain	Reflect on his mercies	Denkt an seine Gnade.	Que sa clémence nous guide.	Pensad en su bondad.	Подумайте о его милосердии	Rifletti sulla sua clemenza	回想起他的仁慈	閣下の慈悲深さを手本とせよ			
&Text.Guards.RollCallMain	We're filled on the crumbs from his table	Die Krümel auf seinem Tisch sättigen uns.	Les miettes de son repas suffisent à nous rassasier.	Nos basta con las migas de pan que deja en su mesa.	Мы сыты крохами с его стола	Ci nutriamo delle briciole che lascia sulla tavola	他餐桌上的残羹剩饭足够填饱我们的肚子	閣下の机からこぼれたパンくずで、  われらの腹は満たされる			
&Text.Guards.RollCallMain	We sleep safely under his protection	Wir schlafen sicher unter seinem Schutz.	"Sous sa protection, nous dormons sans crainte."	Dormimos con tranquilidad bajo su protección.	Мы спокойно спим благодаря его защите	Dormiamo sonni tranquilli sotto la sua tutela	在他的保护之下， 我们能安然入睡	われらが安心して眠れるのも、  閣下に守られているからこそ			
&Text.Guards.RollCallMain	To lay eyes on him is a great honor	"Ihn zu erblicken, ist eine große Ehre."	Quel honneur que de poser les yeux sur lui.	El mero hecho de observarlo es un gran honor.	Возможность лицезреть его — великая честь	Poterlo solo ammirare è un grande onore	目睹他的雄姿是无上的荣耀	閣下のお姿を拝することは、  この上ない名誉なり			
&Text.Guards.RollCallMain	Known worldwide as the sexiest man alive	"Weltweit bekannt, als der Sexiest Man Alive."	L'homme le plus attirant au monde.	Ampliamente conocido como el hombre más sexy.	Он известен миру как самый сексуальный мужчина	Noto a tutti come l'uomo più sexy mai esistito	举世皆知他是世上最性感的男人	閣下は世界一セクシーな男としても知られる			
&Text.Guards.RollCallMain	Worship him night and day	Verehrt ihn Tag und Nacht.	Adorez-le jour et nuit.	Alabémoslo día y noche.	Поклоняйтесь ему денно и нощно	Adoratelo giorno e notte	日夜膜拜他吧	朝から晩まで閣下を称えよ			
&Text.Guards.RollCallMain	Oh to kiss his shoe!	Küsst seine Schuhe!	"Oh, baisez ses pieds !"	¡Ojalá besara sus zapatos!	Припасть бы к его ногам!	"Oh, baciare le sue scarpe!"	吻他的鞋子！	おお、  閣下の靴にくちづけを！			
&Text.Guards.RollCallMain	We serve him with pride	Wir dienen ihm mit Stolz.	Nous le servons avec fierté.	Lo servimos con orgullo.	Мы служим ему с гордостью	Lo serviamo con orgoglio	我们自豪地侍奉他	誇りをもって閣下に仕えよう			
Text.Escape.Helicopter.TooFewPlayers	I can't pilot this on my own!	Ich kann den nicht alleine fliegen!	J'ai besoin d'aide pour piloter ça !	¡No puedo pilotar esto yo solo!	Я не смогу управлять в одиночку!	Non posso pilotarlo senza un aiuto!	我自己一人没法驾驶这东西！	1人では操縦できない！			
Text.Escape.Helicopter.MultiplayerProximity	I can't leave without the others!	Ich kann ohne die anderen nicht abhauen!	Je ne peux pas partir sans les autres !	¡No puedo irme sin los demás!	Я не могу бежать без остальных!	Non posso andarmene senza gli altri!	我不能丢下其他人自己离开！	仲間を置いては脱獄できない！			
Text.Escape.FeignDeath.Stage01.Wrong	"If I craft a Heart Rate Slower, I could use this…"	Mit einem Herzschlag-Verlangsamer könnte ich das verwenden.	Ce serait utile avec un ralentisseur de rythme cardiaque…	"Si creo algo para ralentizar los latidos, podría usarlo..."	Сделаю замедлитель пульса и смогу использовать это...	"Se creo un rallentatore di battito cardiaco, potrei usarlo..."	如果我制造一个心率减慢器， 我就能使用这个了……	「心拍数低下装置」を作れば、  これを利用できるかも…			
Text.Escape.FeignDeath.TooManyPlayers	I can only escape using this on my own!	"Ich kann nur fliehen, wenn ich das selbst verwende!"	"Avec ça, je ne pourrai emmener personne !"	¡Solo puedo escapar usando esto yo solo!	"Я смогу бежать, только если использую это один!"	Devo essere solo io per evadere così!	我只能自己用这个东西越狱！	この方法では、  1人しか脱獄できない！			
Text.Escape.Helicopter.Stage01.Wrong	We're going to need to craft a Fake Gun to take control of this!	"Wir müssen eine falsche Schusswaffe herstellen, um das zu übernehmen!"	On va devoir fabriquer un faux pistolet pour prendre le contrôle !	¡Tenemos que hacer una pistola de mentira para tomar el control!	"Нам нужно создать муляж пистолета, чтобы захватить контроль!"	Dovremo creare una Pistola finta per prendere il controllo!	我们需要制作一把仿制枪才能控制这个东西！	これを乗っ取るには、  「インチキ銃」を作る必要がある！			
END											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
											
