Text ID	English	German	French	Spanish	Russian	Italian	Chinese	Japanese
HUD.Tutorial.UseItem	Use Item	Gegenstand nutzen	Utiliser l'objet	Usar objeto	Исп. предмет	Usa oggetto	使用物品	アイテムを使う
HUD.Tutorial.UseItemInfo	An Item must be equipped to use it. Different Items have different uses.	Ein Gegenstand muss zur Nutzung angelegt sein. Gegenstände haben verschiedene Nutzen.	Un objet doit être sélectionné pour être utilisé. Différents objets ont différents usages.	Debes equipar un objeto para usarlo. Cada objeto tiene su uso.	Для использования предмета его нужно снарядить. Разные предметы используются по-разному.	Per usare un oggetto devi equipaggiarlo. I diversi oggetti hanno usi diversi.	物品必须装备后才能使用。 不同物品用处也不同。 	アイテムは装備して使う。 用途はアイテムによって異なる。 
								
HUD.Tutorial.UseInventoryHeader	Inventory	Inventar	Inventaire	Inventario	Запасы	Inventario	物品栏	道具袋
HUD.Tutorial.UseInventory	Use Inventory	Inventar nutzen	Utiliser l'inventaire	Usar inventario	Исп. запасы	Usa Inventario	使用物品栏	道具を使う
HUD.Tutorial.UseInventoryInfo	Highlight the desired Item to equip it. Equipped Items can be used or discarded.	Wähle zum Ausrüsten den gewünschten Gegenstand. Diese werden dann genutzt oder weggeworfen.	"Mettez l'objet en surbrillance pour le sélectionner, puis utilisez-le ou jetez-le."	Destaca el objeto deseado para equiparlo. Los objetos equipados pueden usarse o descartarse.	"Выделите предмет, чтобы снарядить его. Снаряженные предметы можно использовать или выбросить."	Evidenzia l’oggetto desiderato per equipaggiarlo. Gli oggetti possono essere usati o scartati.	高亮显示想要的物品将其装备。 你可以使用或丢弃已装备的物品。 	使いたいアイテムを選択して装備。 装備したアイテムは捨てることもできる。 
								
HUD.Tutorial.TakeItemHeader	TAKE Item	Gegenstand NEHMEN	PRENDRE l'objet	COGER objeto	ВЗЯТЬ предмет	PRENDI oggetto	拿取物品	アイテムの取得
HUD.Tutorial.TakeItem	Take Item	Gegenstand nehmen	Prendre l'objet	Coger objeto	Взять предмет	Prendi oggetto	拿取物品	アイテムを入手する
HUD.Tutorial.TakeItemInfo	Items can only be taken if you have space in your Inventory.	"Gegenstände können genommen werden, wenn du genug Platz im Inventar hast."	Les objets ne peuvent être pris que si vous avez de la place.	Solo puedes coger objetos si cuentas con espacio en el inventario.	Предметы можно брать только при наличии места в запасах.	Gli oggetti possono essere presi solo se hai spazio nel tuo Inventario.	你物品栏里有空间时才能拿取物品。 	アイテムは、 道具袋に空きがないと 取得できない。 
								
HUD.Tutorial.DiscardItemHeader	DISCARD Item	Gegenstand WEGWERFEN	JETER l'objet	DESCARTAR objeto	ВЫБРОС. предм.	SCARTA oggetto	丢弃物品	アイテムの廃棄
HUD.Tutorial.DiscardItem	Discard Item	Gegenstand wegwerfen	Jeter l'objet	Descartar objeto	Выброс. предм.	Scarta oggetto	丢弃物品	アイテムを捨てる
HUD.Tutorial.DiscardItemInfo	Items can be dropped from your Inventory onto the floor.	Gegenstände können im Inventar zu Boden fallengelassen werden.	Les objets peuvent être posés depuis votre inventaire.	Puedes soltar objetos de tu inventario en el suelo.	Предметы можно выбросить из запасов на пол.	Gli oggetti possono essere lasciati per terra dal tuo Inventario.	你可以将物品栏里的物品丢弃在地上。 	道具袋の中のいらないアイテムは、 床に置いておくことができる。 
								
								
HUD.Tutorial.TaggingHeader	TAGGING	TAGGEN	REPÈRES	FIJAR	УСТ. МЕТКИ	MARCHIO	添加标签	マーキング
HUD.Tutorial.Tagging	Tag Location	Ort taggen	Indiquer un endroit	Fijar ubicación	Место для метки	Mettere un marchio	给地点添加标签	地点をマークする
HUD.Tutorial.TaggingInfo	"You can tag locations in the prison, marking that location on each player's map."	"Du kannst Orte im Gefängnis taggen, was den Ort auf der Karte jedes Spielers markiert."	Vous pouvez placer un repère dans la prison et sur la carte de chaque joueur.	Puedes fijar ubicaciones de la prisión y que las vean otros jugadores en el mapa.	"Вы можете помечать места в тюрьме, отмечая их на карте каждого игрока."	Puoi marchiare una posizione nella prigione per segnarla sulla mappa di ogni giocatore.	你可以在监狱内的各处地点添加标签， 将其标记在每名玩家的地图上。 	刑務所内の任意の場所にマークを付け、 各プレイヤーのマップ上で示すことができる。 
								
HUD.Tutorial.PickUpLootHeader	PICK UP/LOOT	AUFHEBEN/PLÜNDERN	SOULEVER/VOLER	RECOGER/SAQUEAR	ПОДОБРАТЬ/ОГРАБИТЬ	RACCOGLI/DERUBA	拾取/搜刮	抱える/奪う
HUD.Tutorial.Looting	Loot Body	Körper plündern	Fouiller le corps	Saquear cuerpo	Ограбить тело	Deruba corpo	拾取身上的物品	所持品を奪う
HUD.Tutorial.PickUp	Pick Up Body	Körper aufheben	Soulever le corps	Recoger cuerpo	Подобрать тело	Raccogli corpo	扛起目标	気絶者を抱える
HUD.Tutorial.PickUpLootInfo	"Unconscious characters can be looted, picked up and bound."	"Bewusstlose Charaktere kann man plündern, aufheben oder fesseln."	"Les personnages inconscients peuvent être fouillés, soulevés et attachés."	"Puedes saquear, recoger y atar a personajes inconscientes."	"Персонажей в отключке можно грабить, подбирать и связывать."	"I personaggi svenuti possono essere derubati, raccolti o legati."	你可以捆绑与扛起昏迷不醒的角色， 也可以拾取他们身上的物品。 	気絶した相手からは所持品を奪うことが可能。 抱き上げて運び、 縛ることもできる。 
								
HUD.Tutorial.DesksHeader	DESKS	PULTE	BUREAUX	ESCRITORIOS	СТОЛЫ	TAVOLI	桌子	机
HUD.Tutorial.DeskOpen	Open Desk	Pult öffnen	Ouvrir le bureau	Abrir escritorio	Открыть стол	Apri tavolo	打开桌子	机を開ける
HUD.Tutorial.DeskPickUp	Pick Up Desk	Pulte aufheben	Soulever le bureau	Coger escritorio	Поднять стол	Raccogli tavolo	扛起桌子	机を持つ
HUD.Tutorial.DeskClimb	Desks can be climbed upon by continuing to walk against them.	"Man kann auf Pulte steigen, indem man gegen sie läuft."	Vous pouvez grimper sur les bureaux en continuant à marcher vers eux.	Puedes subirte a escritorios al caminar hacia ellos.	На столы можно забраться и идти по ним.	Per salire sui tavoli continua a camminare contro di essi.	持续朝桌子移动就能爬上去。 	机に向かって歩き続けると、 よじ登ることができる。 
								
HUD.Tutorial.PutDownHeader	PUT DOWN	ABLEGEN	DESCENDRE	SOLTAR	ПОЛОЖИТЬ	METTI Giù	放下	モノを置く
HUD.Tutorial.PutDown	Put Down	Ablegen	Descendre	Soltar	Положить	Metti giù	放下	置く
HUD.Tutorial.PutDownInfo	Characters and desks that have been picked up can be put back down again.	Aufgenommene Charaktere und Pulte können wieder abgelegt werden.	Les personnages et les bureaux qui ont été soulevés peuvent redescendre.	Puedes soltar los personajes y escritorios que hayas cogido.	"Персонажей и столы, которые были подняты, можно снова вернуть на место."	I personaggi e i tavoli raccolti possono essere messi giù di nuovo.	你可以放下扛起的角色和桌子。 	気絶したキャラや机は持ち上げて運んだり、 床に下ろしたりできる。 
								
HUD.Tutorial.EmoteHeader	EMOTE	EMOTE	ÉMOTE	EMOTICONO	ЭМОДЗИ	EMOTE	表情	エモート
HUD.Tutorial.Emote	Emote	Emote	Émote	Emoticono	Эмодзи	Emote	表情	エモート
HUD.Tutorial.EmoteInfo	Emotes can be used to communicate with other players whilst playing online.	"Emotes können genutzt werden, um während des Spielens mit anderen Spielern zu kommunizieren."	Les émotes servent à communiquer entre joueurs en mode En ligne.	Puedes usar emoticonos para comunicarte con otros jugadores en línea.	Эмодзи можно использовать для общения с другими игроками при игре в Интернете.	Gli emote possono essere usati per comunicare con altri giocatori nel gioco online.	在线游戏时， 你可以用表情与其他玩家交流。 	エモートを使えばオンラインプレイ中、 他のプレイヤーに指示を伝えたりできる。 
								
HUD.Tutorial.GymHeader	GYM	FITNESSRAUM	SALLE DE SPORT	GIMNASIO	ЗАЛ	PALESTRA	健身房	ジム
HUD.Tutorial.GymInfo	"Working out on different gym equipment increases either your Strength or Fitness stats, at the cost of some Stamina."	Das Training an verschiedenen Geräten im Fitnessraum erhöht deine Stärke- oder Fitnesswerte auf Kosten von etwas Ausdauer.	S'entraîner sur différents équipements sportifs augmente vos stats de force et de forme contre un peu d'endurance.	Usar los equipamientos del gimnasio aumenta tu fuerza o físico a cambio de energía.	"Занятия спортом повышают Здоровье и уровень Физической формы, однако немного снижают Выносливость."	Allenandoti con diversi attrezzi aumenterai la tua Forza e la tua Forma fisica al costo di Energia.	使用不同健身器械锻炼可消耗耐力， 提升你的力量或体质属性。 	ジムのマシンで体を鍛えると 「スタミナ」を消費して、 「筋力」か「体力」を 強化することができる。 
								
HUD.Tutorial.NPCsHeader	CHARACTERS	CHARAKTERE	PERSONNAGES	PERSONAJES	ПЕРСОНАЖИ	PERSONAGGI	角色	キャラクター
HUD.Tutorial.NPCInfo	Accessing another character's menu allows you to view their profile and gift Items to them. Some inmates have favours or will sell Items to you.	"Der Zugriff auf das Menü anderer Charaktere erlaubt dir, ihr Profil anzusehen und ihnen Gegenstände zu schenken. Manche Insassen haben Gefallen oder verkaufen dir Gegenstände."	Accéder au menu d'un autre personnage vous permet de voir son profil et de lui offrir des cadeaux. Certains détenus vous demanderont des services ou vous vendront des objets.	Acceder al menú de otro jugador te permite ver su perfil y regalarle objetos. Algunos presos pedirán favores o venderán objetos.	Доступ к меню других персонажей позволяет просматривать их профили и дарить им предметы. Некоторые арестанты могут попросить об одолжении или что-то продать.	Nel menu degli altri personaggi puoi vedere il loro profilo e regalare oggetti. Alcuni detenuti possono farti dei favori o venderti oggetti.	打开其他角色的窗口即可查看他们的档案， 并给他们送礼物。 你可以做人情帮助某些囚犯， 还有些囚犯愿意向你出售物品。 	他のキャラクターのプロフィールを開くと、 能力値を確認したり、 アイテムを贈ったりできる。 「頼みごと」があったり、 アイテムを売ってくれる囚人もいる。 
								
HUD.Tutorial.OutfitsHeader	OUTFITS	KLEIDUNG	TENUES	TRAJES	ОДЕЖДА	VESTITI	服装	服
HUD.Tutorial.OutfitsInfo	"Your character starts off wearing an Inmate's outfit. Additional outfits can be stolen or crafted to help you in escaping, such as Guard and Medic outfits."	"Zu Beginn trägt dein Charakter die Kleidung eines Insassen. Zusätzliche, beim Ausbruch behifliche Kleidung – wie Wärter- oder Sanitäterkleidung – kann gestohlen oder hergestellt werden."	"Votre personnage commence par porter une tenue de détenu. Des tenues supplémentaires peuvent être volées ou fabriquées pour vous aider à vous évader, comme celles de gardien ou de médecin."	"Tu personaje empieza usando un traje de preso. Puedes robar o crear trajes que te ayuden a escapar, como trajes de guardia o de médico."	"Ваш персонаж начинает в одежде заключенного. Другую одежду (н-р, форму охранника или медика) можно украсть или изготовить. Это поможет при побеге."	"All’inizio il tuo personaggio indosserà un completo da carcerato. Per evadere puoi rubare o creare dei completi, come ad esempio i completi da Guardia o da Medico."	你的角色一开始穿的是囚犯服装。 你可以制作或窃取额外服装帮助你越狱， 比如说守卫和医生服装。 	プレイヤーは最初、 囚人服を着ている。 看守や医務官の服を奪うか、 作って、 脱獄に役立てよう。 
								
HUD.Tutorial.QuestLogHeader	FAVOURS	GEFALLEN	SERVICES	FAVORES	ОДОЛЖЕНИЯ	FAVORI	人情	頼みごと
HUD.Tutorial.QuestLogInfo	"NPCs throughout the prisons have favours you can do for them, in exchange for money and Item rewards.\n\nUse the objective marker on your minimap to guide you."	"NSCs in den Gefängnissen haben Gefallen, die du für Geld oder Gegenstände für sie erledigen kannst.\n\nLass dich von den Ziel-Markierungen auf deiner Minimap leiten."	"Dans les différentes prisons, des PNJ vous demandent des services en échange d'argent ou d'objets.\n\nUtilisez le marqueur d'objectif sur votre mini-carte pour vous guider."	"A lo largo de las prisiones, hay PNJ a los que puedes hacer favores a cambio de recompensas de dinero u objetos.\n\nUsa el marcador de objetivos de tu minimapa para guiarte."	"Вы можете делать одолжения неигровым персонажам в тюрьме, получая взамен деньги или предметы.\n\nВ качестве напоминаний используйте маркеры цели на мини-карте."	Puoi fare favori ai PNG nelle prigioni in cambio di denaro e oggetti.\n\nUsa il segnalatore di obiettivi sulla tua mini-mappa per aiutarti.	你可以做人情帮助监狱各处的NPC， 他们会给你金钱或物品奖励作为回报。 \n\n小地图上的目标标记可为你提供指引。 	刑務所内には、 プレイヤーに用事を頼んでくる キャラクターがいる。 こうした「頼みごと」をこなすと、 コインやアイテムがもらえる。 \n\nミニマップの「目標マーク」を 活用して、 頼みごとを完了させよう。 
								
HUD.Tutorial.CraftingHeader	CRAFTING	HERSTELLEN	FABRIQUER	TALLER	ИЗГОТОВЛЕНИЕ	CREAZIONE	制作	工作
HUD.Tutorial.CraftingInfo	Items such as tools and weapons can be crafted out of Items you find around the prison. Crafting is split into 5 tiers of Intellect which govern the recipes you can use.	"Gegenstände wie Werkzeuge und Waffen können aus Gegenständen hergestellt werden, die du im Gefängnis findest. Herstellung ist in 5 Stufen des Verstands eingeteilt, welche die von dir nutzbaren Anleitungen bestimmen."	Les objets comme les outils et les armes peuvent être fabriqués à partir d'objets que vous trouvez dans la prison. Les recettes de fabrication se divisent en 5 tiers d'intelligence.	"Puedes crear herramientas y armas a partir de objetos que encuentres en la prisión. El taller está dividido en 5 categorías de intelecto, que rigen las recetas que puedes usar."	"Из предметов, найденных в разных местах тюрьмы, можно изготовить инструменты или оружие. Изготовл. разделено на 5 рангов Инт., определяющих доступные вам методы и рецепты."	Oggetti come attrezzi e armi possono essere prodotti con altri oggetti che trovi per la prigione. Le ricette di questi oggetti si dividono in 5 livelli di Intelligenza.	可以用在监狱里各处找到的物品制作工具、  武器等物品。 根据智力高低， 制作分为5级。 智力越高， 能使用的图样越多。 	刑務所内で見つけたアイテムを使って、 様々な道具や武器を作成することができる。 作成できるアイテムや利用できるレシピは、 「知力」の値によって5段階に分けられる。 
								
HUD.Tutorial.KeysHeader	KEYS/KEYCARDS	SCHLÜSSEL/SCHLÜSSELKARTEN	CLÉS/CARTES MAGNÉTIQUES	LLAVES/TARJETAS	КЛЮЧИ/КЛЮЧ-КАРТЫ	CHIAVI/SCHEDE	钥匙/门卡	カギとキーカード
HUD.Tutorial.KeysInfo	"Different doors can have corresponding coloured keys or keycards, which can be stolen and copied. Copies degrade with use and stolen originals will raise the Security Level to LOCKDOWN!"	"Verschiedene Türen haben entsprechend gefärbte Schlüssel oder Schlüsselkarten, die gestohlen oder kopiert werden können. Kopien degradieren bei der Nutzung und gestohlene Originale erhöhen das Sicherheitslevel auf VERRIEGELUNG!"	Les différentes portes s'ouvrent avec des clés et des cartes magnétiques de couleurs différentes qui peuvent être volées et copiées. Les copies s'abîment avec le temps et les originales volées mettent le niveau de sécurité en URGENCE !	"Las diferentes puertas tienen llaves o tarjetas de color correspondiente, que se pueden robar y copiar. ¡Las copias se degradan al usarse y robar las originales aumentará el nivel de seguridad a BLOQUEO!"	"Различным дверям соответствуют ключи или ключ-карты такого же цвета, которые можно украсть и подделать. Копии разрушаются при использовании, а кража оригинала приведет к повышению ур. безопасности до ИЗОЛЯЦИИ!"	Diverse porte possono avere chiavi o schede elettroniche del colore corrispondente che possono essere rubate e copiate. Le copie si consumano con l’uso mentre gli originali rubati alzeranno il livello di sicurezza a LOCKDOWN!	不同的门拥有对应颜色的钥匙或门卡。 这类物品可以窃取或复制。 复制品会在使用过程中慢慢磨损， 窃取原件会将戒备等级提升到封锁！	色の付いているドアは、 同色のカギやキーカードでしか開けられない。 カギは看守から盗むか、 複製して手に入れる。 複製したカギは使用するたびに損耗し、 カギの盗難がバレた瞬間、 「施設封鎖」が発生する。 
								
HUD.Tutorial.DogsHeader	DOGS	HUNDE	CHIENS	PERROS	СОБАКИ	CANI	警犬	番犬
HUD.Tutorial.DogsInfo	Dogs are released as the Security Level of the prison increases. Dogs can track Inmates and cannot be stopped.	Hunde werden bei Erhöhung des Gefängnis-Sicherheitslevels freigelassen. Hunde spüren Insassen auf und sind unaufhaltsam.	Les chiens sont lâchés lorsque le niveau de sécurité augmente. Les chiens traquent les détenus et ne peuvent pas être arrêtés.	Se soltarán perros a medida que aumente el nivel de seguridad de la prisión. Los perros pueden rastrear a los presos y es imposible pararlos.	Собак спускают при повышении уровня безопасности тюрьмы. Собаки могут выслеживать арестантов и их нельзя остановить.	"Quando il livello di sicurezza si alza, vengono liberati i cani. I cani inseguono i detenuti e non possono essere fermati."	随着监狱戒备等级上升， 会出动警犬。 警犬能追踪囚犯， 且无法阻拦。 	刑務所の警戒度が上昇すると 番犬が解き放たれ、 囚人を追いかけてくる。 倒すことはできない。 
								
HUD.Tutorial.VisitorsHeader	VISITORS	BESUCHER	VISITEURS	VISITANTES	ПОСЕТИТЕЛИ	VISITATORI	探视者	面会人
HUD.Tutorial.VisitorsInfo	During free periods a visitor may come and see you when you sit down in the visitor room. If you're lucky they may even bring a gift for you!	"Während der Freizeit kann ein Besucher dich besuchen kommen, wenn du im Besucherraum sitzt. Wenn du Glück hast, bringen sie dir ein Geschenk mit!"	"À certains moments, un visiteur peut venir vous voir au parloir. Si vous avez de la chance, ils pourraient vous apporter un cadeau !"	Durante los periodos libres pueden venir a verte visitantes si te sientas en la sala de visitas. ¡Con suerte puede que traigan un regalo!	"В часы отдыха к вам может прийти посетитель. Чтобы встретиться с ним, нужно сесть в комнате для свиданий. Если вам повезет, они принесут гостинец!"	"Nei momenti liberi, vai a sederti nella stanza delle visite: qualcuno potrebbe venire a trovarti. Se hai fortuna potrebbe anche portarti un regalo!"	自由活动期间， 你坐在探视者房间里时或许会有人来探视你。 如果你走运的话， 他们也许会送你一份礼物！	自由時間中に面会室で座っていると、 誰かが会いにくることがある。 差し入れをもらえることも！
								
HUD.Tutorial.StatsHeader	STATS	WERTE	STATS	ESTADÍSTICAS	ХАРАКТЕРИСТИКИ	STATISTICHE	属性	能力値
HUD.Tutorial.StatsInfo	"Strength, Fitness and Intellect make up your character's stats. Strength governs damage done, Fitness governs Stamina loss, and Intellect governs crafting ability."	"Stärke, Fitness und Verstand sind deine Charakterwerte. Stärke bestimmt den verursachten Schaden, Fitness den Ausdauerverlust und Verstand die Herstellungsfähigkeiten."	"La force, la forme et l'intelligence forment les stats de votre personnage. La force concerne les dégâts infligés, la forme la perte d'endurance et l'intelligence les capacités à fabriquer."	"Las estadísticas de tu personaje se componen de fuerza, físico e intelecto. La fuerza rige el daño que se causa, el físico rige la pérdida de energía y el intelecto rige la habilidad de creación."	"Сила, физическая форма и интеллект — характеристики персонажа. От Силы зависит уровень повреждения, от Физической формы — уровень выносливости, от Интеллекта — возможности изготовления."	"Forza, Forma fisica e Intelligenza sono le statistiche del tuo personaggio. La Forza controlla il danno inflitto, la Forma fisica la perdita di Energia e l’Intelligenza l’abilità di creazione."	你的角色拥有力量、  体质和智力三种属性。 力量决定造成的伤害量， 体质决定耐力消耗， 智力决定制作能力。 	キャラクターには「筋力」「体力」「知力」 の3つの数値がある。 「筋力」が高いと与えられるダメージが増え、 「体力」が高いとスタミナの消費が減り、 「知力」が高いと複雑なアイテムを 作れるようになる。 
								
HUD.Tutorial.SabotageHeader	SABOTAGE	SABOTAGE	SABOTAGE	SABOTAJE	САБОТАЖ	SABOTAGGIO	暗中破坏	職の強奪
HUD.Tutorial.SabotageInfo	Other Inmate's jobs can be sabotaged so that they lose them. Beating the Inmate owner of the job up is a surefire way of doing this.	"Der Job anderer Insassen kann sabotiert werden, damit sie ihn verlieren. Wenn du den Insassen mit dem Job verprügelst, geschieht das garantiert."	Les boulots des autres détenus peuvent être sabotés pour qu'ils les perdent. Frapper le détenu qui fait le boulot est une bonne manière de le faire.	Puedes sabotear los trabajos de otros presos para que los pierdan. Dar una paliza al preso con este trabajo es una forma segura de hacerlo.	"Вы можете саботировать работу другого заключенного, чтобы он потерял ее. Один из безошибочных способов для этого — избить заключенного, выполняющего данную работу."	"Fai perdere il lavoro ad altri detenuti sabotandoli. Per farlo, un modo sicuro è pestare il detenuto che lavora."	你可以暗中破坏其他囚犯的工作， 导致他们失业。 揍拥有工作的囚犯必定能让他们失业。 	やりたい仕事がある時は、 今その職についている囚人のジャマ（例えば、 ぶちのめしたりして）をしてクビにし、 横取りすることができる。 
								
HUD.Tutorial.EscapingHeader	ESCAPING	AUSBRUCH	S'ÉVADER	ESCAPAR	ПОБЕГ	EVASIONE	越狱	脱獄
HUD.Tutorial.EscapingInfo	Look out for guard patrols to find areas of weakness in the prisons. Find Items to craft together to make new Items that can help you escape.	"Achte auf die Wärterpatrouillien, um Schwachstellen in den Gefängnissen zu finden. Finde kombinierbare Gegenstände, um neue herzustellen, die dir bei der Flucht helfen können."	Surveillez les patrouilles de gardiens pour trouver des failles dans les prisons. Trouvez des objets à assembler pour en créer de nouveaux qui vous permettront de vous évader.	Observa las patrullas de guardias y busca puntos débiles en la prisión. Encuentra objetos con los que crear nuevos objetos que te ayuden a escapar.	"Берегитесь патрулей охраны и ищите наименее охраняемые места в тюрьме. Находите различные предметы и создавайте новые объекты, которые помогут вам совершить побег."	Fai attenzione alle guardie in pattuglia e trova i punti deboli. Trova gli oggetti da fondere per creare un nuovo oggetto che ti aiuti a evadere.	当心巡逻的守卫并发现监狱里的薄弱区域。 将找到的物品放到一起制成新物品， 帮助你越狱。 	巡回中の看守に注意しながら、 刑務所内のセキュリティの穴を見つけよう。 様々なアイテムを集めて新しい道具を作成し、 脱獄に役立てよう。 
								
HUD.Tutorial.InfirmaryHeader	Infirmary	Krankenstation	Infirmerie	Enfermería	Лазарет	Infermeria	医务室	医務室
HUD.Tutorial.InfirmaryInfo	When a character's Health reaches zero they will be taken to the Infirmary by a Medic. Staying in bed will quickly return you to full Health.	"Wenn die Gesundheit eines Charakters 0 erreicht, bringt sie ein Sanitäter auf die Krankenstation. Im Bett zu bleiben füllt deine Gesundheit schnell komplett auf."	"Lorsque la santé d'un personnage atteint le zéro, il est emmené à l'infirmerie par un médecin. Rester au lit vous rendra vite une santé maximale."	"Cuando la salud de un personaje llegue a cero, un médico le llevará a la enfermería. Recupera la salud al completo rápidamente al permanecer en la cama."	"Когда уровень Здоровья персонажа достигает нуля, медработник переводит его в лазарет. Оставаясь в постели, вы быстро восстановите свое Здоровье."	"Quando la Salute arriva allo zero, il personaggio verrà portato in Infermeria da un Medico. Il riposo a letto ripristinerà in pieno la Salute."	角色的生命值降为零时， 就会被医生带进医务室。 在床上休息可迅速恢复全部生命值。 	プレイヤーのライフがゼロになると、 医務官の手で医務室へ運ばれる。 ベッドで安静にしていれば、 ライフはすぐに満タンまで回復する。 
								
HUD.Tutorial.StudyRoomsHeader	STUDY ROOM	LERNRAUM	SALLE D'ÉTUDE	SALA DE ESTUDIO	КЛАССЫ	SALA STUDIO	书房	図書室
